Label: FSR adapter 16: FSR.A 16 Sampling frequency: 5.185185e+002 Number of points: 56721 X start: 0.000000e+000 Unit: % Domain Unit: s
Label: FSR adapter 16: FSR.B 16 Sampling frequency: 5.185185e+002 Number of points: 56721 X start: 0.000000e+000 Unit: % Domain Unit: s
Label: FSR adapter 16: FSR.C 16 Sampling frequency: 5.185185e+002 Number of points: 56721 X start: 0.000000e+000 Unit: % Domain Unit: s
Label: FSR adapter 16: FSR.D 16 Sampling frequency: 5.185185e+002 Number of points: 56721 X start: 0.000000e+000 Unit: % Domain Unit: s
Start Trigger Method: Trigno Wireless System (start trigger)
Stop Trigger Method: Trigno Wireless System (stop trigger)
Use Camera: NO
Video File Path: 
System Gain: 3.250000e-002
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 3.250000e-002
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 3.250000e-002
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
System Gain: 3.250000e-002
A/D card Gain: 1.000000e+000
Bit Resolution: -1.000000e+000
Bias: 0.000000e+000
High pass cutoff frequency: 0.000000e+000
Low pass cutoff frequency: 0.000000e+000
X [s],FSR adapter 16: FSR.A 16 [%],FSR adapter 16: FSR.B 16 [%],FSR adapter 16: FSR.C 16 [%],FSR adapter 16: FSR.D 16 [%]
1.635429e+000,5.539737e-001,3.559766e+000,1.503136e+001,-9.999795e-003
1.637357e+000,5.524243e-001,3.558217e+000,1.503291e+001,-9.999795e-003
1.639286e+000,5.539737e-001,3.558217e+000,1.503601e+001,-1.154917e-002
1.641214e+000,5.539737e-001,3.558217e+000,1.503446e+001,-1.154917e-002
1.643143e+000,5.539737e-001,3.556668e+000,1.503136e+001,-1.154917e-002
1.645071e+000,5.539737e-001,3.556668e+000,1.503136e+001,-1.154917e-002
1.647000e+000,5.508749e-001,3.558217e+000,1.503136e+001,-1.154917e-002
1.648929e+000,5.524243e-001,3.558217e+000,1.503136e+001,-9.999795e-003
1.650857e+000,5.524243e-001,3.558217e+000,1.503136e+001,-9.999795e-003
1.652786e+000,5.524243e-001,3.559766e+000,1.503291e+001,-1.154917e-002
1.654714e+000,5.524243e-001,3.558217e+000,1.503446e+001,-9.999795e-003
1.656643e+000,5.508749e-001,3.555118e+000,1.503446e+001,-1.154917e-002
1.658571e+000,5.508749e-001,3.558217e+000,1.503446e+001,-1.154917e-002
1.660500e+000,5.508749e-001,3.558217e+000,1.503756e+001,-1.154917e-002
1.662429e+000,5.508749e-001,3.558217e+000,1.503601e+001,-9.999795e-003
1.664357e+000,5.508749e-001,3.558217e+000,1.503756e+001,-9.999795e-003
1.666286e+000,5.493255e-001,3.559766e+000,1.503756e+001,-1.154917e-002
1.668214e+000,5.508749e-001,3.558217e+000,1.503756e+001,-9.999795e-003
1.670143e+000,5.508749e-001,3.559766e+000,1.503601e+001,-9.999795e-003
1.672071e+000,5.508749e-001,3.556668e+000,1.503601e+001,-1.154917e-002
1.674000e+000,5.493255e-001,3.556668e+000,1.503446e+001,-1.154917e-002
1.675929e+000,5.508749e-001,3.558217e+000,1.503446e+001,-1.154917e-002
1.677857e+000,5.508749e-001,3.558217e+000,1.503136e+001,-1.154917e-002
1.679786e+000,5.524243e-001,3.558217e+000,1.503291e+001,-1.154917e-002
1.681714e+000,5.539737e-001,3.559766e+000,1.503136e+001,-9.999795e-003
1.683643e+000,5.524243e-001,3.556668e+000,1.503136e+001,-1.154917e-002
1.685571e+000,5.524243e-001,3.558217e+000,1.503291e+001,-1.154917e-002
1.687500e+000,5.539737e-001,3.558217e+000,1.503446e+001,-8.450417e-003
1.689429e+000,5.539737e-001,3.558217e+000,1.503291e+001,-8.450417e-003
1.691357e+000,5.508749e-001,3.558217e+000,1.503446e+001,-9.999795e-003
1.693286e+000,5.524243e-001,3.559766e+000,1.503601e+001,-1.154917e-002
1.695214e+000,5.524243e-001,3.561316e+000,1.503756e+001,-1.154917e-002
1.697143e+000,5.539737e-001,3.559766e+000,1.503756e+001,-1.154917e-002
1.699071e+000,5.539737e-001,3.561316e+000,1.503601e+001,-9.999795e-003
1.701000e+000,5.539737e-001,3.559766e+000,1.503601e+001,-9.999795e-003
1.702929e+000,5.524243e-001,3.562865e+000,1.503911e+001,-1.154917e-002
1.704857e+000,5.524243e-001,3.561316e+000,1.504066e+001,-9.999795e-003
1.706786e+000,5.539737e-001,3.561316e+000,1.503911e+001,-1.154917e-002
1.708714e+000,5.524243e-001,3.562865e+000,1.504220e+001,-9.999795e-003
1.710643e+000,5.524243e-001,3.562865e+000,1.504220e+001,-9.999795e-003
1.712571e+000,5.539737e-001,3.562865e+000,1.504220e+001,-1.154917e-002
1.714500e+000,5.601712e-001,3.562865e+000,1.504066e+001,-9.999795e-003
1.716429e+000,5.601712e-001,3.564415e+000,1.504066e+001,-1.154917e-002
1.718357e+000,5.632699e-001,3.565964e+000,1.504066e+001,-9.999795e-003
1.720286e+000,5.648193e-001,3.564415e+000,1.504066e+001,-1.154917e-002
1.722214e+000,5.648193e-001,3.567513e+000,1.504066e+001,-1.154917e-002
1.724143e+000,5.648193e-001,3.567513e+000,1.504220e+001,-1.154917e-002
1.726071e+000,5.648193e-001,3.569063e+000,1.504066e+001,-1.309855e-002
1.728000e+000,5.632699e-001,3.569063e+000,1.504220e+001,-1.154917e-002
1.729929e+000,5.617206e-001,3.570612e+000,1.504220e+001,-9.999795e-003
1.731857e+000,5.617206e-001,3.572161e+000,1.504375e+001,-1.154917e-002
1.733786e+000,5.617206e-001,3.575260e+000,1.503911e+001,-9.999795e-003
1.735714e+000,5.601712e-001,3.578359e+000,1.504066e+001,-9.999795e-003
1.737643e+000,5.601712e-001,3.578359e+000,1.504066e+001,-9.999795e-003
1.739571e+000,5.601712e-001,3.581458e+000,1.503756e+001,-1.154917e-002
1.741500e+000,5.586218e-001,3.578359e+000,1.503756e+001,-9.999795e-003
1.743429e+000,5.570724e-001,3.581458e+000,1.503756e+001,-1.154917e-002
1.745357e+000,5.539737e-001,3.581458e+000,1.503446e+001,-9.999795e-003
1.747286e+000,5.477762e-001,3.583007e+000,1.503446e+001,-1.154917e-002
1.749214e+000,5.446774e-001,3.584556e+000,1.503446e+001,-9.999795e-003
1.751143e+000,5.400293e-001,3.586106e+000,1.503446e+001,-1.154917e-002
1.753071e+000,5.322824e-001,3.584556e+000,1.503136e+001,-1.154917e-002
1.755000e+000,5.291836e-001,3.586106e+000,1.503446e+001,-9.999795e-003
1.756929e+000,5.276343e-001,3.586106e+000,1.503291e+001,-9.999795e-003
1.758857e+000,5.260849e-001,3.584556e+000,1.503136e+001,-1.154917e-002
1.760786e+000,5.276343e-001,3.590754e+000,1.503291e+001,-1.154917e-002
1.762714e+000,5.307330e-001,3.589205e+000,1.503291e+001,-9.999795e-003
1.764643e+000,5.291836e-001,3.589205e+000,1.503136e+001,-1.154917e-002
1.766571e+000,5.338318e-001,3.589205e+000,1.503136e+001,-1.154917e-002
1.768500e+000,5.384799e-001,3.590754e+000,1.503291e+001,-1.154917e-002
1.770429e+000,5.477762e-001,3.592303e+000,1.503291e+001,-1.154917e-002
1.772357e+000,5.570724e-001,3.593853e+000,1.503446e+001,-1.154917e-002
1.774286e+000,5.663687e-001,3.595402e+000,1.502981e+001,-1.154917e-002
1.776214e+000,5.694674e-001,3.596951e+000,1.502826e+001,-1.154917e-002
1.778143e+000,5.663687e-001,3.596951e+000,1.502981e+001,-1.309855e-002
1.780071e+000,5.648193e-001,3.598501e+000,1.502826e+001,-1.154917e-002
1.782000e+000,5.570724e-001,3.596951e+000,1.503136e+001,-9.999795e-003
1.783929e+000,5.508749e-001,3.600050e+000,1.502981e+001,-1.154917e-002
1.785857e+000,5.431280e-001,3.600050e+000,1.502981e+001,-1.154917e-002
1.787786e+000,5.353811e-001,3.600050e+000,1.503291e+001,-1.309855e-002
1.789714e+000,5.260849e-001,3.600050e+000,1.503136e+001,-1.154917e-002
1.791643e+000,5.136899e-001,3.598501e+000,1.503446e+001,-1.154917e-002
1.793571e+000,5.105911e-001,3.596951e+000,1.503136e+001,-1.309855e-002
1.795500e+000,5.105911e-001,3.598501e+000,1.503446e+001,-1.154917e-002
1.797429e+000,5.105911e-001,3.598501e+000,1.503446e+001,-1.154917e-002
1.799357e+000,5.136899e-001,3.600050e+000,1.503446e+001,-9.999795e-003
1.801286e+000,5.105911e-001,3.600050e+000,1.503601e+001,-9.999795e-003
1.803214e+000,5.136899e-001,3.601599e+000,1.503446e+001,-9.999795e-003
1.805143e+000,5.136899e-001,3.603149e+000,1.503291e+001,-1.154917e-002
1.807071e+000,5.105911e-001,3.603149e+000,1.503136e+001,-1.154917e-002
1.809000e+000,5.059429e-001,3.604698e+000,1.503136e+001,-1.154917e-002
1.810929e+000,5.043936e-001,3.606248e+000,1.503136e+001,-9.999795e-003
1.812857e+000,5.074924e-001,3.609346e+000,1.503136e+001,-1.154917e-002
1.814786e+000,5.121405e-001,3.609346e+000,1.503291e+001,-1.309855e-002
1.816714e+000,5.121405e-001,3.607797e+000,1.503446e+001,-1.154917e-002
1.818643e+000,5.121405e-001,3.612445e+000,1.503601e+001,-9.999795e-003
1.820571e+000,5.152392e-001,3.612445e+000,1.503291e+001,-1.154917e-002
1.822500e+000,5.214368e-001,3.613995e+000,1.503446e+001,-1.154917e-002
1.824429e+000,5.276343e-001,3.617093e+000,1.503446e+001,-9.999795e-003
1.826357e+000,5.322824e-001,3.617093e+000,1.503136e+001,-9.999795e-003
1.828286e+000,5.369305e-001,3.618643e+000,1.502981e+001,-1.154917e-002
1.830214e+000,5.415787e-001,3.617093e+000,1.502826e+001,-9.999795e-003
1.832143e+000,5.400293e-001,3.620192e+000,1.502826e+001,-1.154917e-002
1.834071e+000,5.384799e-001,3.620192e+000,1.502516e+001,-1.154917e-002
1.836000e+000,5.369305e-001,3.620192e+000,1.502671e+001,-9.999795e-003
1.837929e+000,5.415787e-001,3.618643e+000,1.502516e+001,-1.154917e-002
1.839857e+000,5.493255e-001,3.620192e+000,1.502516e+001,-1.154917e-002
1.841786e+000,5.570724e-001,3.621742e+000,1.502516e+001,-1.154917e-002
1.843714e+000,5.632699e-001,3.621742e+000,1.502826e+001,-9.999795e-003
1.845643e+000,5.694674e-001,3.626390e+000,1.502516e+001,-1.154917e-002
1.847571e+000,5.756649e-001,3.626390e+000,1.502671e+001,-1.154917e-002
1.849500e+000,5.818624e-001,3.627939e+000,1.502826e+001,-1.154917e-002
1.851429e+000,5.880600e-001,3.627939e+000,1.502826e+001,-9.999795e-003
1.853357e+000,5.911587e-001,3.627939e+000,1.502981e+001,-1.154917e-002
1.855286e+000,5.896094e-001,3.631038e+000,1.503136e+001,-1.154917e-002
1.857214e+000,5.880600e-001,3.631038e+000,1.503291e+001,-1.154917e-002
1.859143e+000,5.865106e-001,3.632587e+000,1.503136e+001,-9.999795e-003
1.861071e+000,5.834119e-001,3.632587e+000,1.503136e+001,-1.154917e-002
1.863000e+000,5.710168e-001,3.635686e+000,1.503136e+001,-1.154917e-002
1.864929e+000,5.617206e-001,3.637235e+000,1.502981e+001,-1.154917e-002
1.866857e+000,5.586218e-001,3.638785e+000,1.502981e+001,-1.154917e-002
1.868786e+000,5.632699e-001,3.638785e+000,1.502826e+001,-9.999795e-003
1.870714e+000,5.679181e-001,3.640334e+000,1.502981e+001,-1.154917e-002
1.872643e+000,5.756649e-001,3.643433e+000,1.502826e+001,-9.999795e-003
1.874571e+000,5.818624e-001,3.644982e+000,1.502826e+001,-1.154917e-002
1.876500e+000,5.865106e-001,3.641883e+000,1.502981e+001,-1.154917e-002
1.878429e+000,5.896094e-001,3.643433e+000,1.503136e+001,-9.999795e-003
1.880357e+000,5.927081e-001,3.644982e+000,1.503136e+001,-1.154917e-002
1.882286e+000,5.927081e-001,3.646532e+000,1.503136e+001,-1.154917e-002
1.884214e+000,5.911587e-001,3.644982e+000,1.503136e+001,-9.999795e-003
1.886143e+000,5.911587e-001,3.643433e+000,1.503291e+001,-9.999795e-003
1.888071e+000,5.911587e-001,3.646532e+000,1.503291e+001,-1.154917e-002
1.890000e+000,5.942575e-001,3.649630e+000,1.503136e+001,-9.999795e-003
1.891929e+000,5.989056e-001,3.651180e+000,1.503136e+001,-9.999795e-003
1.893857e+000,6.035538e-001,3.654278e+000,1.503136e+001,-1.309855e-002
1.895786e+000,6.051031e-001,3.655828e+000,1.502981e+001,-1.154917e-002
1.897714e+000,6.051031e-001,3.657377e+000,1.502981e+001,-9.999795e-003
1.899643e+000,6.051031e-001,3.660476e+000,1.502981e+001,-1.154917e-002
1.901571e+000,6.051031e-001,3.660476e+000,1.502826e+001,-1.154917e-002
1.903500e+000,6.020044e-001,3.662025e+000,1.502671e+001,-1.154917e-002
1.905429e+000,5.973563e-001,3.662025e+000,1.502516e+001,-1.154917e-002
1.907357e+000,5.958069e-001,3.663575e+000,1.502516e+001,-9.999795e-003
1.909286e+000,5.958069e-001,3.663575e+000,1.502361e+001,-8.450417e-003
1.911214e+000,5.927081e-001,3.666673e+000,1.502516e+001,-1.154917e-002
1.913143e+000,5.942575e-001,3.669772e+000,1.502206e+001,-1.154917e-002
1.915071e+000,5.942575e-001,3.672871e+000,1.502361e+001,-1.309855e-002
1.917000e+000,6.004550e-001,3.674420e+000,1.502361e+001,-1.154917e-002
1.918929e+000,6.113006e-001,3.675970e+000,1.502361e+001,-9.999795e-003
1.920857e+000,6.205969e-001,3.675970e+000,1.502516e+001,-1.154917e-002
1.922786e+000,6.205969e-001,3.675970e+000,1.502671e+001,-1.154917e-002
1.924714e+000,6.221463e-001,3.674420e+000,1.502826e+001,-9.999795e-003
1.926643e+000,6.236957e-001,3.675970e+000,1.502826e+001,-9.999795e-003
1.928571e+000,6.221463e-001,3.675970e+000,1.502981e+001,-1.309855e-002
1.930500e+000,6.221463e-001,3.674420e+000,1.502981e+001,-1.154917e-002
1.932429e+000,6.205969e-001,3.675970e+000,1.503136e+001,-1.309855e-002
1.934357e+000,6.221463e-001,3.675970e+000,1.503291e+001,-1.154917e-002
1.936286e+000,6.205969e-001,3.677519e+000,1.503446e+001,-9.999795e-003
1.938214e+000,6.174982e-001,3.679068e+000,1.503291e+001,-1.154917e-002
1.940143e+000,6.143994e-001,3.685266e+000,1.503446e+001,-9.999795e-003
1.942071e+000,6.190475e-001,3.689914e+000,1.503291e+001,-1.154917e-002
1.944000e+000,6.267944e-001,3.694562e+000,1.503291e+001,-9.999795e-003
1.945929e+000,6.329919e-001,3.697661e+000,1.503601e+001,-1.309855e-002
1.947857e+000,6.298932e-001,3.699210e+000,1.503601e+001,-1.154917e-002
1.949786e+000,6.252450e-001,3.702309e+000,1.503446e+001,-9.999795e-003
1.951714e+000,6.143994e-001,3.700760e+000,1.503446e+001,-9.999795e-003
1.953643e+000,6.082019e-001,3.702309e+000,1.503291e+001,-9.999795e-003
1.955571e+000,6.066525e-001,3.703858e+000,1.503291e+001,-1.154917e-002
1.957500e+000,6.066525e-001,3.705408e+000,1.503446e+001,-1.154917e-002
1.959429e+000,6.051031e-001,3.703858e+000,1.503601e+001,-1.154917e-002
1.961357e+000,6.051031e-001,3.703858e+000,1.503446e+001,-1.154917e-002
1.963286e+000,6.066525e-001,3.702309e+000,1.503291e+001,-1.154917e-002
1.965214e+000,6.066525e-001,3.702309e+000,1.503446e+001,-1.154917e-002
1.967143e+000,6.082019e-001,3.702309e+000,1.503291e+001,-1.154917e-002
1.969071e+000,6.113006e-001,3.700760e+000,1.503291e+001,-1.154917e-002
1.971000e+000,6.159488e-001,3.702309e+000,1.503446e+001,-1.154917e-002
1.972929e+000,6.174982e-001,3.703858e+000,1.503446e+001,-9.999795e-003
1.974857e+000,6.205969e-001,3.705408e+000,1.503446e+001,-9.999795e-003
1.976786e+000,6.267944e-001,3.705408e+000,1.503756e+001,-9.999795e-003
1.978714e+000,6.360907e-001,3.711605e+000,1.503601e+001,-9.999795e-003
1.980643e+000,6.407388e-001,3.714704e+000,1.503756e+001,-9.999795e-003
1.982571e+000,6.500351e-001,3.714704e+000,1.503601e+001,-1.154917e-002
1.984500e+000,6.546832e-001,3.719352e+000,1.503601e+001,-9.999795e-003
1.986429e+000,6.577820e-001,3.720902e+000,1.503446e+001,-9.999795e-003
1.988357e+000,6.624301e-001,3.722451e+000,1.503136e+001,-9.999795e-003
1.990286e+000,6.655289e-001,3.719352e+000,1.502981e+001,-1.154917e-002
1.992214e+000,6.686276e-001,3.720902e+000,1.502826e+001,-9.999795e-003
1.994143e+000,6.686276e-001,3.717803e+000,1.502981e+001,-1.154917e-002
1.996071e+000,6.686276e-001,3.720902e+000,1.502826e+001,-1.154917e-002
1.998000e+000,6.701770e-001,3.717803e+000,1.502826e+001,-1.309855e-002
1.999929e+000,6.701770e-001,3.719352e+000,1.502981e+001,-1.154917e-002
2.001857e+000,6.717264e-001,3.719352e+000,1.502826e+001,-1.154917e-002
2.003786e+000,6.732758e-001,3.719352e+000,1.502826e+001,-1.154917e-002
2.005714e+000,6.763745e-001,3.717803e+000,1.502826e+001,-9.999795e-003
2.007643e+000,6.748251e-001,3.717803e+000,1.502981e+001,-1.154917e-002
2.009571e+000,6.748251e-001,3.716254e+000,1.502981e+001,-1.309855e-002
2.011500e+000,6.748251e-001,3.714704e+000,1.503136e+001,-9.999795e-003
2.013429e+000,6.763745e-001,3.714704e+000,1.503291e+001,-9.999795e-003
2.015357e+000,6.763745e-001,3.713155e+000,1.503136e+001,-1.154917e-002
2.017286e+000,6.763745e-001,3.714704e+000,1.503446e+001,-1.154917e-002
2.019214e+000,6.763745e-001,3.714704e+000,1.503446e+001,-9.999795e-003
2.021143e+000,6.748251e-001,3.714704e+000,1.503446e+001,-1.154917e-002
2.023071e+000,6.748251e-001,3.713155e+000,1.503136e+001,-1.154917e-002
2.025000e+000,6.732758e-001,3.708507e+000,1.503136e+001,-1.154917e-002
2.026929e+000,6.732758e-001,3.703858e+000,1.503291e+001,-1.154917e-002
2.028857e+000,6.732758e-001,3.702309e+000,1.503291e+001,-9.999795e-003
2.030786e+000,6.748251e-001,3.702309e+000,1.503446e+001,-1.154917e-002
2.032714e+000,6.732758e-001,3.699210e+000,1.503136e+001,-1.154917e-002
2.034643e+000,6.732758e-001,3.697661e+000,1.503136e+001,-8.450417e-003
2.036571e+000,6.717264e-001,3.696112e+000,1.502826e+001,-1.154917e-002
2.038500e+000,6.717264e-001,3.694562e+000,1.502981e+001,-1.154917e-002
2.040429e+000,6.686276e-001,3.693013e+000,1.503291e+001,-1.154917e-002
2.042357e+000,6.686276e-001,3.693013e+000,1.503136e+001,-9.999795e-003
2.044286e+000,6.670783e-001,3.691463e+000,1.503291e+001,-1.154917e-002
2.046214e+000,6.670783e-001,3.693013e+000,1.503601e+001,-9.999795e-003
2.048143e+000,6.670783e-001,3.691463e+000,1.503601e+001,-1.154917e-002
2.050071e+000,6.655289e-001,3.694562e+000,1.503756e+001,-1.154917e-002
2.052000e+000,6.655289e-001,3.696112e+000,1.503446e+001,-1.154917e-002
2.053929e+000,6.624301e-001,3.700760e+000,1.503446e+001,-1.154917e-002
2.055857e+000,6.546832e-001,3.699210e+000,1.503446e+001,-9.999795e-003
2.057786e+000,6.484857e-001,3.702309e+000,1.503756e+001,-1.309855e-002
2.059714e+000,6.469364e-001,3.705408e+000,1.503601e+001,-1.154917e-002
2.061643e+000,6.422882e-001,3.710056e+000,1.503601e+001,-9.999795e-003
2.063571e+000,6.438376e-001,3.706957e+000,1.503446e+001,-9.999795e-003
2.065500e+000,6.438376e-001,3.710056e+000,1.503756e+001,-9.999795e-003
2.067429e+000,6.422882e-001,3.708507e+000,1.503911e+001,-9.999795e-003
2.069357e+000,6.438376e-001,3.710056e+000,1.504066e+001,-9.999795e-003
2.071286e+000,6.453869e-001,3.710056e+000,1.504066e+001,-1.154917e-002
2.073214e+000,6.438376e-001,3.708507e+000,1.504220e+001,-9.999795e-003
2.075143e+000,6.438376e-001,3.708507e+000,1.504375e+001,-1.154917e-002
2.077071e+000,6.453869e-001,3.710056e+000,1.504066e+001,-1.309855e-002
2.079000e+000,6.453869e-001,3.710056e+000,1.504066e+001,-9.999795e-003
2.080929e+000,6.453869e-001,3.711605e+000,1.504066e+001,-1.154917e-002
2.082857e+000,6.453869e-001,3.711605e+000,1.504066e+001,-1.154917e-002
2.084786e+000,6.453869e-001,3.711605e+000,1.504066e+001,-9.999795e-003
2.086714e+000,6.453869e-001,3.711605e+000,1.504066e+001,-1.154917e-002
2.088643e+000,6.453869e-001,3.714704e+000,1.504220e+001,-1.154917e-002
2.090571e+000,6.453869e-001,3.716254e+000,1.504066e+001,-1.154917e-002
2.092500e+000,6.484857e-001,3.714704e+000,1.504220e+001,-1.154917e-002
2.094429e+000,6.453869e-001,3.713155e+000,1.504220e+001,-1.309855e-002
2.096357e+000,6.484857e-001,3.714704e+000,1.504220e+001,-1.154917e-002
2.098286e+000,6.484857e-001,3.713155e+000,1.504220e+001,-1.154917e-002
2.100214e+000,6.484857e-001,3.714704e+000,1.504066e+001,-1.154917e-002
2.102143e+000,6.484857e-001,3.714704e+000,1.503911e+001,-1.154917e-002
2.104071e+000,6.484857e-001,3.714704e+000,1.503756e+001,-1.309855e-002
2.106000e+000,6.500351e-001,3.713155e+000,1.503911e+001,-1.154917e-002
2.107929e+000,6.469364e-001,3.713155e+000,1.503911e+001,-1.154917e-002
2.109857e+000,6.469364e-001,3.713155e+000,1.504066e+001,-9.999795e-003
2.111786e+000,6.469364e-001,3.713155e+000,1.504066e+001,-9.999795e-003
2.113714e+000,6.469364e-001,3.713155e+000,1.504066e+001,-1.154917e-002
2.115643e+000,6.453869e-001,3.714704e+000,1.504066e+001,-9.999795e-003
2.117571e+000,6.484857e-001,3.714704e+000,1.503911e+001,-1.154917e-002
2.119500e+000,6.469364e-001,3.714704e+000,1.503756e+001,-1.154917e-002
2.121429e+000,6.469364e-001,3.714704e+000,1.503446e+001,-1.309855e-002
2.123357e+000,6.546832e-001,3.716254e+000,1.503291e+001,-8.450417e-003
2.125286e+000,6.608807e-001,3.714704e+000,1.503291e+001,-9.999795e-003
2.127214e+000,6.670783e-001,3.717803e+000,1.503136e+001,-1.154917e-002
2.129143e+000,6.748251e-001,3.717803e+000,1.503446e+001,-9.999795e-003
2.131071e+000,6.794733e-001,3.717803e+000,1.503291e+001,-9.999795e-003
2.133000e+000,6.841214e-001,3.716254e+000,1.503601e+001,-1.154917e-002
2.134929e+000,6.887695e-001,3.717803e+000,1.503446e+001,-1.154917e-002
2.136857e+000,6.965164e-001,3.717803e+000,1.503136e+001,-1.154917e-002
2.138786e+000,7.027139e-001,3.719352e+000,1.503136e+001,-9.999795e-003
2.140714e+000,7.073621e-001,3.716254e+000,1.503136e+001,-1.154917e-002
2.142643e+000,7.104608e-001,3.719352e+000,1.502671e+001,-9.999795e-003
2.144571e+000,7.151089e-001,3.720902e+000,1.502671e+001,-1.154917e-002
2.146500e+000,7.166584e-001,3.720902e+000,1.502671e+001,-9.999795e-003
2.148429e+000,7.182077e-001,3.720902e+000,1.502826e+001,-9.999795e-003
2.150357e+000,7.182077e-001,3.717803e+000,1.502826e+001,-9.999795e-003
2.152286e+000,7.213064e-001,3.719352e+000,1.502981e+001,-1.309855e-002
2.154214e+000,7.197571e-001,3.719352e+000,1.502826e+001,-9.999795e-003
2.156143e+000,7.182077e-001,3.717803e+000,1.502826e+001,-9.999795e-003
2.158071e+000,7.213064e-001,3.720902e+000,1.502826e+001,-9.999795e-003
2.160000e+000,7.213064e-001,3.720902e+000,1.502516e+001,-1.154917e-002
2.161929e+000,7.213064e-001,3.720902e+000,1.502516e+001,-9.999795e-003
2.163857e+000,7.228559e-001,3.722451e+000,1.502516e+001,-9.999795e-003
2.165786e+000,7.228559e-001,3.724000e+000,1.502516e+001,-9.999795e-003
2.167714e+000,7.213064e-001,3.725550e+000,1.502516e+001,-1.154917e-002
2.169643e+000,7.244052e-001,3.725550e+000,1.502826e+001,-9.999795e-003
2.171571e+000,7.228559e-001,3.727099e+000,1.502981e+001,-1.154917e-002
2.173500e+000,7.228559e-001,3.731747e+000,1.502981e+001,-9.999795e-003
2.175429e+000,7.259546e-001,3.730198e+000,1.502981e+001,-1.154917e-002
2.177357e+000,7.228559e-001,3.734846e+000,1.503136e+001,-9.999795e-003
2.179286e+000,7.259546e-001,3.733297e+000,1.503136e+001,-1.154917e-002
2.181214e+000,7.244052e-001,3.733297e+000,1.503136e+001,-1.154917e-002
2.183143e+000,7.259546e-001,3.734846e+000,1.503136e+001,-9.999795e-003
2.185071e+000,7.275040e-001,3.737945e+000,1.502826e+001,-1.154917e-002
2.187000e+000,7.275040e-001,3.737945e+000,1.502981e+001,-1.154917e-002
2.188929e+000,7.259546e-001,3.737945e+000,1.502981e+001,-1.154917e-002
2.190857e+000,7.244052e-001,3.739494e+000,1.502826e+001,-1.154917e-002
2.192786e+000,7.244052e-001,3.739494e+000,1.502981e+001,-9.999795e-003
2.194714e+000,7.244052e-001,3.739494e+000,1.502826e+001,-8.450417e-003
2.196643e+000,7.244052e-001,3.739494e+000,1.502981e+001,-1.154917e-002
2.198571e+000,7.259546e-001,3.739494e+000,1.502826e+001,-1.154917e-002
2.200500e+000,7.244052e-001,3.739494e+000,1.502671e+001,-9.999795e-003
2.202429e+000,7.244052e-001,3.737945e+000,1.502826e+001,-1.154917e-002
2.204357e+000,7.275040e-001,3.739494e+000,1.502826e+001,-1.154917e-002
2.206286e+000,7.259546e-001,3.739494e+000,1.502981e+001,-9.999795e-003
2.208214e+000,7.275040e-001,3.742593e+000,1.502826e+001,-9.999795e-003
2.210143e+000,7.275040e-001,3.741044e+000,1.502981e+001,-9.999795e-003
2.212071e+000,7.290534e-001,3.742593e+000,1.502826e+001,-1.154917e-002
2.214000e+000,7.290534e-001,3.742593e+000,1.502671e+001,-1.154917e-002
2.215929e+000,7.290534e-001,3.745692e+000,1.502981e+001,-9.999795e-003
2.217857e+000,7.306027e-001,3.744142e+000,1.503136e+001,-9.999795e-003
2.219786e+000,7.290534e-001,3.745692e+000,1.503136e+001,-9.999795e-003
2.221714e+000,7.290534e-001,3.747241e+000,1.503136e+001,-9.999795e-003
2.223643e+000,7.290534e-001,3.748791e+000,1.503446e+001,-1.154917e-002
2.225571e+000,7.275040e-001,3.748791e+000,1.503601e+001,-1.154917e-002
2.227500e+000,7.275040e-001,3.747241e+000,1.503601e+001,-1.154917e-002
2.229429e+000,7.259546e-001,3.747241e+000,1.503446e+001,-1.154917e-002
2.231357e+000,7.275040e-001,3.747241e+000,1.503136e+001,-1.154917e-002
2.233286e+000,7.213064e-001,3.748791e+000,1.503291e+001,-9.999795e-003
2.235214e+000,7.166584e-001,3.747241e+000,1.503136e+001,-1.154917e-002
2.237143e+000,7.166584e-001,3.750340e+000,1.503446e+001,-9.999795e-003
2.239071e+000,7.166584e-001,3.751889e+000,1.503291e+001,-9.999795e-003
2.241000e+000,7.151089e-001,3.753438e+000,1.503601e+001,-1.154917e-002
2.242929e+000,7.166584e-001,3.756537e+000,1.503446e+001,-1.154917e-002
2.244857e+000,7.213064e-001,3.753438e+000,1.503601e+001,-1.154917e-002
2.246786e+000,7.259546e-001,3.754988e+000,1.503446e+001,-1.154917e-002
2.248714e+000,7.306027e-001,3.754988e+000,1.503756e+001,-1.309855e-002
2.250643e+000,7.306027e-001,3.754988e+000,1.503756e+001,-1.154917e-002
