Name,Participant,Q1a,Q1b,Q2a,Q2b,Q2c,Q2d,Q2e,Q2f,Q2g,Q2h,Q2i,Q2j,Q3a,Q3b,Q4a,Q4b,Q4c,Q5a,Q5b,Q6a,Q6b,Abs_Av,Perf_Av,SFS,Artist,Dance_mode,Music_mode,Palo,Condition,Pair
P8_D1_G4_M6_R2_T1,G4,3,5,2,5,1,2,6,6,6.0,6,5,2,6,5,6.0,5.0,5.0,5.0,5.0,4.0,5.0,2.75,5.0,3.875,G,D1,M6,R2,D1_M6,P8_G4
P8_D5_G4_M5_R2_T1,G4,6,6,2,6,1,2,6,7,6.0,2,4,1,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.75,4.333333333333333,3.5416666666666665,G,D5,M5,R2,D5_M5,P8_G4
P8_D1_G4_M1_R2_T1,G4,7,5,4,5,1,2,6,7,5.0,2,2,1,6,6,5.0,5.0,5.0,4.0,6.0,7.0,7.0,3.25,3.6666666666666665,3.458333333333333,G,D1,M1,R2,D1_M1,P8_G4
P8_D6_G4_M6_R2_T2,G4,4,4,3,5,2,2,6,6,6.0,6,6,2,3,3,6.0,6.0,6.0,6.0,5.0,5.0,6.0,3.25,5.166666666666667,4.208333333333334,G,D6,M6,R2,D6_M6,P8_G4
P9_D6_G4_M6_R1_T1,P9,1,1,1,6,1,1,7,6,6.0,6,6,1,3,3,6.0,6.0,6.0,6.0,4.0,4.0,6.0,2.25,5.333333333333333,3.7916666666666665,P,D6,M6,R1,D6_M6,P9_G4
P9_D5_G4_M6_R1_T1,P9,4,5,4,6,2,2,5,6,5.0,5,5,2,6,6,6.0,6.0,4.0,6.0,5.0,5.0,5.0,3.5,4.666666666666667,4.083333333333334,P,D5,M6,R1,D5_M6,P9_G4
P9_D1_G4_M6_R1_T1,P9,7,6,1,7,1,1,7,6,7.0,7,6,1,6,6,7.0,7.0,7.0,6.0,6.0,6.0,6.0,2.25,5.833333333333333,4.041666666666666,P,D1,M6,R1,D1_M6,P9_G4
P9_D5_G4_M5_R1_T1,P9,5,5,1,6,1,1,6,6,6.0,6,6,1,7,7,7.0,7.0,7.0,7.0,5.0,5.0,5.0,2.25,5.166666666666667,3.7083333333333335,P,D5,M5,R1,D5_M5,P9_G4
P9_D1_G4_M1_R1_T1,P9,7,6,1,6,1,1,7,6,7.0,7,7,1,7,7,7.0,5.0,7.0,6.0,6.0,6.0,6.0,2.25,5.833333333333333,4.041666666666666,P,D1,M1,R1,D1_M1,P9_G4
P9_D6_G4_M6_R1_T2,P9,2,6,1,7,1,1,7,5,7.0,7,7,1,6,6,6.0,7.0,7.0,6.0,6.0,6.0,6.0,2.0,6.0,4.0,P,D6,M6,R1,D6_M6,P9_G4
P9_D6_G4_M6_R2_T1,P9,3,6,1,6,1,3,5,6,5.0,5,5,1,3,3,6.0,6.0,6.0,6.0,6.0,4.0,1.0,2.25,4.833333333333333,3.5416666666666665,P,D6,M6,R2,D6_M6,P9_G4
P9_D5_G4_M6_R2_T1,P9,4,5,1,6,1,6,6,6,6.0,7,6,1,5,5,6.0,6.0,6.0,5.0,5.0,5.0,4.0,2.25,6.166666666666667,4.208333333333334,P,D5,M6,R2,D5_M6,P9_G4
P9_D1_G4_M6_R2_T1,P9,7,5,1,7,1,1,7,7,7.0,7,6,1,7,6,7.0,7.0,7.0,7.0,6.0,7.0,6.0,2.5,5.833333333333333,4.166666666666666,P,D1,M6,R2,D1_M6,P9_G4
P9_D5_G4_M5_R2_T1,P9,6,6,4,4,4,4,4,3,3.0,3,4,1,4,4,5.0,5.0,5.0,6.0,6.0,5.0,5.0,3.0,3.6666666666666665,3.333333333333333,P,D5,M5,R2,D5_M5,P9_G4
P9_D1_G4_M1_R2_T1,P9,7,7,1,7,1,1,7,7,7.0,7,6,1,7,7,7.0,7.0,6.0,6.0,6.0,6.0,6.0,2.5,5.833333333333333,4.166666666666666,P,D1,M1,R2,D1_M1,P9_G4
P9_D6_G4_M6_R2_T2,P9,1,6,3,7,1,1,7,7,7.0,6,7,1,5,5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,5.833333333333333,4.416666666666666,P,D6,M6,R2,D6_M6,P9_G4
P9_D0_G4_M6_R1_T1,G4,3,3,3,4,3,4,4,3,3.0,6,4,5,4,4,,,4.0,5.0,4.0,4.0,4.0,3.5,4.166666666666667,3.8333333333333335,G,D0,M6,R1,D0_M6,P9_G4
P9_D6_G4_M6_R1_T1,G4,3,4,4,6,1,2,6,7,6.0,7,7,1,6,6,7.0,7.0,6.0,7.0,6.0,5.0,4.0,3.25,5.666666666666667,4.458333333333334,G,D6,M6,R1,D6_M6,P9_G4
P9_D5_G4_M6_R1_T1,G4,4,5,1,5,1,1,7,7,5.0,7,7,1,5,5,6.0,7.0,7.0,7.0,6.0,6.0,5.0,2.5,5.333333333333333,3.9166666666666665,G,D5,M6,R1,D5_M6,P9_G4
P9_D1_G4_M6_R1_T1,G4,4,6,4,6,2,2,5,6,6.0,6,6,2,6,5,6.0,6.0,5.0,5.0,5.0,4.0,4.0,3.5,5.166666666666667,4.333333333333334,G,D1,M6,R1,D1_M6,P9_G4
P9_D5_G4_M5_R1_T1,G4,6,5,5,5,1,2,5,6,6.0,3,4,1,6,6,6.0,5.0,5.0,6.0,5.0,4.0,5.0,3.25,4.166666666666667,3.7083333333333335,G,D5,M5,R1,D5_M5,P9_G4
P9_D1_G4_M1_R1_T1,G4,7,6,6,5,1,2,6,7,6.0,2,2,1,7,7,6.0,5.0,4.0,5.0,5.0,6.0,6.0,3.75,3.8333333333333335,3.791666666666667,G,D1,M1,R1,D1_M1,P9_G4
P9_D6_G4_M6_R1_T2,G4,3,4,3,6,2,2,6,6,6.0,6,5,2,6,6,6.0,6.0,5.0,6.0,6.0,5.0,5.0,3.25,5.166666666666667,4.208333333333334,G,D6,M6,R1,D6_M6,P9_G4
P9_D0_G4_M6_R2_T1,G4,4,5,5,5,2,3,5,5,4.0,5,5,2,4,5,,,5.0,5.0,4.0,4.0,4.0,3.5,4.5,4.0,G,D0,M6,R2,D0_M6,P9_G4
P9_D6_G4_M6_R2_T1,G4,4,5,4,6,2,2,5,6,5.0,6,6,2,5,5,6.0,5.0,5.0,6.0,6.0,5.0,5.0,3.5,5.0,4.25,G,D6,M6,R2,D6_M6,P9_G4
P9_D5_G4_M6_R2_T1,G4,4,5,4,5,2,2,6,6,6.0,6,6,2,4,4,6.0,6.0,4.0,5.0,5.0,6.0,5.0,3.5,5.166666666666667,4.333333333333334,G,D5,M6,R2,D5_M6,P9_G4
P9_D1_G4_M6_R2_T1,G4,5,5,5,5,2,2,6,6,5.0,4,4,2,4,5,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.75,4.333333333333333,4.041666666666666,G,D1,M6,R2,D1_M6,P9_G4
P9_D5_G4_M5_R2_T1,G4,5,6,5,6,1,2,5,6,6.0,4,2,1,6,7,7.0,6.0,6.0,6.0,6.0,6.0,6.0,3.25,4.166666666666667,3.7083333333333335,G,D5,M5,R2,D5_M5,P9_G4
P9_D1_G4_M1_R2_T1,G4,6,6,6,5,1,1,6,7,6.0,3,3,1,7,7,7.0,6.0,6.0,6.0,6.0,7.0,7.0,3.75,4.0,3.875,G,D1,M1,R2,D1_M1,P9_G4
P9_D6_G4_M6_R2_T2,G4,4,5,4,5,2,2,5,5,6.0,6,5,2,5,5,6.0,6.0,4.0,5.0,5.0,6.0,6.0,3.25,4.833333333333333,4.041666666666666,G,D6,M6,R2,D6_M6,P9_G4
P11_D0_G6_M6_R1_T1,G6,7,4,7,3,5,3,5,6,5.0,5,6,2,4,4,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.5,4.75,G,D0,M6,R1,D0_M6,P11_G6
P11_D6_G6_M6_R1_T1,G6,5,5,7,4,4,2,5,5,5.0,4,6,6,5,5,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.5,4.333333333333333,4.916666666666666,G,D6,M6,R1,D6_M6,P11_G6
P11_D5_G6_M6_R1_T1,G6,5,5,6,5,4,3,4,5,5.0,4,5,5,6,6,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.333333333333333,4.666666666666666,G,D5,M6,R1,D5_M6,P11_G6
P11_D1_G6_M6_R1_T1,G6,4,5,6,6,2,2,4,5,5.0,5,5,2,5,6,6.0,6.0,5.0,6.0,4.0,5.0,5.0,3.75,4.5,4.125,G,D1,M6,R1,D1_M6,P11_G6
P11_D5_G6_M5_R1_T1,G6,5,6,7,5,5,5,5,5,5.0,6,6,5,6,5,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.5,5.333333333333333,5.416666666666666,G,D5,M5,R1,D5_M5,P11_G6
P11_D1_G6_M1_R1_T1,G6,5,6,5,4,4,5,3,4,4.0,4,6,3,4,5,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.333333333333333,4.166666666666666,G,D1,M1,R1,D1_M1,P11_G6
P11_D6_G6_M6_R1_T2,G6,3,4,6,5,6,6,5,5,6.0,6,6,2,5,5,6.0,5.0,5.0,6.0,5.0,5.0,6.0,4.75,5.666666666666667,5.208333333333334,G,D6,M6,R1,D6_M6,P11_G6
P11_D0_G6_M6_R2_T1,G6,2,5,7,4,3,2,5,4,4.0,5,4,2,5,4,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,G,D0,M6,R2,D0_M6,P11_G6
P11_D6_G6_M6_R2_T1,G6,3,5,7,5,3,2,5,5,5.0,4,5,2,5,5,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.25,4.333333333333333,4.291666666666666,G,D6,M6,R2,D6_M6,P11_G6
P11_D5_G6_M6_R2_T1,G6,3,4,7,5,4,2,5,6,5.0,6,5,2,6,5,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.75,4.666666666666667,4.708333333333334,G,D5,M6,R2,D5_M6,P11_G6
P11_D1_G6_M6_R2_T1,G6,2,5,7,6,3,2,5,5,5.0,5,5,2,5,5,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.25,4.666666666666667,4.458333333333334,G,D1,M6,R2,D1_M6,P11_G6
P11_D5_G6_M5_R2_T1,G6,5,5,4,5,5,2,5,6,5.0,6,5,2,5,5,5.0,6.0,5.0,6.0,6.0,5.0,5.0,4.25,4.666666666666667,4.458333333333334,G,D5,M5,R2,D5_M5,P11_G6
P11_D1_G6_M1_R2_T1,G6,7,6,6,5,5,2,6,6,5.0,5,6,2,6,5,5.0,5.0,5.0,6.0,5.0,6.0,6.0,4.75,4.833333333333333,4.791666666666666,G,D1,M1,R2,D1_M1,P11_G6
P11_D6_G6_M6_R2_T2,G6,3,5,6,5,6,5,3,5,5.0,5,6,5,5,4,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.5,4.833333333333333,5.166666666666666,G,D6,M6,R2,D6_M6,P11_G6
P11_D6_G6_M6_R1_T1,P11,7,4,4,4,4,4,2,4,4.0,3,2,1,1,1,4.0,4.0,2.0,4.0,4.0,1.0,1.0,3.25,3.1666666666666665,3.208333333333333,P,D6,M6,R1,D6_M6,P11_G6
P11_D5_G6_M6_R1_T1,P11,7,5,5,4,1,3,4,5,5.0,4,4,1,4,4,5.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.5,P,D5,M6,R1,D5_M6,P11_G6
P11_D1_G6_M6_R1_T1,P11,6,6,2,7,1,1,5,4,6.0,2,4,1,4,4,6.0,6.0,6.0,4.0,3.0,2.0,4.0,2.0,4.166666666666667,3.0833333333333335,P,D1,M6,R1,D1_M6,P11_G6
P11_D5_G6_M5_R1_T1,P11,7,6,1,4,1,1,6,5,4.0,2,1,1,6,4,6.0,6.0,6.0,6.0,6.0,3.0,2.0,2.0,3.0,2.5,P,D5,M5,R1,D5_M5,P11_G6
P11_D1_G6_M1_R1_T1,P11,5,4,4,4,4,4,2,4,5.0,5,1,5,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.25,3.5,3.875,P,D1,M1,R1,D1_M1,P11_G6
P11_D6_G6_M6_R1_T2,P11,5,4,4,4,4,4,4,6,4.0,4,1,1,1,1,1.0,4.0,6.0,4.0,4.0,5.0,2.0,3.75,3.5,3.625,P,D6,M6,R1,D6_M6,P11_G6
P11_D6_G6_M6_R2_T1,P11,3,4,4,3,1,4,1,7,1.0,4,4,1,1,1,4.0,4.0,5.0,6.0,4.0,3.0,4.0,3.25,2.8333333333333335,3.041666666666667,P,D6,M6,R2,D6_M6,P11_G6
P11_D5_G6_M6_R2_T1,P11,7,5,6,6,1,1,3,7,6.0,1,4,1,4,4,4.0,6.0,7.0,7.0,6.0,4.0,4.0,3.75,3.5,3.625,P,D5,M6,R2,D5_M6,P11_G6
P11_D1_G6_M6_R2_T1,P11,7,6,5,4,1,1,4,7,4.0,4,1,1,3,3,4.0,5.0,6.0,5.0,5.0,3.0,4.0,3.5,3.0,3.25,P,D1,M6,R2,D1_M6,P11_G6
P11_D5_G6_M5_R2_T1,P11,7,6,5,7,4,4,3,4,6.0,2,1,1,4,4,5.0,5.0,5.0,7.0,5.0,4.0,4.0,3.5,3.8333333333333335,3.666666666666667,P,D5,M5,R2,D5_M5,P11_G6
P11_D1_G6_M1_R2_T1,P11,4,6,4,4,4,1,7,7,6.0,4,4,1,5,5,5.0,6.0,7.0,6.0,5.0,4.0,4.0,4.0,4.333333333333333,4.166666666666666,P,D1,M1,R2,D1_M1,P11_G6
P11_D6_G6_M6_R2_T2,P11,3,4,4,4,4,4,4,4,4.0,5,4,4,4,4,6.0,6.0,5.0,4.0,4.0,5.0,4.0,4.0,4.166666666666667,4.083333333333334,P,D6,M6,R2,D6_M6,P11_G6
P10_D0_G5_M6_R1_T1,G5,3,5,5,5,3,3,5,5,5.0,5,6,3,5,5,,,6.0,6.0,5.0,5.0,5.0,4.0,4.833333333333333,4.416666666666666,G,D0,M6,R1,D0_M6,P10_G5
P10_D6_G5_M6_R1_T1,G5,3,5,5,5,3,3,5,5,5.0,5,4,3,5,5,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.5,4.25,G,D6,M6,R1,D6_M6,P10_G5
P10_D5_G5_M6_R1_T1,G5,2,3,4,5,4,5,5,5,5.0,3,4,4,3,3,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.25,4.5,4.375,G,D5,M6,R1,D5_M6,P10_G5
P10_D1_G5_M6_R1_T1,G5,3,3,4,5,3,5,4,5,5.0,3,4,3,3,3,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.75,4.333333333333333,4.041666666666666,G,D1,M6,R1,D1_M6,P10_G5
P10_D5_G5_M5_R1_T1,G5,6,6,5,6,3,6,5,6,5.0,3,5,2,6,6,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,4.5,G,D5,M5,R1,D5_M5,P10_G5
P10_D1_G5_M1_R1_T1,G5,7,7,7,7,3,3,5,5,5.0,2,5,2,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.25,4.5,4.375,G,D1,M1,R1,D1_M1,P10_G5
P10_D6_G5_M6_R1_T2,G5,3,3,3,5,3,3,2,2,5.0,5,4,4,3,3,5.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.5,G,D6,M6,R1,D6_M6,P10_G5
P10_D0_G5_M6_R2_T1,G5,3,3,4,3,5,3,3,3,3.0,3,3,5,3,2,3.0,5.0,3.0,5.0,3.0,5.0,5.0,4.25,3.0,3.625,G,D0,M6,R2,D0_M6,P10_G5
P10_D6_G5_M6_R2_T1,G5,3,3,5,3,5,3,3,4,4.0,4,3,4,3,4,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.5,3.3333333333333335,3.916666666666667,G,D6,M6,R2,D6_M6,P10_G5
P10_D5_G5_M6_R2_T1,G5,3,4,5,5,4,3,4,5,4.0,4,3,3,4,4,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.25,3.8333333333333335,4.041666666666667,G,D5,M6,R2,D5_M6,P10_G5
P10_D1_G5_M6_R2_T1,G5,5,5,5,5,3,4,4,5,4.0,3,3,3,4,5,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.8333333333333335,3.916666666666667,G,D1,M6,R2,D1_M6,P10_G5
P10_D5_G5_M5_R2_T1,G5,5,5,5,5,3,2,5,5,5.0,3,4,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,G,D5,M5,R2,D5_M5,P10_G5
P10_D1_G5_M1_R2_T1,G5,7,6,6,4,3,5,4,5,4.0,3,4,3,4,5,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.25,4.0,4.125,G,D1,M1,R2,D1_M1,P10_G5
P10_D6_G5_M6_R2_T2,G5,3,3,5,4,5,4,4,3,5.0,3,4,5,3,3,4.0,5.0,4.0,4.0,,5.0,5.0,4.5,4.0,4.25,G,D6,M6,R2,D6_M6,P10_G5
P10_D6_G5_M6_R1_T1,P10,2,7,1,7,1,1,7,7,7.0,7,7,1,5,3,6.0,7.0,7.0,7.0,6.0,4.0,5.0,2.5,6.0,4.25,P,D6,M6,R1,D6_M6,P10_G5
P10_D5_G5_M6_R1_T1,P10,5,6,4,7,1,1,7,7,7.0,4,7,1,6,6,7.0,5.0,7.0,5.0,6.0,4.0,4.0,3.25,5.5,4.375,P,D5,M6,R1,D5_M6,P10_G5
P10_D1_G5_M6_R1_T1,P10,7,6,4,4,1,1,6,7,6.0,1,5,1,6,6,6.0,5.0,7.0,5.0,5.0,5.0,5.0,3.25,3.8333333333333335,3.541666666666667,P,D1,M6,R1,D1_M6,P10_G5
P10_D5_G5_M5_R1_T1,P10,5,6,4,7,1,1,7,7,7.0,3,7,1,6,6,7.0,6.0,7.0,5.0,6.0,5.0,5.0,3.25,5.333333333333333,4.291666666666666,P,D5,M5,R1,D5_M5,P10_G5
P10_D1_G5_M1_R1_T1,P10,7,6,4,7,1,1,7,7,7.0,1,7,1,6,6,7.0,6.0,7.0,5.0,6.0,6.0,6.0,3.25,5.0,4.125,P,D1,M1,R1,D1_M1,P10_G5
P10_D6_G5_M6_R1_T2,P10,2,7,1,7,1,1,7,7,7.0,6,7,1,7,6,7.0,7.0,7.0,7.0,6.0,5.0,5.0,2.5,5.833333333333333,4.166666666666666,P,D6,M6,R1,D6_M6,P10_G5
P10_D6_G5_M6_R2_T1,P10,2,2,1,7,1,1,7,7,7.0,7,7,1,6,2,7.0,6.0,7.0,7.0,1.0,4.0,4.0,2.5,6.0,4.25,P,D6,M6,R2,D6_M6,P10_G5
P10_D5_G5_M6_R2_T1,P10,4,5,4,7,1,1,7,7,7.0,6,6,1,6,5,7.0,6.0,7.0,6.0,6.0,4.0,5.0,3.25,5.666666666666667,4.458333333333334,P,D5,M6,R2,D5_M6,P10_G5
P10_D1_G5_M6_R2_T1,P10,7,6,6,5,2,1,6,7,6.0,2,4,1,6,6,4.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,P,D1,M6,R2,D1_M6,P10_G5
P10_D5_G5_M5_R2_T1,P10,5,6,5,5,1,1,6,7,6.0,1,5,1,5,6,7.0,6.0,7.0,5.0,6.0,5.0,5.0,3.5,4.0,3.75,P,D5,M5,R2,D5_M5,P10_G5
P10_D1_G5_M1_R2_T1,P10,7,5,7,5,1,1,5,7,5.0,1,5,1,5,7,6.0,5.0,7.0,5.0,5.0,6.0,6.0,4.0,3.6666666666666665,3.833333333333333,P,D1,M1,R2,D1_M1,P10_G5
P10_D6_G5_M6_R2_T2,P10,2,4,1,7,1,1,5,6,7.0,7,6,1,4,4,7.0,6.0,6.0,6.0,5.0,6.0,6.0,2.25,5.5,3.875,P,D6,M6,R2,D6_M6,P10_G5
P12_D0_G7_M6_R1_T1,G7,1,2,1,6,1,1,4,4,6.0,4,4,4,3,1,4.0,6.0,7.0,6.0,7.0,1.0,3.0,2.5,4.166666666666667,3.3333333333333335,G,D0,M6,R1,D0_M6,P12_G7
P12_D6_G7_M6_R1_T1,G7,5,5,4,3,1,3,3,3,6.0,2,1,3,2,3,5.0,7.0,7.0,6.0,7.0,3.0,1.0,2.75,3.0,2.875,G,D6,M6,R1,D6_M6,P12_G7
P12_D5_G7_M6_R1_T1,G7,5,6,3,7,1,2,7,7,7.0,2,4,1,6,7,7.0,7.0,5.0,7.0,7.0,5.0,3.0,3.0,4.833333333333333,3.9166666666666665,G,D5,M6,R1,D5_M6,P12_G7
P12_D1_G7_M6_R1_T1,G7,3,5,1,5,2,4,5,4,5.0,2,3,4,3,3,4.0,4.0,4.0,5.0,6.0,4.0,5.0,2.75,4.0,3.375,G,D1,M6,R1,D1_M6,P12_G7
P12_D5_G7_M5_R1_T1,G7,5,5,4,5,1,3,3,4,5.0,2,3,4,4,5,5.0,6.0,5.0,6.0,7.0,4.0,3.0,3.25,3.5,3.375,G,D5,M5,R1,D5_M5,P12_G7
P12_D1_G7_M1_R1_T1,G7,6,7,3,7,6,6,2,7,7.0,1,6,2,7,7,7.0,7.0,7.0,6.0,5.0,5.0,3.0,4.5,4.833333333333333,4.666666666666666,G,D1,M1,R1,D1_M1,P12_G7
P12_D6_G7_M6_R1_T2,G7,3,5,3,4,2,6,5,4,4.0,3,3,4,5,4,5.0,5.0,6.0,7.0,5.0,4.0,5.0,3.25,4.166666666666667,3.7083333333333335,G,D6,M6,R1,D6_M6,P12_G7
P12_D0_G7_M6_R2_T1,G7,3,4,5,4,4,5,4,5,,4,4,2,4,4,,,5.0,6.0,6.0,4.0,2.0,4.0,4.2,4.1,G,D0,M6,R2,D0_M6,P12_G7
P12_D6_G7_M6_R2_T1,G7,6,5,6,4,2,4,4,5,5.0,4,4,3,3,3,5.0,4.0,5.0,5.0,5.0,6.0,3.0,4.0,4.166666666666667,4.083333333333334,G,D6,M6,R2,D6_M6,P12_G7
P12_D5_G7_M6_R2_T1,G7,6,6,5,6,2,1,7,6,6.0,6,4,2,6,5,6.0,6.0,6.0,7.0,7.0,3.0,2.0,3.75,5.0,4.375,G,D5,M6,R2,D5_M6,P12_G7
P12_D1_G7_M6_R2_T1,G7,1,6,3,5,2,3,6,6,6.0,2,4,2,6,6,7.0,7.0,7.0,7.0,7.0,3.0,4.0,3.25,4.333333333333333,3.7916666666666665,G,D1,M6,R2,D1_M6,P12_G7
P12_D5_G7_M5_R2_T1,G7,7,7,7,5,1,4,4,6,7.0,1,6,1,7,7,7.0,7.0,6.0,6.0,6.0,6.0,5.0,3.75,4.5,4.125,G,D5,M5,R2,D5_M5,P12_G7
P12_D1_G7_M1_R2_T1,G7,7,7,6,1,1,5,6,6,7.0,1,1,1,6,7,7.0,6.0,6.0,5.0,6.0,6.0,3.0,3.5,3.5,3.5,G,D1,M1,R2,D1_M1,P12_G7
P12_D6_G7_M6_R2_T2,G7,5,7,2,7,2,1,7,5,5.0,4,5,3,7,7,7.0,7.0,6.0,7.0,7.0,6.0,2.0,3.0,4.833333333333333,3.9166666666666665,G,D6,M6,R2,D6_M6,P12_G7
P12_D6_G7_M6_R1_T1,P12,4,4,4,6,3,3,2,5,5.0,4,4,1,4,4,6.0,7.0,6.0,7.0,6.0,4.0,4.0,3.25,4.0,3.625,P,D6,M6,R1,D6_M6,P12_G7
P12_D5_G7_M6_R1_T1,P12,6,6,5,6,1,2,1,6,6.0,4,4,1,4,4,6.0,7.0,6.0,6.0,6.0,5.0,5.0,3.25,3.8333333333333335,3.541666666666667,P,D5,M6,R1,D5_M6,P12_G7
P12_D1_G7_M6_R1_T1,P12,7,6,4,6,4,1,7,6,6.0,4,4,1,5,5,6.0,7.0,6.0,7.0,7.0,4.0,5.0,3.75,4.666666666666667,4.208333333333334,P,D1,M6,R1,D1_M6,P12_G7
P12_D5_G7_M5_R1_T1,P12,7,6,4,6,1,1,6,6,6.0,4,6,1,5,5,7.0,7.0,6.0,7.0,6.0,5.0,5.0,3.0,4.833333333333333,3.9166666666666665,P,D5,M5,R1,D5_M5,P12_G7
P12_D1_G7_M1_R1_T1,P12,7,6,5,5,2,1,6,6,5.0,4,4,1,6,6,6.0,7.0,5.0,7.0,5.0,5.0,5.0,3.5,4.166666666666667,3.8333333333333335,P,D1,M1,R1,D1_M1,P12_G7
P12_D6_G7_M6_R1_T2,P12,2,3,4,3,4,1,7,6,6.0,5,5,1,3,2,6.0,7.0,6.0,7.0,5.0,5.0,5.0,3.75,4.5,4.125,P,D6,M6,R1,D6_M6,P12_G7
P12_D6_G7_M6_R2_T1,P12,5,5,3,4,4,3,4,5,5.0,5,5,1,3,2,5.0,6.0,4.0,5.0,6.0,4.0,4.0,3.25,4.333333333333333,3.7916666666666665,P,D6,M6,R2,D6_M6,P12_G7
P12_D5_G7_M6_R2_T1,P12,6,6,3,6,1,1,6,6,6.0,5,6,1,5,4,6.0,7.0,6.0,6.0,6.0,5.0,4.0,2.75,5.0,3.875,P,D5,M6,R2,D5_M6,P12_G7
P12_D1_G7_M6_R2_T1,P12,7,6,3,5,3,2,6,6,5.0,3,6,1,5,4,7.0,7.0,6.0,6.0,6.0,5.0,5.0,3.25,4.5,3.875,P,D1,M6,R2,D1_M6,P12_G7
P12_D5_G7_M5_R2_T1,P12,7,6,5,6,3,3,3,6,6.0,2,5,1,5,5,6.0,6.0,5.0,6.0,6.0,5.0,6.0,3.75,4.166666666666667,3.9583333333333335,P,D5,M5,R2,D5_M5,P12_G7
P12_D1_G7_M1_R2_T1,P12,7,6,5,5,2,2,2,6,5.0,4,5,1,5,5,6.0,6.0,6.0,6.0,6.0,5.0,6.0,3.5,3.8333333333333335,3.666666666666667,P,D1,M1,R2,D1_M1,P12_G7
P12_D6_G7_M6_R2_T2,P12,4,5,4,6,4,2,5,6,4.0,4,5,1,4,4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.75,4.333333333333333,4.041666666666666,P,D6,M6,R2,D6_M6,P12_G7
P13_D0_G5_M6_R1_T1,G5,3,3,6,3,4,6,2,3,3.0,5,3,6,3,3,,,3.0,4.0,4.0,6.0,5.0,4.75,3.6666666666666665,4.208333333333333,G,D0,M6,R1,D0_M6,P13_G5
P13_D6_G5_M6_R1_T1,G5,2,2,5,5,4,5,5,4,5.0,5,4,2,4,4,5.0,5.0,3.0,5.0,5.0,5.0,6.0,3.75,4.833333333333333,4.291666666666666,G,D6,M6,R1,D6_M6,P13_G5
P13_D5_G5_M6_R1_T1,G5,4,4,5,5,3,3,5,4,4.0,4,3,4,3,3,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,G,D5,M6,R1,D5_M6,P13_G5
P13_D1_G5_M6_R1_T1,G5,5,6,5,5,3,5,5,5,5.0,5,3,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,4.666666666666667,4.333333333333334,G,D1,M6,R1,D1_M6,P13_G5
P13_D5_G5_M5_R1_T1,G5,6,6,6,6,2,6,6,6,6.0,3,5,2,6,6,6.0,6.0,6.0,6.0,7.0,6.0,6.0,4.0,5.333333333333333,4.666666666666666,G,D5,M5,R1,D5_M5,P13_G5
P13_D1_G5_M1_R1_T1,G5,6,6,6,5,3,5,4,5,6.0,6,4,5,5,5,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.75,5.0,4.875,G,D1,M1,R1,D1_M1,P13_G5
P13_D6_G5_M6_R1_T2,G5,4,4,5,4,5,3,5,5,4.0,5,3,3,3,3,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0,4.25,G,D6,M6,R1,D6_M6,P13_G5
P13_D0_G5_M6_R2_T1,G5,5,4,5,4,2,5,3,4,5.0,6,3,5,4,4,7.0,4.0,5.0,6.0,6.0,6.0,6.0,4.0,4.333333333333333,4.166666666666666,G,D0,M6,R2,D0_M6,P13_G5
