,Name,t_%,y_var,t_0,file,Rater,Artist,Participant,Dance_mode,Music_mode,Palo,Condition,Assigned_%
0,P7_D5_G1_M6_R2_T1,0.1,2,15.016843992370603,G1_P7_D5_G1_M6_R2_T1_IMPRO.csv,G1,G,P7,D5,M6,R2,D5_M6,0.1
1,P7_D5_G1_M6_R2_T1,0.2,1,19.67836113923645,G1_P7_D5_G1_M6_R2_T1_IMPRO.csv,G1,G,P7,D5,M6,R2,D5_M6,0.2
2,P7_D5_G1_M6_R2_T1,0.2,2,21.559800975204467,G1_P7_D5_G1_M6_R2_T1_IMPRO.csv,G1,G,P7,D5,M6,R2,D5_M6,0.2
3,P7_D5_G1_M6_R2_T1,0.2,3,25.251130097274785,G1_P7_D5_G1_M6_R2_T1_IMPRO.csv,G1,G,P7,D5,M6,R2,D5_M6,0.2
4,P7_D5_G1_M6_R2_T1,0.30000000000000004,1,46.68609493515015,G1_P7_D5_G1_M6_R2_T1_IMPRO.csv,G1,G,P7,D5,M6,R2,D5_M6,0.4
5,P7_D5_G1_M6_R2_T1,0.4,2,67.968166,G1_P7_D5_G1_M6_R2_T1_IMPRO.csv,G1,G,P7,D5,M6,R2,D5_M6,0.4
6,P7_D5_G1_M6_R2_T1,0.5,1,78.21652593896485,G1_P7_D5_G1_M6_R2_T1_IMPRO.csv,G1,G,P7,D5,M6,R2,D5_M6,0.5
7,P7_D5_G1_M6_R2_T1,0.7000000000000001,2,119.48120411253358,G1_P7_D5_G1_M6_R2_T1_IMPRO.csv,G1,G,P7,D5,M6,R2,D5_M6,0.8
8,P7_D5_G1_M6_R2_T1,1.0,1,183.78031707247925,G1_P7_D5_G1_M6_R2_T1_IMPRO.csv,G1,G,P7,D5,M6,R2,D5_M6,1.0
9,P7_D5_G1_M6_R2_T1,1.0,1,183.78031707247925,G1_P7_D5_G1_M6_R2_T1_IMPRO.csv,G1,G,P7,D5,M6,R2,D5_M6,1.0
10,P7_D5_G1_M6_R2_T1,1.0,1,183.78031707247925,G1_P7_D5_G1_M6_R2_T1_IMPRO.csv,G1,G,P7,D5,M6,R2,D5_M6,1.0
11,P7_D5_G1_M6_R2_T1,1.0,1,183.78031707247925,G1_P7_D5_G1_M6_R2_T1_IMPRO.csv,G1,G,P7,D5,M6,R2,D5_M6,1.0
12,P7_D5_G1_M6_R2_T1,1.0,1,183.78031707247925,G1_P7_D5_G1_M6_R2_T1_IMPRO.csv,G1,G,P7,D5,M6,R2,D5_M6,1.0
0,P6_D6_G1_M6_R1_T1,0.1,1,8.810423984741211,G1_P6_D6_G1_M6_R1_T1_IMPRO.csv,G1,G,P6,D6,M6,R1,D6_M6,0.1
1,P6_D6_G1_M6_R1_T1,0.2,1,8.810423984741211,G1_P6_D6_G1_M6_R1_T1_IMPRO.csv,G1,G,P6,D6,M6,R1,D6_M6,0.2
2,P6_D6_G1_M6_R1_T1,0.30000000000000004,1,8.810423984741211,G1_P6_D6_G1_M6_R1_T1_IMPRO.csv,G1,G,P6,D6,M6,R1,D6_M6,0.4
3,P6_D6_G1_M6_R1_T1,0.4,1,8.810423984741211,G1_P6_D6_G1_M6_R1_T1_IMPRO.csv,G1,G,P6,D6,M6,R1,D6_M6,0.4
4,P6_D6_G1_M6_R1_T1,0.5,1,8.810423984741211,G1_P6_D6_G1_M6_R1_T1_IMPRO.csv,G1,G,P6,D6,M6,R1,D6_M6,0.5
5,P6_D6_G1_M6_R1_T1,0.6,1,8.810423984741211,G1_P6_D6_G1_M6_R1_T1_IMPRO.csv,G1,G,P6,D6,M6,R1,D6_M6,0.6
6,P6_D6_G1_M6_R1_T1,0.7000000000000001,1,8.810423984741211,G1_P6_D6_G1_M6_R1_T1_IMPRO.csv,G1,G,P6,D6,M6,R1,D6_M6,0.8
7,P6_D6_G1_M6_R1_T1,0.8,1,8.810423984741211,G1_P6_D6_G1_M6_R1_T1_IMPRO.csv,G1,G,P6,D6,M6,R1,D6_M6,0.8
8,P6_D6_G1_M6_R1_T1,0.9,1,8.810423984741211,G1_P6_D6_G1_M6_R1_T1_IMPRO.csv,G1,G,P6,D6,M6,R1,D6_M6,0.9
9,P6_D6_G1_M6_R1_T1,1.0,1,8.810423984741211,G1_P6_D6_G1_M6_R1_T1_IMPRO.csv,G1,G,P6,D6,M6,R1,D6_M6,1.0
0,P6_D1_G1_M6_R1_T1,0.1,1,3.504789979019165,P6_P6_D1_G1_M6_R1_T1_IMPRO.csv,P6,P,P6,D1,M6,R1,D1_M6,0.1
1,P6_D1_G1_M6_R1_T1,0.30000000000000004,5,31.02629695040893,P6_P6_D1_G1_M6_R1_T1_IMPRO.csv,P6,P,P6,D1,M6,R1,D1_M6,0.4
2,P6_D1_G1_M6_R1_T1,0.4,6,38.15238888365173,P6_P6_D1_G1_M6_R1_T1_IMPRO.csv,P6,P,P6,D1,M6,R1,D1_M6,0.4
3,P6_D1_G1_M6_R1_T1,0.7000000000000001,3,74.3080538626709,P6_P6_D1_G1_M6_R1_T1_IMPRO.csv,P6,P,P6,D1,M6,R1,D1_M6,0.8
4,P6_D1_G1_M6_R1_T1,0.8,6,91.5400780705719,P6_P6_D1_G1_M6_R1_T1_IMPRO.csv,P6,P,P6,D1,M6,R1,D1_M6,0.8
5,P6_D1_G1_M6_R1_T1,0.9,6,91.5400780705719,P6_P6_D1_G1_M6_R1_T1_IMPRO.csv,P6,P,P6,D1,M6,R1,D1_M6,0.9
6,P6_D1_G1_M6_R1_T1,1.0,6,91.5400780705719,P6_P6_D1_G1_M6_R1_T1_IMPRO.csv,P6,P,P6,D1,M6,R1,D1_M6,1.0
0,P7_D1_G1_M1_R1_T1,0.1,1,7.301246091552734,P7_P7_D1_G1_M1_R1_T1_IMPRO.csv,P7,P,P7,D1,M1,R1,D1_M1,0.1
1,P7_D1_G1_M1_R1_T1,0.2,2,13.768160085830688,P7_P7_D1_G1_M1_R1_T1_IMPRO.csv,P7,P,P7,D1,M1,R1,D1_M1,0.2
2,P7_D1_G1_M1_R1_T1,0.2,3,16.487338143051147,P7_P7_D1_G1_M1_R1_T1_IMPRO.csv,P7,P,P7,D1,M1,R1,D1_M1,0.2
3,P7_D1_G1_M1_R1_T1,0.30000000000000004,6,20.99828215258789,P7_P7_D1_G1_M1_R1_T1_IMPRO.csv,P7,P,P7,D1,M1,R1,D1_M1,0.4
4,P7_D1_G1_M1_R1_T1,0.6,7,48.25148798474121,P7_P7_D1_G1_M1_R1_T1_IMPRO.csv,P7,P,P7,D1,M1,R1,D1_M1,0.6
5,P7_D1_G1_M1_R1_T1,0.7000000000000001,7,48.25148798474121,P7_P7_D1_G1_M1_R1_T1_IMPRO.csv,P7,P,P7,D1,M1,R1,D1_M1,0.8
6,P7_D1_G1_M1_R1_T1,0.8,7,48.25148798474121,P7_P7_D1_G1_M1_R1_T1_IMPRO.csv,P7,P,P7,D1,M1,R1,D1_M1,0.8
7,P7_D1_G1_M1_R1_T1,0.9,7,48.25148798474121,P7_P7_D1_G1_M1_R1_T1_IMPRO.csv,P7,P,P7,D1,M1,R1,D1_M1,0.9
8,P7_D1_G1_M1_R1_T1,1.0,7,48.25148798474121,P7_P7_D1_G1_M1_R1_T1_IMPRO.csv,P7,P,P7,D1,M1,R1,D1_M1,1.0
0,P5_D6_G3_M6_R2_T1,0.30000000000000004,1,22.55323110108948,G3_P5_D6_G3_M6_R2_T1_IMPRO.csv,G3,G,P5,D6,M6,R2,D6_M6,0.4
1,P5_D6_G3_M6_R2_T1,0.4,4,31.92487598283386,G3_P5_D6_G3_M6_R2_T1_IMPRO.csv,G3,G,P5,D6,M6,R2,D6_M6,0.4
2,P5_D6_G3_M6_R2_T1,0.4,3,39.072737032424925,G3_P5_D6_G3_M6_R2_T1_IMPRO.csv,G3,G,P5,D6,M6,R2,D6_M6,0.4
3,P5_D6_G3_M6_R2_T1,0.5,1,48.30444308964539,G3_P5_D6_G3_M6_R2_T1_IMPRO.csv,G3,G,P5,D6,M6,R2,D6_M6,0.5
4,P5_D6_G3_M6_R2_T1,0.9,3,85.37103804959106,G3_P5_D6_G3_M6_R2_T1_IMPRO.csv,G3,G,P5,D6,M6,R2,D6_M6,0.9
5,P5_D6_G3_M6_R2_T1,1.0,5,101.6373310743866,G3_P5_D6_G3_M6_R2_T1_IMPRO.csv,G3,G,P5,D6,M6,R2,D6_M6,1.0
6,P5_D6_G3_M6_R2_T1,1.0,5,101.6373310743866,G3_P5_D6_G3_M6_R2_T1_IMPRO.csv,G3,G,P5,D6,M6,R2,D6_M6,1.0
7,P5_D6_G3_M6_R2_T1,1.0,5,101.6373310743866,G3_P5_D6_G3_M6_R2_T1_IMPRO.csv,G3,G,P5,D6,M6,R2,D6_M6,1.0
0,P7_D5_G1_M5_R2_T1,0.2,1,22.020041095367432,P7_P7_D5_G1_M5_R2_T1_IMPRO.csv,P7,P,P7,D5,M5,R2,D5_M5,0.2
1,P7_D5_G1_M5_R2_T1,0.5,4,63.030691948501584,P7_P7_D5_G1_M5_R2_T1_IMPRO.csv,P7,P,P7,D5,M5,R2,D5_M5,0.5
2,P7_D5_G1_M5_R2_T1,0.7000000000000001,5,80.13937704959106,P7_P7_D5_G1_M5_R2_T1_IMPRO.csv,P7,P,P7,D5,M5,R2,D5_M5,0.8
3,P7_D5_G1_M5_R2_T1,1.0,7,115.5060571564026,P7_P7_D5_G1_M5_R2_T1_IMPRO.csv,P7,P,P7,D5,M5,R2,D5_M5,1.0
0,P8_D6_G4_M6_R1_T1,0.2,2,19.41656756317754,P8_P8_D6_G4_M6_R1_T1_IMPRO.csv,P8,P,P8,D6,M6,R1,D6_M6,0.2
1,P8_D6_G4_M6_R1_T1,0.4,4,44.35702003293782,P8_P8_D6_G4_M6_R1_T1_IMPRO.csv,P8,P,P8,D6,M6,R1,D6_M6,0.4
2,P8_D6_G4_M6_R1_T1,0.6,4,63.61648355953015,P8_P8_D6_G4_M6_R1_T1_IMPRO.csv,P8,P,P8,D6,M6,R1,D6_M6,0.6
3,P8_D6_G4_M6_R1_T1,0.8,3,86.69114678229688,P8_P8_D6_G4_M6_R1_T1_IMPRO.csv,P8,P,P8,D6,M6,R1,D6_M6,0.8
4,P8_D6_G4_M6_R1_T1,0.8,4,92.97081803426644,P8_P8_D6_G4_M6_R1_T1_IMPRO.csv,P8,P,P8,D6,M6,R1,D6_M6,0.8
5,P8_D6_G4_M6_R1_T1,0.9,5,99.77525735990896,P8_P8_D6_G4_M6_R1_T1_IMPRO.csv,P8,P,P8,D6,M6,R1,D6_M6,0.9
6,P8_D6_G4_M6_R1_T1,1.0,4,119.335252428159,P8_P8_D6_G4_M6_R1_T1_IMPRO.csv,P8,P,P8,D6,M6,R1,D6_M6,1.0
7,P8_D6_G4_M6_R1_T1,1.0,4,119.335252428159,P8_P8_D6_G4_M6_R1_T1_IMPRO.csv,P8,P,P8,D6,M6,R1,D6_M6,1.0
8,P8_D6_G4_M6_R1_T1,1.0,4,119.335252428159,P8_P8_D6_G4_M6_R1_T1_IMPRO.csv,P8,P,P8,D6,M6,R1,D6_M6,1.0
0,P5_D5_G3_M6_R2_T1,0.1,3,7.261667019073486,P5_P5_D5_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D5,M6,R2,D5_M6,0.1
1,P5_D5_G3_M6_R2_T1,0.30000000000000004,5,29.911337045776367,P5_P5_D5_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D5,M6,R2,D5_M6,0.4
2,P5_D5_G3_M6_R2_T1,0.4,3,38.99932817547607,P5_P5_D5_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D5,M6,R2,D5_M6,0.4
3,P5_D5_G3_M6_R2_T1,0.6,2,50.78105489509583,P5_P5_D5_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D5,M6,R2,D5_M6,0.6
4,P5_D5_G3_M6_R2_T1,0.7000000000000001,1,61.03707105912781,P5_P5_D5_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D5,M6,R2,D5_M6,0.8
5,P5_D5_G3_M6_R2_T1,0.7000000000000001,4,66.45167311253357,P5_P5_D5_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D5,M6,R2,D5_M6,0.8
6,P5_D5_G3_M6_R2_T1,1.0,5,91.16046011253356,P5_P5_D5_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D5,M6,R2,D5_M6,1.0
7,P5_D5_G3_M6_R2_T1,1.0,2,104.4490339771118,P5_P5_D5_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D5,M6,R2,D5_M6,1.0
8,P5_D5_G3_M6_R2_T1,1.0,2,104.4490339771118,P5_P5_D5_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D5,M6,R2,D5_M6,1.0
0,P8_D6_G4_M6_R2_T2,0.1,3,12.950339531707854,P8_P8_D6_G4_M6_R2_T2_IMPRO.csv,P8,P,P8,D6,M6,R2,D6_M6,0.1
1,P8_D6_G4_M6_R2_T2,0.1,4,14.007579681423458,P8_P8_D6_G4_M6_R2_T2_IMPRO.csv,P8,P,P8,D6,M6,R2,D6_M6,0.1
2,P8_D6_G4_M6_R2_T2,0.2,3,30.422638400127475,P8_P8_D6_G4_M6_R2_T2_IMPRO.csv,P8,P,P8,D6,M6,R2,D6_M6,0.2
3,P8_D6_G4_M6_R2_T2,0.30000000000000004,4,51.06452228929417,P8_P8_D6_G4_M6_R2_T2_IMPRO.csv,P8,P,P8,D6,M6,R2,D6_M6,0.4
4,P8_D6_G4_M6_R2_T2,0.5,5,77.60796185339984,P8_P8_D6_G4_M6_R2_T2_IMPRO.csv,P8,P,P8,D6,M6,R2,D6_M6,0.5
5,P8_D6_G4_M6_R2_T2,0.5,4,92.12800516486986,P8_P8_D6_G4_M6_R2_T2_IMPRO.csv,P8,P,P8,D6,M6,R2,D6_M6,0.5
6,P8_D6_G4_M6_R2_T2,0.8,5,135.19790339836487,P8_P8_D6_G4_M6_R2_T2_IMPRO.csv,P8,P,P8,D6,M6,R2,D6_M6,0.8
7,P8_D6_G4_M6_R2_T2,1.0,4,176.4398243559459,P8_P8_D6_G4_M6_R2_T2_IMPRO.csv,P8,P,P8,D6,M6,R2,D6_M6,1.0
8,P8_D6_G4_M6_R2_T2,1.0,5,184.79635728244847,P8_P8_D6_G4_M6_R2_T2_IMPRO.csv,P8,P,P8,D6,M6,R2,D6_M6,1.0
0,P9_D6_G4_M6_R2_T2,0.30000000000000004,3,44.999612106811526,P9_P9_D6_G4_M6_R2_T2_IMPRO.csv,P9,P,P9,D6,M6,R2,D6_M6,0.4
1,P9_D6_G4_M6_R2_T2,0.4,4,77.5273469294281,P9_P9_D6_G4_M6_R2_T2_IMPRO.csv,P9,P,P9,D6,M6,R2,D6_M6,0.4
2,P9_D6_G4_M6_R2_T2,0.7000000000000001,4,137.29450699046325,P9_P9_D6_G4_M6_R2_T2_IMPRO.csv,P9,P,P9,D6,M6,R2,D6_M6,0.8
3,P9_D6_G4_M6_R2_T2,0.8,3,146.93593598664856,P9_P9_D6_G4_M6_R2_T2_IMPRO.csv,P9,P,P9,D6,M6,R2,D6_M6,0.8
4,P9_D6_G4_M6_R2_T2,0.9,2,161.48470488746642,P9_P9_D6_G4_M6_R2_T2_IMPRO.csv,P9,P,P9,D6,M6,R2,D6_M6,0.9
5,P9_D6_G4_M6_R2_T2,1.0,4,182.5939850743866,P9_P9_D6_G4_M6_R2_T2_IMPRO.csv,P9,P,P9,D6,M6,R2,D6_M6,1.0
6,P9_D6_G4_M6_R2_T2,1.0,5,190.96388995994567,P9_P9_D6_G4_M6_R2_T2_IMPRO.csv,P9,P,P9,D6,M6,R2,D6_M6,1.0
7,P9_D6_G4_M6_R2_T2,1.0,3,205.7037270743866,P9_P9_D6_G4_M6_R2_T2_IMPRO.csv,P9,P,P9,D6,M6,R2,D6_M6,1.0
8,P9_D6_G4_M6_R2_T2,1.0,3,205.7037270743866,P9_P9_D6_G4_M6_R2_T2_IMPRO.csv,P9,P,P9,D6,M6,R2,D6_M6,1.0
0,P9_D6_G4_M6_R1_T1,0.4,2,36.27120097711182,P9_P9_D6_G4_M6_R1_T1_IMPRO.csv,P9,P,P9,D6,M6,R1,D6_M6,0.4
1,P9_D6_G4_M6_R1_T1,0.7000000000000001,4,65.8894240076294,P9_P9_D6_G4_M6_R1_T1_IMPRO.csv,P9,P,P9,D6,M6,R1,D6_M6,0.8
2,P9_D6_G4_M6_R1_T1,1.0,6,115.83082519454956,P9_P9_D6_G4_M6_R1_T1_IMPRO.csv,P9,P,P9,D6,M6,R1,D6_M6,1.0
3,P9_D6_G4_M6_R1_T1,1.0,6,115.83082519454956,P9_P9_D6_G4_M6_R1_T1_IMPRO.csv,P9,P,P9,D6,M6,R1,D6_M6,1.0
4,P9_D6_G4_M6_R1_T1,1.0,6,115.83082519454956,P9_P9_D6_G4_M6_R1_T1_IMPRO.csv,P9,P,P9,D6,M6,R1,D6_M6,1.0
5,P9_D6_G4_M6_R1_T1,1.0,6,115.83082519454956,P9_P9_D6_G4_M6_R1_T1_IMPRO.csv,P9,P,P9,D6,M6,R1,D6_M6,1.0
6,P9_D6_G4_M6_R1_T1,1.0,6,115.83082519454956,P9_P9_D6_G4_M6_R1_T1_IMPRO.csv,P9,P,P9,D6,M6,R1,D6_M6,1.0
0,P7_D1_G1_M6_R1_T1,0.1,1,5.208871122070312,P7_P7_D1_G1_M6_R1_T1_IMPRO.csv,P7,P,P7,D1,M6,R1,D1_M6,0.1
1,P7_D1_G1_M6_R1_T1,0.2,2,11.327914797821045,P7_P7_D1_G1_M6_R1_T1_IMPRO.csv,P7,P,P7,D1,M6,R1,D1_M6,0.2
2,P7_D1_G1_M6_R1_T1,0.2,3,14.11745411062622,P7_P7_D1_G1_M6_R1_T1_IMPRO.csv,P7,P,P7,D1,M6,R1,D1_M6,0.2
3,P7_D1_G1_M6_R1_T1,0.2,4,17.894275935150148,P7_P7_D1_G1_M6_R1_T1_IMPRO.csv,P7,P,P7,D1,M6,R1,D1_M6,0.2
4,P7_D1_G1_M6_R1_T1,0.30000000000000004,5,21.166602070571894,P7_P7_D1_G1_M6_R1_T1_IMPRO.csv,P7,P,P7,D1,M6,R1,D1_M6,0.4
5,P7_D1_G1_M6_R1_T1,0.4,7,33.655293030517576,P7_P7_D1_G1_M6_R1_T1_IMPRO.csv,P7,P,P7,D1,M6,R1,D1_M6,0.4
6,P7_D1_G1_M6_R1_T1,0.8,6,75.8565718626709,P7_P7_D1_G1_M6_R1_T1_IMPRO.csv,P7,P,P7,D1,M6,R1,D1_M6,0.8
7,P7_D1_G1_M6_R1_T1,0.9,2,84.76108300572204,P7_P7_D1_G1_M6_R1_T1_IMPRO.csv,P7,P,P7,D1,M6,R1,D1_M6,0.9
8,P7_D1_G1_M6_R1_T1,1.0,4,95.0709019847412,P7_P7_D1_G1_M6_R1_T1_IMPRO.csv,P7,P,P7,D1,M6,R1,D1_M6,1.0
9,P7_D1_G1_M6_R1_T1,1.0,6,99.65574381307984,P7_P7_D1_G1_M6_R1_T1_IMPRO.csv,P7,P,P7,D1,M6,R1,D1_M6,1.0
0,P9_D6_G4_M6_R1_T2,0.2,4,16.872486980926514,G4_P9_D6_G4_M6_R1_T2_IMPRO.csv,G4,G,P9,D6,M6,R1,D6_M6,0.2
1,P9_D6_G4_M6_R1_T2,0.4,5,33.57845691226196,G4_P9_D6_G4_M6_R1_T2_IMPRO.csv,G4,G,P9,D6,M6,R1,D6_M6,0.4
2,P9_D6_G4_M6_R1_T2,0.6,6,60.34768902288818,G4_P9_D6_G4_M6_R1_T2_IMPRO.csv,G4,G,P9,D6,M6,R1,D6_M6,0.6
3,P9_D6_G4_M6_R1_T2,0.8,7,84.51849590844726,G4_P9_D6_G4_M6_R1_T2_IMPRO.csv,G4,G,P9,D6,M6,R1,D6_M6,0.8
4,P9_D6_G4_M6_R1_T2,0.9,6,89.17795680545044,G4_P9_D6_G4_M6_R1_T2_IMPRO.csv,G4,G,P9,D6,M6,R1,D6_M6,0.9
5,P9_D6_G4_M6_R1_T2,1.0,6,89.17795680545044,G4_P9_D6_G4_M6_R1_T2_IMPRO.csv,G4,G,P9,D6,M6,R1,D6_M6,1.0
0,P6_D1_G1_M1_R1_T1,0.1,1,7.058744856948852,P6_P6_D1_G1_M1_R1_T1_IMPRO.csv,P6,P,P6,D1,M1,R1,D1_M1,0.1
1,P6_D1_G1_M1_R1_T1,0.5,6,45.42997219264221,P6_P6_D1_G1_M1_R1_T1_IMPRO.csv,P6,P,P6,D1,M1,R1,D1_M1,0.5
2,P6_D1_G1_M1_R1_T1,0.9,5,92.03153715068056,P6_P6_D1_G1_M1_R1_T1_IMPRO.csv,P6,P,P6,D1,M1,R1,D1_M1,0.9
3,P6_D1_G1_M1_R1_T1,0.9,3,97.21088509155274,P6_P6_D1_G1_M1_R1_T1_IMPRO.csv,P6,P,P6,D1,M1,R1,D1_M1,0.9
4,P6_D1_G1_M1_R1_T1,1.0,1,115.04705099809266,P6_P6_D1_G1_M1_R1_T1_IMPRO.csv,P6,P,P6,D1,M1,R1,D1_M1,1.0
5,P6_D1_G1_M1_R1_T1,1.0,1,115.04705099809266,P6_P6_D1_G1_M1_R1_T1_IMPRO.csv,P6,P,P6,D1,M1,R1,D1_M1,1.0
6,P6_D1_G1_M1_R1_T1,1.0,1,115.04705099809266,P6_P6_D1_G1_M1_R1_T1_IMPRO.csv,P6,P,P6,D1,M1,R1,D1_M1,1.0
0,P9_D6_G4_M6_R2_T1,0.4,4,62.14752295994568,G4_P9_D6_G4_M6_R2_T1_IMPRO.csv,G4,G,P9,D6,M6,R2,D6_M6,0.4
1,P9_D6_G4_M6_R2_T1,0.4,5,74.16698091607665,G4_P9_D6_G4_M6_R2_T1_IMPRO.csv,G4,G,P9,D6,M6,R2,D6_M6,0.4
2,P9_D6_G4_M6_R2_T1,0.7000000000000001,4,131.48271004386902,G4_P9_D6_G4_M6_R2_T1_IMPRO.csv,G4,G,P9,D6,M6,R2,D6_M6,0.8
3,P9_D6_G4_M6_R2_T1,0.8,5,160.26314793896483,G4_P9_D6_G4_M6_R2_T1_IMPRO.csv,G4,G,P9,D6,M6,R2,D6_M6,0.8
4,P9_D6_G4_M6_R2_T1,1.0,6,196.4110850038147,G4_P9_D6_G4_M6_R2_T1_IMPRO.csv,G4,G,P9,D6,M6,R2,D6_M6,1.0
5,P9_D6_G4_M6_R2_T1,1.0,4,205.0656892040863,G4_P9_D6_G4_M6_R2_T1_IMPRO.csv,G4,G,P9,D6,M6,R2,D6_M6,1.0
6,P9_D6_G4_M6_R2_T1,1.0,4,205.0656892040863,G4_P9_D6_G4_M6_R2_T1_IMPRO.csv,G4,G,P9,D6,M6,R2,D6_M6,1.0
0,P9_D1_G4_M1_R1_T1,0.2,5,22.30995580354309,G4_P9_D1_G4_M1_R1_T1_IMPRO.csv,G4,G,P9,D1,M1,R1,D1_M1,0.2
1,P9_D1_G4_M1_R1_T1,0.30000000000000004,6,29.152519963760376,G4_P9_D1_G4_M1_R1_T1_IMPRO.csv,G4,G,P9,D1,M1,R1,D1_M1,0.4
2,P9_D1_G4_M1_R1_T1,0.4,5,53.694706950408936,G4_P9_D1_G4_M1_R1_T1_IMPRO.csv,G4,G,P9,D1,M1,R1,D1_M1,0.4
3,P9_D1_G4_M1_R1_T1,0.5,4,66.57394004386902,G4_P9_D1_G4_M1_R1_T1_IMPRO.csv,G4,G,P9,D1,M1,R1,D1_M1,0.5
4,P9_D1_G4_M1_R1_T1,0.5,5,71.17004191607666,G4_P9_D1_G4_M1_R1_T1_IMPRO.csv,G4,G,P9,D1,M1,R1,D1_M1,0.5
5,P9_D1_G4_M1_R1_T1,0.6,6,77.86970891989135,G4_P9_D1_G4_M1_R1_T1_IMPRO.csv,G4,G,P9,D1,M1,R1,D1_M1,0.6
6,P9_D1_G4_M1_R1_T1,0.9,5,122.3082309885559,G4_P9_D1_G4_M1_R1_T1_IMPRO.csv,G4,G,P9,D1,M1,R1,D1_M1,0.9
7,P9_D1_G4_M1_R1_T1,1.0,6,134.30197704386902,G4_P9_D1_G4_M1_R1_T1_IMPRO.csv,G4,G,P9,D1,M1,R1,D1_M1,1.0
8,P9_D1_G4_M1_R1_T1,1.0,7,150.58966796757508,G4_P9_D1_G4_M1_R1_T1_IMPRO.csv,G4,G,P9,D1,M1,R1,D1_M1,1.0
9,P9_D1_G4_M1_R1_T1,1.0,7,150.58966796757508,G4_P9_D1_G4_M1_R1_T1_IMPRO.csv,G4,G,P9,D1,M1,R1,D1_M1,1.0
0,P3_D5_G1_M6_R1_T1,0.1,1,11.018357051498413,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.1
1,P3_D5_G1_M6_R1_T1,0.1,2,16.02015999809265,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.1
2,P3_D5_G1_M6_R1_T1,0.2,4,22.94536282452393,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.2
3,P3_D5_G1_M6_R1_T1,0.2,5,27.912592146865844,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.2
4,P3_D5_G1_M6_R1_T1,0.2,4,33.175645917984006,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.2
5,P3_D5_G1_M6_R1_T1,0.2,3,36.881212996185305,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.2
6,P3_D5_G1_M6_R1_T1,0.2,2,39.172006019073486,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.2
7,P3_D5_G1_M6_R1_T1,0.30000000000000004,2,43.41446594468689,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.4
8,P3_D5_G1_M6_R1_T1,0.30000000000000004,3,46.71592783406067,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.4
9,P3_D5_G1_M6_R1_T1,0.30000000000000004,2,50.2505529294281,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.4
10,P3_D5_G1_M6_R1_T1,0.30000000000000004,2,53.78136722125244,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.4
11,P3_D5_G1_M6_R1_T1,0.30000000000000004,1,55.19055309918213,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.4
12,P3_D5_G1_M6_R1_T1,0.4,3,62.10432918310547,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.4
13,P3_D5_G1_M6_R1_T1,0.4,1,66.51141604959106,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.4
14,P3_D5_G1_M6_R1_T1,0.4,2,75.09948593896485,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.4
15,P3_D5_G1_M6_R1_T1,0.5,1,83.2796351373291,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.5
16,P3_D5_G1_M6_R1_T1,0.5,2,90.76343589509582,P3_P3_D5_G1_M6_R1_T1_IMPRO.csv,P3,P,P3,D5,M6,R1,D5_M6,0.5
