,t0,var
0.0,0.0,52.19217480510591
4.0,4.0,50.92461758393856
8.0,8.0,51.01376023062249
12.0,12.0,51.68120809942157
16.0,16.0,51.01958180493351
20.0,20.0,51.26045817850753
24.0,24.0,49.96681588757877
28.0,28.0,51.21048804208997
32.0,32.0,50.471012877040366
36.0,36.0,48.924693944761394
40.0,40.0,50.91772898489871
44.0,44.0,52.412261212394235
48.0,48.0,51.96275651850813
52.0,52.0,53.14958587061681
56.0,56.0,51.46009043461319
60.0,60.0,56.34047667612805
64.0,64.0,57.45324577414025
68.0,68.0,58.04562655162046
72.0,72.0,57.86153389369995
76.0,76.0,56.40845375350386
80.0,80.0,57.21401798159487
84.0,84.0,57.55341002556345
88.0,88.0,56.3976844799127
92.0,92.0,55.41838514113446
96.0,96.0,51.38362825582844
100.0,100.0,51.78050759955467
104.0,104.0,50.085538365157554
108.0,108.0,49.71702026127581
112.0,112.0,49.51226500391666
116.0,116.0,56.12746031739335
120.0,120.0,52.170427142540326
124.0,124.0,57.04534976232107
128.0,128.0,52.83502637352359
132.0,132.0,52.26193942435595
136.0,136.0,58.446776857693024
140.0,140.0,58.17791262274822
144.0,144.0,57.95272824413307
148.0,148.0,53.20936520305507
152.0,152.0,51.96658636249549
156.0,156.0,56.10261438050289
160.0,160.0,55.22919916421074
164.0,164.0,55.9982338916776
168.0,168.0,53.057488063824465
172.0,172.0,51.95388167956367
176.0,176.0,57.06305549777558
180.0,180.0,56.3846819101297
184.0,184.0,57.01416238964332
188.0,188.0,56.55410615442312
192.0,192.0,58.255742414812914
196.0,196.0,53.19291493673539
200.0,200.0,45.26064550501663
