,t0,var
0.0,0.0,52.132711327131226
4.0,4.0,47.41973802039207
8.0,8.0,50.33062819005098
12.0,12.0,50.556042412997726
16.0,16.0,51.05775450507336
20.0,20.0,51.34042403554917
24.0,24.0,50.8488015572357
28.0,28.0,49.74029408125841
32.0,32.0,50.9056293848101
36.0,36.0,49.64099570650837
40.0,40.0,49.09988058198781
44.0,44.0,50.167665203062235
48.0,48.0,52.927730160859596
52.0,52.0,53.16781164189079
56.0,56.0,53.73757307681919
60.0,60.0,53.55606314817979
64.0,64.0,53.99220493133653
68.0,68.0,53.834710252463346
72.0,72.0,53.69384069005282
76.0,76.0,53.23702286846998
80.0,80.0,53.72406750385461
84.0,84.0,51.719275067455236
88.0,88.0,50.17028073473017
92.0,92.0,49.86495493286955
96.0,96.0,49.76826982532499
100.0,100.0,50.12454896373098
104.0,104.0,49.82404160257983
108.0,108.0,50.78740886534113
112.0,112.0,51.57785007968582
116.0,116.0,52.94527808251561
120.0,120.0,51.400477209120666
124.0,124.0,51.17155491612079
128.0,128.0,53.623366189909554
132.0,132.0,53.710345034816584
136.0,136.0,51.987481864016694
140.0,140.0,52.698077938449195
144.0,144.0,51.8796048228193
148.0,148.0,52.39796541571075
152.0,152.0,52.19370669707054
156.0,156.0,52.980106607458765
160.0,160.0,52.34131347908344
164.0,164.0,53.623740349855794
168.0,168.0,54.12668793838564
172.0,172.0,53.55751774979065
