,t0,var
0.0,0.0,50.03776399417621
4.0,4.0,45.49601859585725
8.0,8.0,49.910599345852546
12.0,12.0,50.83149717294326
16.0,16.0,52.095881081503784
20.0,20.0,51.97761295257831
24.0,24.0,51.99008995394608
28.0,28.0,51.09651992665731
32.0,32.0,46.750452549549784
36.0,36.0,46.878220195835844
40.0,40.0,49.16526005950897
44.0,44.0,50.808645726277526
48.0,48.0,52.63664877110802
52.0,52.0,51.72161631553152
56.0,56.0,50.77979211796671
60.0,60.0,51.948572539167024
64.0,64.0,51.04893910616221
68.0,68.0,52.06831043238852
72.0,72.0,51.73720478593801
76.0,76.0,52.654361850138606
80.0,80.0,52.34581112540109
84.0,84.0,44.75272691394848
88.0,88.0,52.90918640639281
92.0,92.0,51.66991803114263
96.0,96.0,53.25527177895845
