,t0,var
0.0,0.0,50.89080501048888
4.0,4.0,52.53761557965651
8.0,8.0,52.94767730152153
12.0,12.0,52.42245453878169
16.0,16.0,52.21521918508778
20.0,20.0,54.607131656302435
24.0,24.0,55.904957577643785
28.0,28.0,55.83057989394114
32.0,32.0,52.13466079268884
36.0,36.0,51.92135393285767
40.0,40.0,55.568713692545195
44.0,44.0,56.341372113337556
48.0,48.0,55.69825735226821
52.0,52.0,55.57237621578139
56.0,56.0,57.24405494969393
60.0,60.0,55.47839542451951
64.0,64.0,56.60735609215397
68.0,68.0,56.09960674732004
72.0,72.0,56.57199971426002
76.0,76.0,58.34622181928066
80.0,80.0,52.29191769901404
84.0,84.0,55.41970625153606
88.0,88.0,53.26017121712852
92.0,92.0,55.62155686805403
96.0,96.0,56.11673077898989
100.0,100.0,54.09366044647847
104.0,104.0,54.01249573447066
108.0,108.0,56.51203638437551
112.0,112.0,56.89778824754773
116.0,116.0,57.03243774613514
