Time,Qom,ComX,ComY
2803,1254659,0.8749373119841064,0.6476662915315369
2819,1289181,0.8765595119918508,0.6694824724637836
2836,1347754,0.8740956331329756,0.6567094031996938
2853,1305423,0.8767778241229089,0.640244591784227
2870,1326371,0.8794426421164715,0.6634488955201825
2886,1380054,0.8772657446737588,0.6498389710085954
2903,1319703,0.8775377024540122,0.6394664788634683
2920,1354087,0.8793560158831499,0.6548434069926411
2936,1405908,0.8791605566621955,0.649261295902719
2953,1400629,0.8827396383904421,0.6324472228522302
2970,1469980,0.8853268532281616,0.6497858423873742
2986,1585215,0.8814477511725537,0.6389647799848628
3003,1538040,0.8804907514190139,0.634072486555761
3020,1540843,0.8815742394477133,0.6494445639076695
3036,1585749,0.8742382349103374,0.6370767390374216
3053,1536873,0.8724285824609448,0.6177140103699261
3070,1505228,0.8751050321916899,0.6432569363922623
3086,1584333,0.8717223230401482,0.6286608938903626
3103,1548197,0.8716762634481702,0.6134308608778587
3120,1575527,0.8783310788628191,0.6316848378939826
3136,1628591,0.8773841947579223,0.6343351746887227
3153,1596726,0.8767084552364233,0.6229697245998884
3170,1588721,0.8802328463037248,0.641793774503026
3187,1696608,0.8790390112212133,0.6297397534985713
3203,1630640,0.877173883477755,0.6122383236030027
3220,1630200,0.8807113435723636,0.6141224838352034
3237,1694473,0.8803398758911076,0.6029802514147796
3253,1709140,0.8808520366968184,0.5636643260916582
3270,1619886,0.883417641606673,0.5727212559676695
3287,1680777,0.8878277371864319,0.5664711871905626
3303,1641683,0.8931815085113868,0.5407824758021018
3320,1586921,0.8995109010099848,0.5318845821329249
3337,1622645,0.9035524932543268,0.5208571105270169
3353,1614388,0.9120208339656674,0.48290835173957464
3370,1515965,0.9181803916976979,0.4674912160216737
3387,1545892,0.9216218185708747,0.45816413041072
3403,1461227,0.927673200402242,0.42525776536000476
3420,1279784,0.9303492604350946,0.41384824835024236
3437,1299240,0.9331407792568478,0.4143546504965297
3453,1225206,0.9373697459685688,0.3971040213887541
3470,1108391,0.9411277177345359,0.3942214301498165
3487,1054821,0.9379361166491755,0.4467686723887539
3504,969429,0.9365720273007787,0.46952369308042086
3520,865907,0.9338418331395094,0.5030166773533847
3537,872173,0.9316532976399181,0.5308521519112479
3554,873689,0.9315911396961625,0.5146409628004339
3570,797919,0.9305320882612566,0.5418946810854699
3587,880116,0.9318032035928601,0.5592075857256528
3604,891531,0.9316091007818762,0.5487920373928542
3620,794298,0.9278288429164285,0.5703149685494475
3637,862429,0.9321716217605547,0.5749453417163742
3654,833122,0.9289122790289617,0.5767567221714094
3670,744102,0.9308706963225474,0.5935866095418817
3687,801037,0.9367922117413642,0.6067238906382417
3704,781984,0.9341205224201096,0.5979200945572061
3720,757721,0.9363912413837022,0.6000617238329733
3737,823641,0.9415618880070322,0.5993774222561098
3754,810620,0.9391112930277649,0.5833067030539952
3770,755142,0.9394459398861404,0.5757694395373472
3787,806546,0.9475734903320246,0.5837739467639377
3804,760922,0.9456751932195417,0.5611026369861044
3820,721127,0.9482832391462712,0.5464980214354808
3837,753616,0.9517147078220209,0.5353023302662444
3854,716956,0.944572910506363,0.5086845029283268
3871,639796,0.9467777163866817,0.498286309953427
3887,438939,0.9348220688125227,0.4521545852190884
3904,291393,0.8948264850505446,0.3726748024273187
3921,164643,0.796970974699805,0.32303144783966914
3937,119675,0.7371756319197826,0.3036790149246802
3954,104253,0.6355691752675382,0.3748128662075984
3971,93976,0.5977947494573083,0.37924138038395927
3987,85242,0.5744085527576392,0.3948738319746742
4004,86768,0.5720865075066076,0.39412196892863754
4021,80228,0.5677708374881587,0.38552432280962223
4037,76146,0.5582380120645425,0.39878199385002083
4054,79217,0.5643174168739032,0.4123625143125379
4071,69813,0.5672453181475277,0.39632607160610567
4087,58294,0.5685196393139373,0.40950945971188185
4104,62158,0.5832415980243896,0.43530262783134505
4121,58523,0.5862966002682704,0.4264881138849491
4137,66854,0.5868564957469513,0.4464156137919112
4154,78214,0.5939942683961098,0.44177149539392846
4171,88856,0.5999836462928784,0.4077334134463084
4188,94381,0.6041582290132548,0.3951641534097219
4204,124629,0.6027855132366197,0.3847791801622771
4221,145170,0.6048641965741315,0.36500301689717546
4238,154353,0.5992407217546792,0.37607490502170243
4254,170170,0.6008739452949011,0.3838908585967409
4271,181265,0.6045378284785629,0.37673824184154375
4288,181305,0.5974297196023275,0.39656674296535305
4304,199215,0.5992366104669159,0.42189081496726494
4321,183173,0.5980851776735656,0.4386697073056417
4338,190217,0.591773354028995,0.4740312185361788
4354,201533,0.5911453965769046,0.4999174843344285
4371,201279,0.5986041064268997,0.5121830845447072
4388,203059,0.5902207968702037,0.5211890477735628
4404,228649,0.5926500494025048,0.5282154897616808
4421,226308,0.597435903632071,0.5311058953415829
4438,234689,0.588130790464544,0.5335632356958452
4454,259319,0.5969675762124387,0.5339203480683666
4471,243179,0.6023720631201708,0.5308254032656634
4488,248765,0.598002838187312,0.5291830271169206
4505,252301,0.5995745574399893,0.5243005378496322
4521,245346,0.6049993767305497,0.5188731197755189
4538,257440,0.6009531084103741,0.5189428856490114
4555,311342,0.6106527548483661,0.5156806067972888
4571,277085,0.6130648405874248,0.5111133700783087
4588,260328,0.6094917657564045,0.5049222270309707
4605,272003,0.6107507718205313,0.4926860692304453
4621,244071,0.6100720499875035,0.47213091985832295
4638,243009,0.6070120645394476,0.45963830329100774
4655,238938,0.6061239605043984,0.4440184777517059
4671,235278,0.60388281805637,0.430496287606812
4688,221614,0.600328837528315,0.420479017738216
4705,242925,0.604855489520085,0.42469884013889403
4721,262773,0.611446767980348,0.43139699086847383
4738,292752,0.6105649310252363,0.43475835443576055
4755,320142,0.6130683334140266,0.42345730494130285
4771,327235,0.6130202205601482,0.4157324077328049
4788,295057,0.6135235840024131,0.4096296333953801
4805,298319,0.6151132854706987,0.4078288770670918
4821,275841,0.6137918825216946,0.4085765726283272
4838,224591,0.6140775157211702,0.4009887479413196
4855,207867,0.6142026161359587,0.39894826357095525
4872,191053,0.6114681746251913,0.3905915044710301
4888,170203,0.6084653448137419,0.386248207750179
4905,177495,0.6040629049409841,0.3764330189791469
4922,182716,0.598126227428541,0.3554178393021187
4938,199372,0.5976288227325469,0.3645305379261249
4955,243647,0.5992279985662317,0.37596852322326063
4972,288725,0.597178581478916,0.367596694278485
4988,313797,0.5977208693040404,0.377749480408365
5005,374238,0.5989099656056662,0.38398664852412184
5022,430964,0.5968013823370397,0.3726060237221843
5038,460728,0.5957362191376113,0.3781162618162429
5055,532104,0.59509351868557,0.38974684564588047
5072,578949,0.5921167863735263,0.3816029659876008
5088,600000,0.5903189001736113,0.3922891049382713
5105,661773,0.5899791009656383,0.40708755396767715
5122,714818,0.5874887733660876,0.39978486753893205
5138,717397,0.5866555284533296,0.41509487437582343
5155,778904,0.5858465000714678,0.4294420143917322
5172,810814,0.5835694855468289,0.4240179199430949
5189,806306,0.582483460192739,0.43652916648407813
5205,846668,0.5827417182463098,0.45648170239101976
5222,860983,0.5806234832017587,0.4530252941717224
5239,834132,0.579730676744408,0.46941928522370835
5255,864652,0.5795127717085407,0.48665387068160654
5272,864652,0.5775616838961415,0.4855939313028697
5289,830196,0.5771349376131258,0.5029271534807578
5305,864917,0.5773986604350476,0.520038316457597
5322,870213,0.5746450833014445,0.5139679861690737
5339,888800,0.5719853735373537,0.5177175352951957
5355,942840,0.5713540340884985,0.5257687530345668
5372,955966,0.5686410967414113,0.5179181484914114
5389,950602,0.5676158058919504,0.5223348623449297
5405,1027305,0.566728777501164,0.5260806998246217
5422,1047014,0.5647081356680361,0.5164440070099879
5439,1053228,0.5624930659600768,0.5180191894013589
5455,1133505,0.5605620743291826,0.5169993548362853
5472,1147336,0.5582021653494126,0.5035791446284973
5489,1120229,0.5560368139572354,0.503688568736095
5506,1189477,0.554533991532273,0.5038693958835753
5522,1186111,0.5525707727818054,0.4910796720761599
5539,1154735,0.5506819548063697,0.4901642576643767
5556,1203060,0.5485116014059981,0.4904153867514382
5572,1201534,0.5472484141453064,0.4746133761785627
5589,1148353,0.5456400338499281,0.4745361738845883
5606,1191613,0.5439708368684578,0.47561445113720896
5622,1200631,0.5428273996305555,0.4589598966123892
5639,1134362,0.5402167524380811,0.45938485359726133
5656,1166719,0.5371982488035538,0.4593981196970436
5672,1160838,0.5360482533236048,0.43998246589165835
5689,1100610,0.5343904791055264,0.43249418840797743
5706,1145342,0.5316451949141247,0.4280129000123334
5722,1170652,0.5297148916978174,0.40835995667371694
5739,1069610,0.5271208440849156,0.4075298975362081
5756,1048607,0.5252108605948972,0.40786908868764105
5772,1031625,0.5235838841431399,0.392257521619523
5789,957950,0.5207578672773459,0.3845437170037092
5806,950107,0.5166853964649946,0.395644056893553
5822,964443,0.5130692685657249,0.3856007906463454
5839,923927,0.5088568471408815,0.3808183348540164
5856,893389,0.5052788245098159,0.3957277029959535
5873,929185,0.5013848252545691,0.3865870997263832
5889,828041,0.4962054591298418,0.3951903627334253
5906,838948,0.49271244252226204,0.4122248549285449
5923,864176,0.4889271874546775,0.39974641225347135
5939,850574,0.4853364157126051,0.39477672550362275
5956,890856,0.4834536606037713,0.4059347008819482
5973,905180,0.47953276097939995,0.4025040364388338
5989,878375,0.47547869764242673,0.39797117678372856
6006,920386,0.47400008381899916,0.4140298170791628
6023,961114,0.4700302694538143,0.40832990752474774
6039,932325,0.4670678478534846,0.4098226943592829
6056,945855,0.46646657984046175,0.42820213907973137
6073,987508,0.46295755431010865,0.42628959105291486
6089,935591,0.46016606804771903,0.42472057076064024
6106,960824,0.4597777299527974,0.44305898143445405
6123,985639,0.4569805687816059,0.44308961458468027
6139,950646,0.45449370360172636,0.44618522367752883
6156,977675,0.4541054862300867,0.4621410716467353
6173,1022706,0.450922403306359,0.4625230696979566
6190,995614,0.4484693715594933,0.45886492879993906
6206,1033182,0.447801375588554,0.47195168080888106
6223,1105490,0.44570428045482086,0.471781737979103
6240,1107177,0.44214309135606433,0.4641006495030287
6256,1145828,0.44229097366344094,0.47410694291393285
6273,1210538,0.44065609326872274,0.4717381590603456
6290,1188118,0.4382037000077715,0.4681699225472867
6306,1226923,0.4375319366856491,0.4781688607582938
6323,1337758,0.4347347678292086,0.4797214243145237
6340,1329138,0.4327396865173771,0.4801322939016505
6356,1362515,0.43125861420180056,0.4865348889804953
6373,1454853,0.428203819890509,0.4797399405071621
6390,1390226,0.42519448239291074,0.47434292324759747
6406,1361000,0.42297590925789863,0.47827850232672053
6423,1410187,0.41991552804698956,0.47200260004918204
6440,1324790,0.4161468885320189,0.4681365600082529
6456,1277298,0.41300783266382085,0.47432670661325965
6473,1297263,0.4110027463430057,0.466310862005451
6490,1190510,0.40647214481608734,0.46432027108207874
6507,1155287,0.40355227342859384,0.46716237321692905
6523,1153342,0.4021015047105136,0.4623371375436681
6540,1062876,0.3988840566773544,0.45327893724545804
6557,968045,0.39595591393822943,0.46129895725309683
6573,956482,0.3931864695092711,0.4571249370861908
6590,882231,0.38849364388408497,0.45215292253389394
6607,805304,0.38405281964947413,0.46028066557611946
6623,814792,0.3805267364247563,0.46050959426863936
6640,771448,0.3761227202773227,0.4534001511635454
6657,694854,0.3721193274054693,0.4614731349372728
6673,681221,0.37051222104011283,0.4643696772793644
6690,624193,0.36884844461168254,0.4589316926014871
6707,547885,0.3662120500880659,0.46930295253227977
6723,533686,0.36617429790956973,0.4729716346593591
6740,472314,0.36703048933901294,0.46766377875735193
6757,420310,0.3683583904836115,0.4745366581279958
6773,392886,0.37185832319468404,0.4889109950092017
6790,324841,0.3733044942243537,0.4841009196864059
6807,276947,0.3691961650153278,0.5040846697636625
6823,257455,0.374916664239058,0.5046369340344988
6840,230414,0.37573362964779344,0.48907812555757146
6857,215013,0.37312172694209195,0.4813712125244447
6874,220425,0.3757261681977996,0.4753766965332123
6890,199495,0.3767366141173127,0.4640913538165348
6907,179085,0.3661266472624732,0.466523909089311
6924,186745,0.36789492913688004,0.4604590980173996
6940,164761,0.36546582056736715,0.46598353349981475
6957,141133,0.3556434282438075,0.4840903484525106
6974,133324,0.357693534641175,0.4949309993366204
6990,121219,0.35418703699502535,0.5006125888466939
7007,118656,0.3456769946666556,0.5057579613897877
7024,125144,0.34868458202817015,0.49361479279573645
7040,118450,0.34585419744617973,0.48445262104654235
7057,125073,0.34019514270332807,0.4903733552938418
7074,144451,0.35140217674736285,0.47461823527496266
7090,138734,0.34855009556657585,0.468757998920396
7107,135006,0.34694579546464605,0.4824266520939262
7124,144829,0.35025454947443785,0.48353229082675514
7140,126919,0.34977091278032973,0.500142844094498
7157,117399,0.34578991391891467,0.524565828530939
7174,128604,0.35540348181238535,0.5247333833864969
7191,116440,0.35357910547635407,0.5218301668638752
7207,107437,0.35342583037035646,0.5358815105769134
7224,112179,0.3555241511334563,0.5447686122014649
7241,98694,0.35338434538404895,0.5484916903650565
7257,83050,0.34486835239815367,0.5592809886948961
7274,77456,0.3503214661119432,0.5704530576977515
7291,58269,0.345753656175096,0.564299039639272
7307,51233,0.3400002094190592,0.5859727092853205
7324,46126,0.3459953781489832,0.5813217940873712
7341,39762,0.34107853184782805,0.5778460311073108
7357,27165,0.3363498144057918,0.5733443769556416
7374,26654,0.34931074682349117,0.5595987608002692
7391,17788,0.34148202674087397,0.5263613526388992
7407,16589,0.35591559793638344,0.5099077255566495
7424,22608,0.3608984743601084,0.5256817481848444
7441,23844,0.35750463953195777,0.510414181376478
7457,17252,0.36434845718370806,0.5324369799314735
7474,20782,0.38189554061206826,0.5421920946545622
7491,19067,0.3645082964021607,0.5278434817573119
7508,18289,0.3550781605974448,0.5091110726342288
7524,19665,0.35491437304008805,0.49523382395871585
7541,27947,0.34060677353562097,0.4961585686663512
7558,30645,0.3382073441833905,0.4917231981532847
7574,34071,0.3431774976030446,0.4821712719734497
7591,40104,0.33493611921504096,0.4681332470761207
7608,42782,0.3333605546725258,0.4572545653502597
7624,51010,0.3353760598412076,0.4509407741401468
7641,66251,0.33341778174417486,0.46094216886733236
7658,59644,0.3316569981892563,0.44414037176133947
7674,65326,0.33221345316821255,0.4449281580358792
7691,74418,0.33249101919786433,0.4534732238217953
7708,72704,0.3289734388181302,0.45289134073829546
7724,74853,0.3291716625697478,0.44325105602041726
7741,81598,0.3288537249687493,0.4487964256567654
7758,80298,0.3271396794336929,0.44846024945965174
7774,81469,0.32717285485890346,0.45720560376748615
7791,86186,0.32673408263329695,0.45601070810675626
7808,80496,0.32140644669714447,0.4598878849282596
7824,80260,0.32065329346291216,0.4524944047586087
7841,88845,0.320951270471045,0.46592279938219494
7858,81449,0.3198720147474698,0.4691686981583113
7875,79187,0.3190505675384428,0.4853865837499514
7891,86608,0.3246202597719996,0.4884236701254183
7908,77669,0.32033886723360255,0.5015618748697583
7925,82504,0.320037892102201,0.5147515294432413
7941,81457,0.3235298288769944,0.5187873265558425
7958,77558,0.3241626025039324,0.5398448281954816
7975,78312,0.32731880969710897,0.5541579645331307
7991,81032,0.3357934789651003,0.5705653779211138
8008,74636,0.33429211160387307,0.5867821456431509
8025,67883,0.340566926734234,0.6139761986991782
8041,72728,0.3463406674527005,0.6379599583633794
8058,64749,0.34922399863318354,0.6566456481810387
8075,69931,0.35308951859690263,0.6668391250211185
8091,80399,0.36082899818405695,0.6651532196134742
8108,77040,0.3541560661128419,0.656561177935464
8125,78672,0.35194584927504907,0.6558144833871903
8141,87220,0.35085030430711606,0.6339059806194636
8158,86702,0.3477094795006651,0.6173614795506448
8175,87805,0.34399194237230224,0.6071536780787392
8192,88850,0.3569918577658976,0.5993985389441218
8208,79988,0.33827319540639433,0.5702084016306148
8225,84950,0.3312164140670984,0.5527273777603386
8242,88161,0.332318062503072,0.5295973129127811
8258,85340,0.3317088203558315,0.51885212960793
8275,93395,0.33011268224565915,0.49976933890901465
8292,110150,0.3467614521864125,0.49868581563860725
8308,97650,0.33240336448199354,0.48077488574083554
8325,92790,0.3289892555322054,0.46683728291282983
8342,96805,0.3316953755832171,0.458860194319623
8358,86222,0.33210573674158955,0.45700869503959207
8375,80209,0.33006228259920956,0.4439940239457749
8392,86551,0.34645245288904825,0.4635638182925332
8408,74875,0.33409872008903724,0.4369227972546836
8425,71785,0.3339724234403659,0.43887987276822005
8442,75155,0.33539315276206955,0.4455129768848087
8458,68402,0.33943295852704114,0.44676046401069036
8475,59364,0.34214583438616,0.4508894435335544
8492,62134,0.35425826137863337,0.470490898404762
8509,44427,0.34656448359105946,0.4568838060605453
8525,35895,0.35342233714073484,0.46137352772747664
8542,39800,0.3458557501046902,0.47697841057137524
8559,30964,0.3589666628988503,0.4717663762457718
8575,27263,0.36369744097617057,0.4822482240888139
8592,31898,0.3781309434238301,0.5596521493278345
8609,16087,0.3703138597936222,0.49342688713453936
8625,13826,0.37352301219923806,0.5106656272937192
8642,14131,0.34777767703394424,0.5304819716043269
8659,7585,0.38257264886838066,0.5269972411435826
8675,9642,0.43227735212265783,0.5742936957907918
8692,11491,0.43299384663359713,0.6392641423078287
8709,2536,0.38676927247634063,0.521862951279355
8725,3205,0.3830390340613624,0.5680187207488301
8742,4139,0.27293264778126763,0.6288424024410978
8759,1456,0.3779364840888278,0.47437105718355715
8775,9398,0.4007790886358799,0.6077949997241335
8792,17897,0.38034662466707647,0.6744435752733232
8809,1962,0.4164389016309888,0.36160191792199947
8825,3717,0.386616250784683,0.607370290656543
8842,4396,0.4026765572869276,0.5595813112930946
8859,2961,0.38146670606776995,0.41039626252392214
8876,5294,0.4303844367837803,0.5721979109823838
8892,15608,0.41536982236673514,0.5649905912447558
8909,9517,0.34873565067773465,0.39038319342774536
8926,11656,0.3578514195121254,0.43374124596456437
8942,15967,0.34435094648337206,0.4032711564824675
8959,18357,0.3503864045958853,0.40170345755681036
8976,32190,0.3881388015170344,0.5007067987527758
8992,42020,0.3794961476677773,0.5120984716272675
9009,26654,0.35296529523398606,0.4036539231134789
9026,27068,0.35824051155115516,0.43600472609449986
9042,30273,0.35262011528424647,0.4286514018725892
9059,29682,0.3537007557891425,0.40440533856408784
9076,34561,0.37392499855328254,0.4770668233408026
9092,41338,0.3952720811763188,0.5072511302487355
9109,24967,0.35967760777559715,0.41405203016129444
9126,24815,0.3583917447444423,0.46789079932239314
9142,27058,0.3565959004730577,0.4571931557176217
9159,19199,0.3659650242200115,0.44001414039697273
9176,28483,0.3897744378225606,0.5690894568690096
9193,34362,0.3980102929835283,0.6067960516246415
9209,15178,0.3680769795647209,0.48111862686246654
9226,18607,0.32852958563981294,0.5490967656537066
9243,18363,0.35684718705186147,0.5633489040966032
9259,15436,0.36604231450289365,0.5137266299079593
9276,20455,0.35492562433797753,0.5966208117185873
9293,37519,0.4584441105395488,0.6275475240692863
9309,16851,0.3646590274068799,0.5225280069102395
9326,17986,0.32212009803921576,0.5930579751329222
9343,20125,0.3560131469979295,0.5517758454106282
9359,16039,0.3663422945632521,0.5129285560889775
9376,25605,0.35872001724923497,0.5813037456515293
9393,34891,0.43614763358268127,0.6060475905385768
9409,21029,0.40100617500435914,0.5345754892273985
9426,22314,0.34675000840279646,0.5351153071149487
9443,27509,0.3597012757945885,0.513056905282177
9459,22684,0.3630690271777465,0.5090089196496795
9476,24944,0.3511177746485462,0.5672715401016796
9493,31006,0.4097158110526996,0.5640296621203542
9510,26819,0.3680621519880184,0.49462166126005186
9526,26998,0.3173470218472973,0.5465320476413891
9543,31886,0.36630759123648826,0.5176857194960752
9560,25706,0.3654760804870458,0.49013380648991
9576,33512,0.3658930942647408,0.5267663379839617
9593,38665,0.40915861136255866,0.5395199745199745
9610,30408,0.3679597405836183,0.4732889797519171
9626,30024,0.36088316846522756,0.49707286639823944
9643,37076,0.36992899719495076,0.5015881292879889
9660,33124,0.3686895736475063,0.4769120912664869
9676,33863,0.35154129014952407,0.5301357539803633
9693,46836,0.40056905122839964,0.5203663966939012
9710,37858,0.37463570007219954,0.47421424210940283
9726,35963,0.3441629678419487,0.5183510109670331
