Time,Value,Entropy,Name,Dance_mode,Music_mode,Palo,Participant
96.61809011634828,3,0.10436646093055174,P4_D1_G2_M1_R2_T1,D1,M1,R2,P4
120.64089918310547,4,0.4656284534287144,P4_D1_G2_M1_R2_T1,D1,M1,R2,P4
203.50061605722047,5,0.11218880295216137,P4_D1_G2_M1_R2_T1,D1,M1,R2,P4
250.5032311049042,3,0.6341779982496095,P4_D1_G2_M1_R2_T1,D1,M1,R2,P4
29.853017076293945,3,0.012310848045476188,P4_D1_G2_M6_R2_T1,D1,M6,R2,P4
38.0182790667572,4,0.13667197840826606,P4_D1_G2_M6_R2_T1,D1,M6,R2,P4
51.25224696757508,3,0.5001086619568716,P4_D1_G2_M6_R2_T1,D1,M6,R2,P4
80.3386711411438,3,0.9341599735167676,P4_D1_G2_M6_R2_T1,D1,M6,R2,P4
86.16252702098083,2,2.0411670470656427,P4_D1_G2_M6_R2_T1,D1,M6,R2,P4
111.69464498474122,4,0.17165924752931044,P4_D1_G2_M6_R2_T1,D1,M6,R2,P4
133.99087691989135,3,0.8223377311977786,P4_D1_G2_M6_R2_T1,D1,M6,R2,P4
144.32063309918212,2,0.7714083859251792,P4_D1_G2_M6_R2_T1,D1,M6,R2,P4
170.8305790095367,2,0.09297062540271737,P4_D1_G2_M6_R2_T1,D1,M6,R2,P4
9.029104866485596,4,0.0462372456642044,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
20.776128862670895,5,1.2572254545220825,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
28.17885505722046,3,1.0269895107817346,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
31.39940100190735,6,1.705950857327125,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
40.93327108392334,7,1.702251690357559,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
48.47687900190735,5,1.4121506467586522,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
58.79031303433228,3,1.4536843708623584,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
63.31640489891052,2,1.8085445619907983,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
73.12648818882751,6,0.06354949855520033,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
74.71582816403198,7,0.8528715087628713,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
84.42518902098084,6,0.5550818125373369,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
95.85967688555908,4,0.30440613553288437,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
102.63742308964538,3,0.8192404934087938,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
108.6722179923706,5,0.08482348087226177,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
116.495723917984,7,0.342422123844172,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
125.1039108703003,6,0.3579537280259209,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
129.72794903433228,7,0.2801518846082013,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
134.5393519961853,3,0.9732405107545749,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
142.17281399427796,6,1.506778134042594,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
149.20217997329712,5,2.047679443322003,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
152.7914140152588,7,2.0281302533154753,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
165.04580905149842,4,0.04454470910621604,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
176.19960308010863,3,0.21095820005680416,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
181.7423381850128,5,0.966596073294678,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
189.17213588555907,3,1.1615874020670645,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
198.06743210108948,2,0.16131130391046594,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
209.0525430019073,3,0.21329247884229297,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
214.6901890305176,2,1.1691306593585142,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
222.7103602155304,4,0.21221005408284027,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
230.37045787220765,4,1.009264420918475,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
231.396530874115,5,1.4064442813911677,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
238.1325909523163,6,1.0304826595510355,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
245.70025705722043,7,1.040749494887324,P3_D5_G1_M5_R1_T1,D5,M5,R1,P3
-1.9609999465942383,1,,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
16.985697910354613,3,0.20459326370360775,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
27.63119096948242,4,1.3717710341007214,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
37.04591305149841,5,1.2633311648444019,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
45.06497199809265,6,0.9733166460971584,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
53.94324008392334,7,1.2169321349860915,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
57.99835800381469,5,0.8505159197988356,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
60.81584712207031,6,0.5599013252152872,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
69.2045980152588,7,0.8759868789792441,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
75.82044887602234,6,0.18017191807427876,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
80.57495017547608,7,0.6511503114882898,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
91.64714412397768,7,0.16651649881018582,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
93.8804780591278,6,0.9044967107939026,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
100.43807604005433,7,1.074147345438934,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
107.32081795422364,4,0.3399671097510539,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
112.4827520591278,7,1.3292918533971914,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
118.48920187030028,6,0.208661261339245,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
126.19502488365174,5,0.2156710937960343,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
129.07581889318848,7,0.9802654333021829,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
136.65344788555907,5,1.0799376165704389,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
140.65889099809266,4,1.031333337371636,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
145.49117283596803,7,0.258511182663346,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
154.64033915449525,7,1.4436033129670105,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
160.04309492561342,6,1.5922240177891194,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
163.740044043869,4,0.317439840574008,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
172.70602814686583,6,0.08233948946074128,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
177.62291086839295,7,0.9623801332340716,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
183.591887956131,5,1.0690095086381153,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
185.83843308964535,7,1.07455906809698,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
196.0126950476837,6,1.0713853505541227,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
203.87543087220763,7,0.9007299313512782,P3_D1_G1_M1_R2_T1,D1,M1,R2,P3
4.630623979019165,1,0.03749629283709746,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
20.595697143051147,2,1.2022803725547657,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
34.047543045776365,1,1.4045299679560883,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
45.3899908626709,2,1.7483107462466296,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
52.07382912207032,4,0.5900451136130094,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
53.59458279019165,5,0.576637700244327,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
60.88929791416931,3,0.2061425364026245,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
69.29902494468689,2,1.6087049678179737,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
81.20860587983704,3,0.1711959214179281,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
91.37244301335144,3,0.4160334007696861,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
92.46352483406066,2,0.7705288715799102,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
101.10799799809266,3,0.14647198750715235,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
109.4523559408722,3,0.12492925183051726,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
111.81269982452392,4,0.5642388390880616,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
125.47091509155274,5,0.31449717481200984,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
136.76446798664855,6,0.2285827195133141,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
142.4705818664856,5,1.1661982566064624,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
145.5169289103546,3,0.5366499689214621,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
151.43300382833863,4,0.7108377626267356,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
159.62599891416932,2,1.1287526249584103,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
164.61742587030028,1,0.4411705406833369,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
167.66214493515014,3,1.5048094987226892,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
171.12251986839294,4,0.47110386573062085,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
176.78905399427796,3,1.0639231068035548,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
184.56627693133544,4,1.037931993583941,P3_D5_G1_M6_R2_T1,D5,M6,R2,P3
9.018357051498413,1,0.09823438049583721,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
14.020159998092652,2,1.3129780476319004,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
20.94536282452393,4,1.680594688526881,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
25.912592146865844,5,0.8449477819269441,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
31.175645917984006,4,0.295545904943467,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
34.881212996185305,3,0.7795354930414554,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
37.172006019073486,2,1.4080670203653791,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
41.41446594468689,2,0.168439048628326,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
44.71592783406067,3,0.3368148274057821,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
48.2505529294281,2,1.8955244963825284,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
51.78136722125244,2,1.9485605901212928,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
53.19055309918213,1,0.7140824166076399,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
60.10432918310547,3,0.7579837930995177,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
64.51141604959106,1,1.0111955110903688,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
73.09948593896485,2,1.1776517248535143,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
81.2796351373291,1,0.9591562398305962,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
88.76343589509582,2,1.0402230404232986,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
95.11985883978272,2,0.39410955113784,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
97.97581703433228,1,0.47659194185441095,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
108.37530093133545,4,0.4890631510029166,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
114.54873717166136,3,0.42722619255320404,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
116.64429704386902,2,0.9491596681458635,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
121.36079999809265,3,0.7714255905234895,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
126.79927590844727,5,1.080635169657923,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
129.40203108201598,6,0.9086942118081568,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
133.78614516403198,7,1.06450099604116,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
137.71894400190735,2,0.9590801981873294,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
148.4782770896454,3,0.3060766125688011,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
152.45887187983703,4,1.3130560100813744,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
154.40477900953675,3,0.27345564374175324,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
158.13658001716612,4,1.2231640971213775,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
163.16566217356873,4,1.3350686109009577,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
165.13280204577637,3,1.1549980504955424,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
169.72685802098084,5,1.0694287054198235,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
176.11607681307984,4,1.1649400552712996,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
179.00889518692017,5,1.000509567533165,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
182.3190091182556,3,0.5543257996318836,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
184.3510308817444,5,0.5451335004097657,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
191.13596896566773,4,1.1016086721589464,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
192.92528795803835,2,1.2173957018143438,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
196.09814204386905,1,1.2234012959867753,P3_D5_G1_M6_R1_T1,D5,M6,R1,P3
18.33471383406067,2,0.014313576875625034,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
63.14219299046326,1,0.09793733863782904,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
82.38302283787537,3,0.25634863807376024,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
94.93872797329712,2,0.9993313220555694,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
103.44500418882753,1,0.21540823652688748,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
117.92113615068054,4,0.33149860135035575,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
135.30480392752077,4,0.3044318441451002,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
148.54347599427794,2,1.0530501054087915,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
158.59891896376038,1,0.6008740251160798,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
165.17400296757506,1,0.297052092465712,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
171.13290481689452,1,1.7873841037653593,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
178.4606880705719,4,0.14344291452936828,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
187.58348099427795,4,0.09209722592688617,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
201.730007917984,4,0.7683392212381226,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
214.8599617997284,1,0.07934061732789978,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
227.5419720591278,3,1.604909635842586,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
236.7693398474121,1,0.5492382515416809,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
242.4731509446869,5,0.1843081841723814,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
247.1492669370575,6,1.0969091672445983,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
263.26583098283385,4,0.8837425648604814,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
274.42369601335145,1,0.43121626064088314,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
295.6734138607636,2,0.29424994200322957,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
319.3850901411438,1,0.1407044522536048,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
329.42771382070924,1,1.362142494078664,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
351.240619076294,1,0.08199144682036849,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
354.1067439809265,3,1.0437241062867153,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
374.6200088722076,1,1.0088468112400442,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
380.48149695231626,2,0.31721854301717484,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
385.20841499046327,1,0.27999242571396415,P4_D5_G2_M6_R1_T1,D5,M6,R1,P4
19.67711219836426,1,0.8179683558078839,P4_D6_G2_M6_R2_T1,D6,M6,R2,P4
79.44711398283387,1,0.3131832636501474,P4_D6_G2_M6_R2_T1,D6,M6,R2,P4
105.05114008583068,1,0.38875569500498797,P4_D6_G2_M6_R2_T1,D6,M6,R2,P4
126.24036598092653,1,0.3291628401820736,P4_D6_G2_M6_R2_T1,D6,M6,R2,P4
133.21978708010863,1,0.17220213360948963,P4_D6_G2_M6_R2_T1,D6,M6,R2,P4
162.08730596566772,1,1.0210478859035337,P4_D6_G2_M6_R2_T1,D6,M6,R2,P4
73.49572400190735,3,0.30199107663425206,P4_D1_G2_M1_R1_T1,D1,M1,R1,P4
115.06009298283386,4,1.0784052362134864,P4_D1_G2_M1_R1_T1,D1,M1,R1,P4
121.80366418692016,5,1.508789963203243,P4_D1_G2_M1_R1_T1,D1,M1,R1,P4
137.50264191798402,5,0.33088878508794556,P4_D1_G2_M1_R1_T1,D1,M1,R1,P4
173.12548183406068,5,0.10877306862669427,P4_D1_G2_M1_R1_T1,D1,M1,R1,P4
201.6231580114441,4,0.035826810826544556,P4_D1_G2_M1_R1_T1,D1,M1,R1,P4
217.95571089891047,5,0.33023197134720916,P4_D1_G2_M1_R1_T1,D1,M1,R1,P4
238.70314297520449,5,0.604083627401592,P4_D1_G2_M1_R1_T1,D1,M1,R1,P4
255.4401020514984,6,1.0242851039919334,P4_D1_G2_M1_R1_T1,D1,M1,R1,P4
267.9705539771118,6,1.5649105500334055,P4_D1_G2_M1_R1_T1,D1,M1,R1,P4
275.88583519454954,6,0.928917609656695,P4_D1_G2_M1_R1_T1,D1,M1,R1,P4
294.45729201907346,5,0.4421691843176979,P4_D1_G2_M1_R1_T1,D1,M1,R1,P4
319.7011939275208,6,0.10670272548587026,P4_D1_G2_M1_R1_T1,D1,M1,R1,P4
6.016837165939332,1,0.06977457020739596,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
37.01643790272522,3,1.2266919173447113,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
42.65634498474121,5,1.8079679500824617,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
49.85669492561341,6,0.3338918941746852,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
56.074628982833865,4,0.12625931935207627,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
59.75075902670288,3,1.2161376900013041,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
65.76565283787536,4,0.2610445921660728,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
69.31622716212463,5,0.36438979459163795,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
72.02021105340576,6,0.9924573831052977,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
81.11549207629395,5,0.5575189950364274,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
84.93147310108948,6,0.6200581280605696,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
87.99792398092652,3,0.8476457376871835,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
91.36820007247924,5,1.1348223799762243,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
96.22514611062624,6,0.8328204294549751,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
103.2734169256134,7,1.5782856568389823,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
109.51550202670288,6,1.9719313022920675,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
113.95444705149842,4,1.130496303045584,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
122.19965497520448,4,0.36027938084294053,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
126.59904003814697,2,1.173998384130931,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
133.83716687983704,4,1.0267360486526902,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
136.75632718310547,6,0.5075161014471594,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
142.38183520217896,3,1.089377675467345,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
149.37032904386902,5,0.8152704111506509,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
159.42866000381468,4,1.077187421900805,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
165.5916561087189,7,1.072342673696967,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
171.4945079332428,5,1.0345025346741248,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
173.1603280190735,6,1.781505272190168,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
180.17341793515016,2,0.5034671182319947,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
187.05065612016296,1,1.031268799168862,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
191.88378705340577,2,1.1707485630163197,P3_D1_G1_M6_R1_T1,D1,M6,R1,P3
15.816337045776368,1,0.02387105069888684,P4_D5_G2_M5_R2_T1,D5,M5,R2,P4
24.52044609155273,3,0.5511092091729953,P4_D5_G2_M5_R2_T1,D5,M5,R2,P4
47.78199889891052,2,0.09272862204818705,P4_D5_G2_M5_R2_T1,D5,M5,R2,P4
60.06527094850159,4,0.20142101347822877,P4_D5_G2_M5_R2_T1,D5,M5,R2,P4
92.96352505340576,3,0.02182134503098413,P4_D5_G2_M5_R2_T1,D5,M5,R2,P4
103.59799888555908,4,0.1163531700871429,P4_D5_G2_M5_R2_T1,D5,M5,R2,P4
120.9851288588562,4,0.6462758591193263,P4_D5_G2_M5_R2_T1,D5,M5,R2,P4
137.29799912779237,3,0.29196876146835693,P4_D5_G2_M5_R2_T1,D5,M5,R2,P4
148.79662000953675,2,1.039291358299737,P4_D5_G2_M5_R2_T1,D5,M5,R2,P4
159.19992094659423,4,0.6265182060596207,P4_D5_G2_M5_R2_T1,D5,M5,R2,P4
164.5389278588562,4,1.2861302101159344,P4_D5_G2_M5_R2_T1,D5,M5,R2,P4
12.759908979019166,5,0.022464265375297512,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
24.42605096376037,6,0.8323468535961556,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
27.50239205149841,7,1.397643043955769,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
32.44504399237061,4,1.8162229329197646,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
38.5453299256134,3,0.4036721844590055,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
43.29047203623962,7,0.7447253560455201,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
48.57056613923645,3,0.4775507083961938,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
54.08804408583069,5,0.3610121253330777,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
61.11436919836426,4,0.8735563185144471,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
65.04838216021729,2,0.24579718362768999,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
72.55948702098084,3,0.4803238774283115,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
81.99145303051758,4,1.030139129957143,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
94.97046190844726,3,0.48757121127005415,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
103.70911216212464,4,1.0161357547734462,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
109.35372597329712,3,1.5423555191948777,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
118.90357910681152,4,1.0796751243249143,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
122.86364609155274,5,1.3518927340759648,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
127.09536608773803,3,0.7653622420675896,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
134.98206387792968,7,1.3404342713944093,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
138.25619002288818,5,0.8125315218558871,P3_D1_G1_M1_R1_T1,D1,M1,R1,P3
