t_onset,int_onset
0.0,-61.847
0.22,-56.401
0.8,-47.827
1.64,-47.538
2.51,-33.133
2.72,-33.534
4.09,-36.928
4.3,-33.556
4.49,-36.507
5.28,-44.08
5.44,-47.416
5.59,-46.466
5.66,-33.319
6.37,-43.114
6.59,-40.344
6.78,-45.083
6.95,-44.542
7.13,-33.72
7.34,-39.625
7.5,-25.811
7.68,-44.991
7.84,-43.167
8.03,-28.68
8.23,-33.3
8.56,-22.543
8.75,-40.802
8.88,-24.915
8.96,-21.32
9.29,-24.619
9.46,-29.468
9.62,-26.645
9.96,-26.164
10.3,-9.0051
10.46,-22.777
10.64,-23.52
10.8,-15.837
10.98,-20.538
11.16,-21.283
11.31,-24.764
11.49,-26.036
11.64,-11.503
11.84,-28.466
11.96,-23.234
12.17,-29.054
12.33,-26.235
12.64,-20.481
13.02,-14.556
13.15,-19.488
13.36,-22.131
13.5,-18.501
13.62,-20.705
14.02,-17.988
14.22,-39.255
14.38,-35.709
14.49,-35.803
14.58,-36.94
14.75,-35.922
14.85,-37.053
14.99,-33.986
15.18,-35.815
15.28,-37.709
15.36,-32.604
15.47,-34.492
15.55,-38.067
15.63,-36.92
15.71,-38.058
15.81,-33.12
15.93,-32.359
16.18,-37.744
16.26,-37.566
16.35,-35.576
16.43,-33.501
16.54,-33.43
16.65,-34.35
16.8,-37.601
16.9,-36.116
17.02,-37.26
17.08,-36.87
17.17,-36.015
17.29,-34.824
17.44,-36.92
17.51,-32.889
17.63,-36.47
17.72,-38.19
17.79,-38.25
17.87,-35.181
17.98,-32.466
18.22,-34.047
18.33,-36.053
18.42,-34.883
18.5,-35.642
18.58,-33.825
18.69,-31.901
18.85,-34.258
18.92,-31.849
19.13,-35.479
19.2,-35.089
19.29,-33.293
19.42,-34.823
19.66,-34.142
19.76,-34.62
19.85,-35.922
19.94,-36.864
20.02,-33.681
20.32,-38.958
20.38,-34.985
20.49,-35.529
20.59,-36.317
20.67,-34.788
20.75,-32.03
20.84,-30.188
21.11,-34.134
21.2,-35.82
21.3,-36.031
21.38,-35.461
21.46,-35.234
21.56,-31.895
21.63,-32.981
21.83,-31.963
21.92,-32.783
22.01,-34.354
22.36,-41.235
22.44,-37.907
22.52,-35.251
22.64,-38.491
22.71,-36.754
22.8,-37.286
22.88,-34.18
22.98,-31.481
23.24,-35.734
23.35,-39.807
23.46,-39.299
23.53,-39.475
23.6,-33.739
23.96,-37.276
24.08,-37.143
24.16,-35.642
24.22,-34.854
24.32,-36.008
24.42,-33.821
24.6,-34.374
24.67,-33.29
24.78,-34.999
24.97,-37.168
25.04,-33.92
25.18,-32.306
25.4,-31.943
25.51,-33.972
25.59,-34.2
25.69,-37.401
25.75,-32.101
25.86,-33.898
25.97,-36.858
26.12,-35.528
26.21,-28.268
26.38,-34.554
26.45,-33.046
26.56,-32.579
26.69,-12.353
26.95,-28.913
27.13,-31.918
27.38,-33.937
27.46,-34.817
27.53,-34.048
27.61,-33.022
27.78,-23.472
28.13,-33.929
28.31,-35.528
28.41,-33.222
28.53,-32.442
28.7,-33.421
28.75,-32.63
28.96,-33.9
29.17,-28.491
29.52,-33.804
29.69,-36.386
29.85,-34.25
30.05,-39.007
30.2,-22.54
30.74,-35.106
30.93,-23.262
31.48,-36.234
31.58,-38.107
31.64,-37.052
31.72,-34.313
31.8,-34.178
31.99,-34.231
32.08,-33.73
32.16,-33.284
32.28,-14.101
32.7,-27.828
32.92,-34.846
33.04,-33.899
33.12,-33.09
33.21,-31.397
33.38,-24.597
33.71,-33.99
33.84,-35.132
33.91,-30.327
34.12,-29.591
34.24,-30.863
34.59,-26.382
34.75,-27.551
35.04,-27.895
35.12,-29.445
35.23,-30.286
35.33,-31.358
35.61,-36.035
35.76,-34.7
35.81,-28.645
35.96,-27.681
36.1,-26.018
36.61,-30.114
36.75,-27.44
36.87,-20.919
36.95,-19.169
37.3,-28.073
38.31,-15.122
38.51,-33.86
38.69,-32.046
38.86,-20.658
39.03,-23.586
39.24,-27.331
39.53,-37.677
39.66,-24.209
39.72,-18.678
40.04,-29.443
40.21,-26.812
40.39,-25.948
40.71,-22.216
41.05,-15.3
41.2,-15.022
41.37,-18.674
41.56,-20.041
41.74,-23.131
41.9,-20.479
42.23,-30.874
42.39,-8.0297
42.59,-26.561
42.71,-21.435
43.07,-24.148
43.38,-20.5
43.64,-35.005
43.74,-10.93
43.88,-13.901
