t_onset,int_onset
0.0,-66.995
0.13,-59.474
0.33,-57.14
0.79,-49.783
1.72,-48.518
1.77,-48.94
2.9,-52.514
3.05,-50.61
3.16,-50.168
3.27,-45.888
3.42,-47.114
3.5,-42.011
3.6,-32.274
3.85,-38.268
4.1,-40.571
4.3,-41.282
5.34,-44.829
5.57,-44.226
5.67,-44.742
5.78,-41.086
5.87,-30.053
6.36,-40.126
6.57,-39.298
6.77,-41.752
6.99,-38.95
7.66,-32.645
7.88,-47.075
8.3,-50.092
8.4,-44.07
8.49,-42.289
8.58,-42.751
8.72,-44.457
8.81,-41.994
8.93,-30.934
9.21,-39.451
9.4,-38.723
9.6,-39.074
10.56,-44.079
10.69,-42.424
10.8,-43.689
10.9,-43.976
10.98,-41.301
11.12,-35.198
11.4,-39.228
11.56,-38.931
11.76,-38.945
12.2,-43.721
12.6,-45.587
12.78,-27.223
12.99,-44.352
13.46,-46.279
13.55,-43.623
13.62,-40.841
13.72,-40.998
13.85,-40.671
13.95,-42.185
14.05,-34.215
14.75,-44.369
14.95,-39.313
15.17,-38.615
15.61,-37.862
15.82,-44.099
16.01,-37.616
16.24,-33.699
16.66,-48.61
16.87,-34.951
17.34,-39.93
17.55,-33.753
17.74,-43.369
17.98,-22.999
18.24,-32.009
18.67,-48.257
18.77,-46.736
18.84,-44.287
18.94,-42.69
19.08,-44.327
19.18,-44.922
19.24,-30.207
19.93,-43.916
20.16,-43.662
20.38,-37.83
20.59,-47.502
20.79,-45.064
20.99,-38.944
21.24,-47.143
21.42,-37.409
21.64,-42.686
21.86,-44.23
22.05,-37.485
22.46,-35.586
23.13,-34.347
23.37,-41.094
23.59,-50.098
23.73,-46.036
23.85,-43.036
23.94,-40.796
24.04,-41.45
24.14,-42.577
24.26,-42.791
24.36,-34.98
25.03,-41.059
25.27,-39.931
25.42,-44.371
25.49,-40.386
25.7,-47.224
25.84,-33.635
26.32,-37.383
26.53,-41.034
26.72,-36.583
26.94,-42.235
27.08,-52.469
27.17,-43.941
27.23,-42.182
27.76,-40.171
28.0,-42.371
28.18,-33.401
28.32,-41.285
28.75,-38.819
29.01,-42.608
29.19,-42.595
29.4,-33.46
29.96,-41.134
30.07,-38.119
30.5,-36.113
30.65,-47.993
30.71,-29.305
31.05,-36.833
31.16,-34.23
31.32,-36.419
31.57,-29.938
31.98,-30.943
32.25,-36.221
32.37,-26.842
33.18,-21.824
33.41,-44.921
33.63,-30.292
33.75,-29.286
33.86,-29.539
34.07,-28.98
34.27,-31.667
34.45,-24.574
34.75,-30.421
35.11,-24.106
35.41,-31.262
35.51,-32.313
35.59,-31.475
35.7,-26.467
35.82,-29.967
35.91,-27.273
36.01,-30.903
36.1,-26.102
36.22,-28.304
36.33,-29.189
36.41,-32.375
36.5,-26.079
36.71,-29.871
36.85,-29.843
37.04,-33.575
37.16,-31.422
37.25,-28.143
37.69,-25.409
38.11,-23.987
38.51,-27.448
38.65,-28.722
38.71,-29.25
38.83,-33.07
38.93,-31.145
39.0,-31.106
39.06,-31.695
39.13,-29.01
39.26,-29.429
39.33,-24.627
39.58,-25.098
39.96,-29.054
40.08,-30.515
40.26,-33.736
40.36,-33.023
40.57,-25.633
40.71,-31.137
40.81,-32.071
40.92,-30.296
41.02,-29.153
41.13,-29.768
41.23,-30.711
41.33,-30.259
41.42,-28.449
41.53,-29.127
41.62,-27.419
41.8,-32.101
41.91,-29.315
42.02,-31.584
42.11,-31.76
42.17,-21.26
42.6,-27.931
43.04,-15.516
43.29,-25.618
43.69,-29.077
43.9,-31.179
44.0,-32.027
44.1,-34.705
44.29,-10.974
44.95,-26.5
45.16,-29.805
45.44,-48.28
45.56,-7.4212
45.99,-8.8177
46.43,-31.623
46.89,-21.162
47.08,-28.585
47.14,-27.381
47.22,-26.724
47.33,-20.901
48.16,-29.929
48.39,-45.654
48.53,-46.168
48.82,-34.571
49.04,-36.955
49.19,-35.456
49.34,-33.681
49.43,-36.338
50.06,-35.507
50.54,-37.726
50.74,-32.864
50.99,-38.147
51.18,-41.257
51.37,-38.589
51.45,-37.821
51.81,-37.529
51.88,-39.642
52.0,-40.969
52.23,-41.379
52.3,-38.956
52.4,-35.147
52.64,-35.75
53.04,-37.526
53.21,-25.494
53.53,-36.958
53.69,-40.542
53.9,-35.058
54.13,-35.601
54.29,-28.409
55.58,-38.2
55.83,-24.665
56.03,-45.255
56.24,-38.301
56.46,-38.308
56.66,-37.17
56.89,-40.048
56.97,-38.978
57.1,-36.272
57.3,-39.611
57.4,-40.805
57.69,-39.953
58.07,-36.529
58.28,-26.414
58.68,-40.004
58.95,-26.119
59.05,-26.074
59.36,-34.263
59.56,-24.939
60.01,-33.845
60.21,-25.453
60.67,-36.47
60.84,-27.647
61.11,-36.854
61.25,-24.614
61.57,-34.482
61.71,-27.765
62.11,-20.8
62.53,-33.693
63.06,-40.378
63.27,-40.005
63.45,-27.959
63.73,-37.966
63.88,-40.785
64.07,-35.103
64.33,-35.641
64.51,-32.398
64.76,-30.388
65.37,-34.484
65.83,-39.057
66.01,-29.766
66.2,-43.048
66.44,-43.968
66.59,-40.825
66.67,-37.778
66.74,-36.936
66.82,-38.217
67.03,-41.046
67.1,-37.876
67.25,-35.834
67.46,-41.531
67.53,-37.547
67.64,-36.745
67.87,-37.607
68.28,-35.623
68.45,-27.824
68.89,-39.009
69.13,-38.691
69.36,-35.41
69.54,-35.396
69.63,-34.898
69.74,-33.518
70.41,-37.766
70.86,-44.749
71.06,-27.378
71.28,-38.682
71.5,-35.602
71.61,-39.858
71.7,-34.134
71.82,-34.262
71.93,-29.308
72.34,-47.444
72.42,-44.352
72.53,-40.931
72.6,-39.514
72.73,-35.667
72.81,-34.243
73.54,-46.009
73.75,-27.445
73.97,-46.223
74.15,-20.381
74.47,-33.048
74.58,-24.402
75.01,-22.697
75.77,-36.26
75.94,-37.21
76.38,-29.194
76.61,-40.17
76.82,-32.262
76.96,-34.906
77.03,-34.046
77.14,-30.948
77.25,-29.167
77.5,-33.169
77.67,-28.378
77.89,-20.69
78.13,-27.999
78.36,-26.788
78.58,-26.753
78.79,-34.702
79.0,-26.284
79.24,-30.471
79.63,-29.239
79.74,-32.688
79.88,-33.729
80.09,-29.348
80.28,-25.788
80.37,-36.009
80.46,-33.563
80.58,-32.625
81.0,-34.152
81.4,-36.554
81.6,-28.867
82.04,-36.938
82.26,-36.389
82.43,-27.253
82.87,-32.044
83.08,-28.394
83.51,-29.848
83.96,-37.676
84.17,-27.93
84.53,-49.891
84.6,-22.612
85.01,-34.98
85.07,-26.085
85.5,-24.054
86.25,-38.818
86.43,-37.795
86.84,-23.471
87.07,-36.816
87.31,-35.572
87.44,-35.655
87.52,-37.276
87.65,-36.092
87.73,-30.068
87.99,-33.855
88.16,-31.573
88.37,-26.678
88.46,-27.375
88.53,-24.969
88.61,-27.337
89.5,-27.458
90.22,-27.921
90.31,-29.985
90.66,-35.621
90.88,-27.571
91.13,-33.598
91.53,-33.935
91.97,-37.328
92.18,-28.636
92.42,-39.311
92.6,-39.193
92.82,-38.266
92.89,-36.232
93.3,-41.21
93.37,-38.026
93.52,-39.147
93.71,-41.456
93.79,-38.772
93.89,-33.929
94.13,-37.383
94.53,-41.904
94.73,-27.231
95.2,-43.295
95.35,-39.124
95.42,-37.328
95.55,-36.939
95.82,-38.132
95.96,-23.388
96.41,-37.678
96.62,-40.625
96.69,-38.13
96.81,-38.532
97.06,-38.028
97.15,-36.821
97.27,-37.241
97.49,-39.873
97.57,-39.23
97.68,-34.231
97.9,-36.999
97.98,-37.445
98.1,-33.787
98.35,-35.377
98.5,-31.568
98.75,-37.007
98.84,-37.723
98.92,-35.225
99.15,-39.794
99.35,-36.603
99.74,-30.779
100.17,-39.531
100.36,-37.812
100.44,-35.092
100.52,-38.662
100.84,-40.622
100.98,-20.648
101.43,-37.727
101.68,-40.186
101.75,-39.339
101.84,-36.99
102.1,-42.321
102.17,-39.167
102.25,-37.004
102.51,-39.314
102.59,-35.842
102.71,-33.525
102.98,-36.36
103.12,-33.23
103.34,-32.703
103.55,-28.629
103.89,-38.995
103.95,-40.234
104.21,-39.8
104.41,-44.412
104.58,-35.357
104.78,-26.143
105.12,-38.768
105.21,-34.162
105.44,-34.388
105.85,-35.924
105.92,-37.838
106.47,-36.778
106.74,-37.563
106.91,-33.065
107.2,-43.408
107.33,-28.323
107.63,-35.334
107.77,-37.025
108.02,-43.105
108.07,-38.79
108.19,-23.012
108.46,-31.632
108.85,-35.932
109.1,-44.63
109.23,-41.376
109.3,-38.577
109.46,-34.533
109.62,-35.195
109.71,-34.092
109.88,-31.144
110.32,-33.707
110.54,-35.759
110.61,-35.876
110.75,-35.377
110.93,-40.446
111.55,-36.284
111.79,-36.921
112.0,-38.635
112.19,-44.138
112.38,-24.476
112.68,-37.575
112.84,-38.461
113.12,-40.196
113.23,-26.558
113.51,-35.566
113.66,-36.581
113.75,-35.056
113.85,-36.698
114.27,-40.771
114.66,-36.891
114.87,-27.363
115.15,-35.731
115.31,-29.139
115.5,-27.537
115.59,-26.746
115.92,-33.083
116.13,-24.461
116.38,-30.774
116.56,-32.606
116.73,-24.987
117.19,-37.534
117.41,-32.319
117.67,-41.592
117.8,-24.142
118.24,-30.511
118.65,-25.013
119.11,-13.96
120.21,-44.205
120.78,-44.578
122.22,-50.857
125.02,-52.447
125.28,-51.213
125.72,-51.177
126.12,-42.53
126.61,-52.643
126.71,-47.93
126.87,-51.665
127.02,-50.344
127.17,-51.984
127.9,-44.792
128.16,-43.757
128.3,-36.892
128.4,-33.377
128.48,-33.597
128.58,-33.153
128.74,-22.542
128.92,-35.241
129.19,-38.548
129.35,-38.697
129.6,-25.621
130.1,-35.71
130.19,-25.381
130.52,-38.286
130.67,-24.791
130.77,-28.58
131.4,-33.568
131.7,-39.236
131.84,-35.769
131.95,-35.836
132.03,-33.974
132.13,-36.899
132.22,-35.438
132.31,-35.931
132.39,-32.129
132.57,-37.121
132.66,-34.967
132.83,-34.59
132.92,-37.289
133.01,-34.479
133.2,-34.957
133.27,-33.281
133.37,-32.522
133.47,-33.468
133.75,-39.84
133.83,-33.013
133.91,-34.014
134.02,-34.613
134.11,-35.514
134.31,-42.492
134.38,-36.983
134.49,-32.798
134.78,-23.517
135.11,-27.595
135.39,-39.578
135.52,-37.136
135.61,-32.452
135.7,-30.587
135.9,-32.112
135.99,-33.273
136.06,-31.962
136.18,-32.147
136.37,-32.442
136.43,-31.205
136.54,-32.791
136.72,-35.383
136.92,-33.565
137.01,-33.592
137.11,-34.161
137.3,-33.142
137.48,-37.91
137.57,-33.41
137.64,-35.137
137.75,-34.033
137.95,-40.054
138.0,-33.069
138.05,-31.321
138.61,-11.013
139.16,-42.623
139.34,-45.042
139.47,-49.061
139.58,-30.73
140.16,-51.476
140.29,-50.994
140.47,-24.835
141.1,-50.637
141.71,-50.527
142.02,-51.409
142.3,-36.581
142.56,-51.328
142.93,-51.212
143.25,-51.146
143.52,-51.447
143.83,-52.011
143.97,-51.854
144.13,-51.669
144.44,-51.021
144.76,-51.665
144.92,-51.588
145.54,-51.836
145.79,-47.342
146.28,-49.62
146.58,-50.887
147.02,-49.262
147.34,-50.703
147.63,-49.029
148.04,-52.151
148.15,-47.858
148.65,-52.619
148.95,-48.677
149.25,-49.502
149.53,-49.768
149.98,-50.023
150.15,-52.052
150.46,-52.226
150.74,-48.975
151.22,-52.169
151.37,-52.263
151.52,-49.703
151.84,-51.977
152.0,-52.317
152.11,-52.001
152.26,-48.67
152.45,-50.504
152.79,-52.303
153.03,-50.817
153.39,-52.031
153.68,-52.012
154.0,-51.643
154.28,-52.129
154.57,-52.389
154.77,-52.629
154.85,-29.691
155.2,-52.374
155.32,-43.376
155.51,-50.067
155.75,-34.958
155.93,-42.775
156.08,-50.938
156.21,-50.66
156.37,-49.456
156.63,-35.058
156.82,-49.682
156.94,-48.012
157.07,-40.806
157.24,-47.689
157.36,-48.416
157.5,-35.022
157.67,-43.014
157.81,-46.815
157.96,-47.682
158.38,-27.917
158.59,-30.268
158.87,-33.015
158.97,-33.789
159.09,-32.065
159.16,-31.532
159.26,-33.618
159.38,-34.574
159.54,-32.984
159.65,-29.128
159.74,-30.92
159.84,-29.361
159.94,-31.463
160.02,-29.968
160.1,-25.971
160.96,-24.242
161.13,-42.478
161.46,-40.826
161.78,-42.248
161.88,-28.781
162.31,-37.469
162.63,-39.287
162.73,-39.024
162.77,-33.731
162.88,-31.887
162.99,-29.418
163.12,-30.111
163.22,-28.084
163.35,-31.007
163.44,-30.832
163.5,-27.517
163.57,-21.964
164.02,-35.45
164.46,-23.399
164.62,-41.786
164.82,-40.572
164.98,-39.335
165.34,-34.142
165.44,-32.848
165.62,-33.553
165.72,-32.076
165.8,-31.581
165.9,-34.316
166.0,-32.506
166.09,-28.626
166.19,-30.601
166.31,-30.678
166.38,-28.515
166.48,-33.854
166.58,-32.706
166.76,-29.134
166.92,-28.812
