t_onset,int_onset
0.0,-48.167
0.19,-41.769
0.78,-48.988
1.45,-48.155
1.62,-41.828
3.12,-13.721
3.73,-15.493
4.35,-12.682
5.11,-49.492
5.27,-49.572
5.67,-13.197
5.88,-37.323
5.98,-32.475
6.08,-30.798
6.16,-33.086
6.39,-33.837
6.5,-32.636
6.59,-32.041
6.78,-33.287
6.86,-35.229
6.95,-40.877
7.03,-20.176
7.23,-38.674
7.44,-14.378
7.7,-28.727
7.8,-32.884
7.87,-27.649
8.1,-28.256
8.2,-27.598
8.28,-27.182
8.47,-35.394
8.59,-44.588
8.64,-21.021
8.84,-39.59
9.02,-12.364
9.26,-26.523
9.36,-27.633
9.43,-23.663
9.63,-29.878
9.8,-27.843
10.01,-35.314
10.14,-46.478
10.19,-20.981
10.35,-34.508
10.57,-11.98
10.79,-24.125
10.95,-29.601
11.13,-29.88
11.24,-26.488
11.31,-25.828
11.48,-37.952
11.63,-45.686
11.87,-35.303
12.05,-12.584
12.25,-27.001
12.29,-28.215
12.41,-27.486
12.61,-27.731
12.7,-26.861
12.77,-25.363
12.91,-31.313
12.99,-35.494
13.09,-16.463
13.27,-32.747
13.38,-34.766
13.44,-10.687
13.63,-36.97
13.79,-30.806
13.98,-26.982
14.11,-39.052
14.3,-33.097
14.47,-16.126
14.66,-35.017
14.86,-19.476
15.06,-25.201
15.18,-33.802
15.23,-24.912
15.37,-26.369
15.57,-19.701
15.74,-28.713
15.92,-17.377
16.11,-29.259
16.29,-17.754
16.5,-25.07
16.66,-23.769
16.81,-24.731
17.01,-22.854
17.17,-29.963
17.37,-14.778
17.58,-30.095
17.75,-15.618
17.95,-29.169
18.08,-35.581
18.13,-26.902
18.3,-24.307
18.43,-29.763
18.49,-23.056
18.68,-31.396
18.86,-17.884
19.07,-30.99
19.26,-16.639
19.46,-26.644
19.57,-26.824
19.64,-29.426
19.77,-21.076
19.96,-25.937
20.11,-30.701
20.32,-14.716
20.5,-47.619
20.7,-17.549
20.88,-29.33
21.02,-25.958
21.09,-23.845
21.22,-30.618
21.36,-32.176
21.43,-27.506
21.59,-27.547
21.79,-16.642
21.99,-30.165
22.15,-14.517
22.36,-26.136
22.54,-29.14
22.69,-25.13
22.89,-28.743
23.08,-33.913
23.25,-16.081
23.47,-32.741
23.66,-13.675
23.86,-25.263
24.04,-24.14
24.22,-29.732
24.42,-23.66
24.54,-44.133
24.6,-30.342
24.79,-16.339
24.99,-31.493
25.16,-44.776
25.39,-25.405
25.58,-29.532
25.71,-32.71
25.85,-31.856
25.91,-29.918
26.02,-37.764
26.09,-27.743
26.25,-17.995
26.44,-31.416
26.61,-16.794
26.79,-27.464
26.99,-25.041
27.14,-26.996
27.27,-23.972
27.34,-27.886
27.47,-27.812
27.67,-17.371
27.86,-24.419
27.98,-28.33
28.03,-21.283
28.22,-30.489
28.41,-44.614
28.47,-23.261
28.64,-24.995
28.8,-17.075
28.98,-40.391
29.12,-43.443
29.15,-16.882
29.34,-42.026
29.47,-15.34
29.67,-24.255
29.84,-27.371
30.0,-31.04
30.13,-30.147
30.19,-23.011
30.31,-27.123
30.51,-14.233
30.69,-30.003
30.91,-20.481
31.1,-24.367
31.24,-27.586
31.43,-31.278
31.57,-26.231
31.63,-26.49
31.78,-26.62
31.96,-19.324
32.14,-31.045
32.35,-15.879
32.55,-24.218
32.67,-23.816
32.75,-24.865
32.88,-24.039
33.0,-27.129
33.07,-25.869
33.2,-48.009
33.41,-21.059
33.61,-32.231
33.75,-47.324
33.98,-26.9
34.1,-27.196
34.16,-27.62
34.27,-25.112
34.42,-25.774
34.48,-24.18
34.64,-29.818
34.84,-17.141
35.04,-27.425
35.25,-16.702
35.45,-24.223
35.59,-26.07
35.8,-24.296
35.99,-27.37
36.13,-31.926
