t_onset,int_onset
0.0,-62.744
0.07,-57.289
0.14,-43.331
0.27,-51.202
0.94,-43.822
1.85,-45.593
2.63,-14.141
3.33,-16.429
4.08,-13.609
5.1,-46.547
5.44,-14.154
5.64,-42.682
5.69,-27.33
5.83,-41.546
5.91,-21.103
6.12,-14.232
6.37,-8.2369
6.72,-40.637
6.79,-16.745
7.22,-15.252
7.49,-21.779
7.6,-26.373
7.67,-23.67
7.92,-28.758
8.02,-24.245
8.11,-36.529
8.29,-35.473
8.46,-43.806
8.53,-23.541
8.95,-16.582
9.14,-32.025
9.4,-32.34
9.59,-10.313
9.87,-35.853
9.96,-38.474
10.1,-45.946
10.21,-46.015
10.47,-40.03
10.72,-15.602
10.91,-28.317
11.12,-43.151
11.22,-43.04
11.39,-20.629
11.51,-14.327
11.61,-17.636
11.96,-42.835
12.01,-10.119
12.25,-38.97
12.48,-11.796
13.03,-39.124
13.43,-28.976
13.89,-32.721
14.23,-37.135
14.31,-27.03
14.39,-26.57
14.45,-20.49
15.11,-35.587
15.59,-38.032
15.8,-38.139
15.91,-35.48
16.0,-39.898
16.14,-32.451
16.19,-31.55
16.29,-18.204
16.4,-19.51
16.69,-23.521
16.98,-34.077
17.12,-26.284
17.28,-28.074
17.4,-25.492
17.51,-21.764
17.62,-26.495
17.78,-33.482
17.9,-37.249
17.97,-32.744
19.08,-26.15
19.27,-34.983
19.34,-26.573
19.48,-35.2
19.55,-34.071
19.74,-22.785
20.2,-33.299
20.4,-34.645
20.66,-38.082
20.87,-32.016
21.09,-29.263
21.3,-30.941
21.51,-25.496
21.61,-27.962
21.7,-32.86
21.95,-33.086
22.63,-38.651
22.8,-40.891
22.87,-36.402
23.0,-38.121
23.08,-35.029
23.18,-38.317
23.28,-26.687
23.45,-31.83
23.71,-33.616
24.39,-34.992
24.63,-31.416
25.04,-29.527
25.18,-32.653
25.27,-33.744
25.53,-35.893
26.18,-32.498
26.44,-34.788
26.58,-37.221
26.84,-27.293
27.33,-29.813
28.01,-33.007
28.23,-28.738
28.43,-31.427
28.64,-30.675
29.09,-30.087
29.47,-26.606
29.67,-30.353
29.96,-32.219
30.39,-29.45
30.84,-35.233
31.26,-24.678
31.72,-30.326
32.13,-28.923
32.33,-28.999
32.6,-31.107
33.07,-29.58
33.49,-26.2
33.97,-30.995
34.2,-32.482
34.65,-35.415
35.09,-28.631
35.3,-8.3033
35.52,-21.318
35.65,-23.639
35.98,-23.481
36.13,-25.398
36.21,-27.452
36.29,-26.558
36.41,-24.843
36.62,-28.998
36.72,-26.112
36.82,-25.451
36.9,-25.142
37.01,-19.623
37.14,-18.502
37.23,-20.361
37.41,-27.101
37.58,-17.482
37.74,-23.396
37.92,-26.669
38.03,-24.049
38.24,-19.7
38.35,-21.405
38.52,-23.573
38.77,-25.344
38.86,-24.725
39.2,-12.537
39.72,-27.029
39.88,-16.255
40.22,-29.892
40.3,-15.369
40.42,-23.59
40.75,-30.918
40.89,-33.643
40.97,-32.213
41.2,-30.152
41.4,-22.485
41.64,-24.877
42.03,-15.352
42.11,-14.565
42.7,-21.43
42.84,-21.464
43.02,-23.007
43.13,-21.868
43.34,-29.688
