t_onset,int_onset
0.0,-65.087
0.84,-46.529
1.73,-48.33
4.06,-51.929
4.38,-50.845
4.5,-46.44
4.57,-41.991
4.65,-39.364
4.73,-38.274
4.79,-36.721
6.7,-51.73
7.31,-24.995
7.49,-25.138
7.57,-26.128
8.3,-37.678
8.76,-45.64
8.86,-44.754
9.64,-48.131
9.78,-25.335
9.91,-23.11
9.99,-25.206
10.53,-34.304
10.62,-32.082
11.1,-39.548
11.2,-41.13
11.3,-41.534
12.02,-48.818
12.11,-23.342
12.23,-25.539
12.33,-27.025
12.43,-25.719
12.76,-33.821
12.92,-38.214
13.47,-37.714
13.56,-26.811
13.68,-25.37
13.74,-24.848
14.31,-35.784
14.63,-33.525
15.13,-37.176
15.39,-41.35
15.75,-41.655
16.07,-17.273
16.57,-37.53
16.86,-27.039
17.44,-32.45
17.56,-30.009
17.64,-29.67
18.02,-35.369
18.36,-23.942
18.9,-37.997
19.11,-28.754
19.69,-32.449
19.78,-29.189
20.18,-41.169
20.53,-24.191
20.89,-35.681
21.04,-36.587
21.21,-29.132
21.39,-31.802
21.53,-34.172
21.69,-34.442
21.83,-33.509
22.02,-30.383
22.28,-35.272
22.4,-24.885
22.99,-43.846
23.12,-32.006
23.27,-32.85
23.41,-32.123
23.58,-33.32
23.73,-34.438
23.91,-32.523
24.06,-31.458
24.23,-33.357
24.37,-17.171
24.83,-33.912
25.19,-29.539
25.41,-32.862
25.59,-33.498
25.76,-33.687
25.95,-32.638
26.18,-32.759
26.55,-33.866
26.74,-36.14
26.83,-29.821
26.99,-33.44
27.34,-38.505
27.42,-39.874
27.51,-35.259
28.12,-31.51
28.28,-29.971
29.04,-17.337
29.51,-38.183
29.82,-31.587
29.93,-28.372
30.01,-25.72
30.56,-37.849
30.77,-38.569
30.88,-34.253
30.95,-31.721
31.05,-30.317
31.49,-34.681
31.63,-37.316
31.71,-36.2
31.79,-30.807
31.85,-25.822
31.95,-29.606
32.38,-37.879
32.55,-39.053
32.7,-33.307
32.86,-28.82
33.38,-37.48
33.55,-38.545
33.73,-39.66
33.93,-39.148
34.14,-39.479
34.32,-20.036
34.81,-37.518
35.23,-36.805
35.43,-36.393
35.65,-38.534
35.83,-33.448
36.06,-37.3
36.26,-36.461
36.46,-36.475
36.64,-36.717
36.83,-33.568
37.01,-36.128
37.22,-34.378
37.39,-36.587
37.61,-35.982
37.8,-37.811
38.0,-37.438
38.16,-35.704
38.39,-34.762
38.53,-34.905
38.74,-35.3
38.92,-36.501
39.12,-34.002
39.63,-43.161
39.92,-33.754
40.08,-32.386
40.24,-32.818
40.38,-30.574
40.54,-26.388
40.74,-34.66
40.9,-27.27
41.08,-33.958
41.18,-35.787
41.35,-32.12
41.63,-34.479
41.72,-27.487
41.81,-27.537
42.39,-34.37
42.5,-28.368
42.59,-31.244
42.79,-31.097
42.98,-27.672
43.18,-29.658
43.35,-14.353
43.79,-30.338
44.23,-30.886
44.51,-44.755
44.58,-15.319
45.01,-16.644
45.45,-30.358
45.85,-15.736
46.34,-28.626
46.7,-20.367
47.16,-29.595
47.57,-25.106
47.98,-38.379
48.34,-26.197
48.44,-30.952
48.88,-36.269
49.19,-34.734
49.38,-35.906
49.66,-40.75
49.86,-40.349
49.96,-26.646
50.05,-28.053
50.1,-25.521
50.59,-35.569
50.75,-19.398
50.84,-25.817
50.94,-25.364
51.43,-34.014
51.56,-26.787
52.01,-34.947
52.59,-20.219
53.14,-17.873
53.71,-24.166
54.11,-29.849
54.28,-30.487
54.35,-21.518
54.42,-24.035
54.54,-22.201
54.67,-21.734
54.74,-22.509
54.82,-20.552
54.93,-23.883
55.05,-22.379
55.12,-22.854
55.2,-22.549
55.28,-19.814
55.39,-22.765
55.44,-19.815
55.59,-19.751
55.99,-20.119
57.29,-29.021
57.74,-37.85
57.84,-41.116
58.11,-19.514
59.08,-28.721
59.95,-31.705
60.47,-38.133
60.59,-32.151
60.72,-30.248
60.91,-28.985
61.24,-32.759
61.45,-34.001
62.21,-35.118
62.33,-32.092
62.45,-31.837
62.66,-31.455
62.85,-33.25
63.13,-33.078
63.31,-17.179
63.35,-19.273
63.76,-13.824
64.21,-24.019
64.38,-23.38
64.46,-25.024
64.53,-23.041
64.65,-22.929
64.73,-22.351
64.96,-23.086
65.02,-20.473
65.11,-20.215
65.21,-20.334
65.38,-21.481
65.44,-18.884
65.75,-22.227
65.82,-22.542
65.87,-18.346
66.21,-7.3817
68.84,-43.866
69.0,-42.343
69.23,-20.277
69.67,-19.766
69.96,-21.684
70.22,-17.47
70.42,-16.819
70.79,-26.794
70.97,-20.392
71.18,-18.343
71.53,-35.241
71.59,-30.967
71.74,-14.986
72.11,-18.271
72.5,-19.877
72.6,-18.283
72.73,-19.123
72.84,-20.6
72.9,-19.104
73.07,-20.75
73.18,-24.778
73.22,-18.585
73.63,-17.302
74.05,-12.886
74.26,-28.994
74.44,-27.553
74.64,-27.457
74.85,-12.833
75.04,-18.397
75.28,-25.434
75.43,-26.125
75.61,-18.589
75.99,-9.9794
76.47,-16.277
76.64,-17.702
77.03,-24.918
77.24,-12.385
77.46,-20.454
77.83,-19.751
78.04,-21.33
78.64,-30.596
78.74,-17.928
79.0,-22.748
79.39,-30.362
79.55,-15.813
79.8,-23.511
80.16,-29.636
80.34,-15.317
80.56,-22.333
80.77,-32.686
80.94,-27.634
81.12,-14.335
81.35,-25.315
81.53,-17.76
81.76,-22.029
81.92,-13.762
82.12,-14.663
82.48,-16.798
82.69,-17.474
83.08,-20.727
83.51,-18.611
83.73,-17.85
83.9,-19.651
