t_onset,int_onset
0.0,-68.692
0.07,-63.186
0.74,-48.277
1.52,-47.607
1.94,-49.805
3.21,-49.463
3.39,-34.912
3.56,-48.013
3.61,-32.099
3.7,-22.261
3.77,-21.87
4.0,-37.169
4.12,-36.566
4.2,-39.255
4.39,-36.632
4.49,-22.808
4.57,-20.113
4.78,-43.291
4.97,-25.162
5.19,-32.057
5.28,-24.793
5.37,-18.596
5.6,-36.114
5.7,-31.921
5.8,-36.816
6.01,-34.323
6.13,-22.455
6.2,-22.853
6.38,-40.503
6.59,-29.924
6.72,-46.365
6.83,-34.104
6.94,-26.669
7.02,-21.594
7.22,-30.834
7.41,-42.324
7.63,-38.628
7.81,-16.691
7.97,-47.312
8.03,-35.337
8.23,-38.514
8.4,-21.149
8.63,-37.706
8.76,-43.087
9.48,-47.401
9.87,-17.761
10.24,-33.048
10.51,-19.681
11.08,-19.803
11.13,-16.806
11.72,-31.533
11.88,-26.891
12.11,-19.766
12.34,-22.345
12.53,-23.689
12.74,-31.025
12.86,-34.465
12.91,-19.747
13.35,-29.29
13.54,-30.483
13.74,-25.123
13.98,-29.113
14.17,-29.376
14.3,-35.57
14.39,-28.64
14.53,-30.448
14.59,-24.938
14.98,-27.177
15.15,-25.604
15.37,-15.133
15.79,-28.61
15.97,-19.36
16.22,-29.009
16.43,-27.258
16.58,-20.507
17.0,-24.993
17.17,-20.607
17.59,-26.911
17.73,-15.8
18.19,-25.048
18.36,-25.599
18.57,-20.388
18.61,-21.955
18.79,-25.633
18.96,-26.34
19.16,-26.218
19.31,-15.122
19.77,-20.977
19.95,-20.896
20.13,-22.262
20.55,-27.475
20.75,-28.855
20.95,-22.879
21.36,-19.155
21.48,-19.149
21.55,-21.741
21.73,-14.477
22.33,-15.302
22.62,-27.059
22.77,-10.364
22.93,-22.398
23.17,-21.609
23.31,-22.694
23.55,-14.631
23.7,-25.653
23.83,-27.484
23.96,-25.448
24.07,-21.458
24.33,-25.057
24.51,-26.07
24.63,-24.449
24.75,-21.364
24.88,-25.561
25.01,-27.752
25.15,-24.737
25.29,-25.075
25.41,-26.199
25.56,-24.091
25.69,-24.84
25.83,-23.505
25.95,-20.099
26.1,-27.129
26.22,-26.382
26.34,-21.641
26.49,-22.874
26.75,-24.987
26.9,-25.384
27.02,-26.361
27.13,-27.209
27.28,-24.383
27.5,-27.382
27.73,-26.292
27.89,-31.178
28.11,-18.512
28.32,-20.868
28.5,-17.786
28.92,-25.472
29.29,-11.641
29.42,-17.139
29.53,-26.926
29.63,-23.341
29.75,-27.015
29.94,-27.161
30.15,-32.116
30.31,-24.575
30.46,-15.317
30.89,-13.263
31.01,-13.765
31.1,-30.305
31.17,-29.863
31.27,-30.588
31.37,-26.625
31.51,-27.808
31.71,-30.036
31.83,-33.99
31.91,-27.072
32.09,-12.513
32.49,-27.386
32.59,-28.128
32.67,-13.886
32.96,-32.407
33.03,-13.612
33.14,-25.335
33.26,-21.647
33.37,-29.368
33.46,-26.44
