,E_pot_sum,E_rot_sum,E_trans_sum,E_kin_sum,cum_E_pot,cum_E_kin,cum_E_rot,cum_E_trans
0,0.3955695176412548,0.04529742370280551,0.41479376278754365,0.46009118649034914,0.3955695176412548,0.46009118649034914,0.04529742370280551,0.41479376278754365
1,0.2706858651117643,0.021141118328077746,0.19668896737246414,0.2178300857005419,0.6662553827530191,0.677921272190891,0.06643854203088326,0.6114827301600078
2,0.11794296178796587,0.004758632494352098,0.04576809195586244,0.050526724450214534,0.784198344540985,0.7284479966411056,0.07119717452523536,0.6572508221158702
3,0.051373355172063345,0.001312426400483931,0.011545235746493186,0.012857662146977115,0.8355716997130483,0.7413056587880827,0.07250960092571929,0.6687960578623633
4,0.02924802883942133,0.00089511551084918,0.0067917491279721595,0.007686864638821339,0.8648197285524697,0.748992523426904,0.07340471643656847,0.6755878069903355
5,0.015363563211801975,0.0007729311009303407,0.00668628468422005,0.007459215785150392,0.8801832917642717,0.7564517392120544,0.07417764753749881,0.6822740916745555
6,0.02600195381088243,0.000703571169870906,0.006995690472910047,0.0076992616427809515,0.9061852455751541,0.7641510008548353,0.07488121870736972,0.6892697821474656
7,0.024954310766820753,0.0004538070175198114,0.004633197945187574,0.005087004962707385,0.9311395563419749,0.7692380058175428,0.07533502572488952,0.6939029800926532
8,0.010190063235546484,0.00021813123544964832,0.0020016034893919877,0.002219734724841636,0.9413296195775214,0.7714577405423844,0.07555315696033917,0.6959045835820451
9,0.02397987567000729,0.0002676334614492837,0.0024086459601281684,0.0026762794215774524,0.9653094952475286,0.7741340199639618,0.07582079042178845,0.6983132295421732
10,0.03763898113569217,0.0005126574418072986,0.0049378455892172025,0.005450503031024501,1.0029484763832208,0.7795845229949863,0.07633344786359575,0.7032510751313904
11,0.042445538019193846,0.0006011550581414424,0.0058706830599866144,0.0064718381181280565,1.0453940144024148,0.7860563611131143,0.07693460292173719,0.709121758191377
12,0.0420391552644209,0.0005539538488541081,0.005358481066307725,0.005912434915161833,1.0874331696668356,0.7919687960282761,0.0774885567705913,0.7144802392576848
13,0.03920988208993624,0.0004596965965117958,0.004463219840814459,0.0049229164373262545,1.1266430517567718,0.7968917124656023,0.07794825336710309,0.7189434590984992
14,0.03873459302559938,0.00043468904078943827,0.004268194886750541,0.0047028839275399794,1.1653776447823712,0.8015945963931422,0.07838294240789254,0.7232116539852498
15,0.04233609853844776,0.0005284388136538459,0.005190279035756854,0.0057187178494107,1.207713743320819,0.8073133142425529,0.07891138122154638,0.7284019330210066
16,0.04739885526461798,0.0006752941546449838,0.0066445496464200005,0.007319843801064985,1.255112598585437,0.8146331580436179,0.07958667537619137,0.7350464826674267
17,0.04875499602292188,0.0007356018702795512,0.007231496254956828,0.00796709812523638,1.3038675946083589,0.8226002561688542,0.08032227724647091,0.7422779789223835
18,0.042551832921124605,0.000604799381324621,0.005922037253489724,0.006526836634814345,1.3464194275294834,0.8291270928036686,0.08092707662779554,0.7482000161758732
19,0.028861240060333623,0.0003705253766223135,0.003599233733849827,0.003969759110472141,1.375280667589817,0.8330968519141407,0.08129760200441785,0.751799249909723
20,0.020115829326903683,0.0003485156496239349,0.00338595136442745,0.003734467014051385,1.3953964969167207,0.8368313189281921,0.08164611765404178,0.7551852012741505
21,0.021568346072766392,0.00036439210417378413,0.0035184777071953343,0.0038828698113691188,1.4169648429894872,0.8407141887395612,0.08201050975821557,0.7587036789813458
22,0.025640725423724184,0.0002617626461665412,0.002407220284916104,0.0026689829310826453,1.4426055684132113,0.8433831716706438,0.0822722724043821,0.761110899266262
23,0.032347501243844494,0.0004185895530757867,0.0038706732571484534,0.00428926281022424,1.4749530696570559,0.847672434480868,0.0826908619574579,0.7649815725234104
24,0.03783426417673398,0.0005051449925135893,0.004720796892377185,0.005225941884890775,1.5127873338337898,0.8528983763657588,0.08319600694997148,0.7697023694157875
25,0.033753308792583404,0.0004070701286298243,0.0038540362202240845,0.004261106348853908,1.5465406426263733,0.8571594827146127,0.0836030770786013,0.7735564056360116
26,0.026087924090297934,0.0002674738554078501,0.0025898731535898096,0.0028573470089976595,1.5726285667166713,0.8600168297236104,0.08387055093400915,0.7761462787896014
27,0.019022778798274305,0.0001740279310371606,0.001636356940458366,0.0018103848714955265,1.5916513455149457,0.8618272145951059,0.08404457886504631,0.7777826357300598
28,0.014417733835500147,0.00013802342569309463,0.0011520583671790906,0.0012900817928721852,1.6060690793504457,0.8631172963879781,0.0841826022907394,0.7789346940972389
29,0.014899566879026317,0.00016220102780285545,0.0012357053908139807,0.001397906418616836,1.6209686462294721,0.8645152028065949,0.08434480331854226,0.7801703994880529
30,0.02051106341477682,0.00022426061386776554,0.0016723048938471893,0.001896565507714955,1.641479709644249,0.8664117683143099,0.08456906393241002,0.7818427043819001
31,0.024442026586016435,0.00029278978200497543,0.002181768604143439,0.0024745583861484144,1.6659217362302654,0.8688863267004583,0.084861853714415,0.7840244729860435
32,0.019641955681970913,0.00024482622708047787,0.0017078896501376228,0.0019527158772181007,1.6855636919122363,0.8708390425776764,0.08510667994149548,0.7857323626361811
33,0.00988054881479333,0.0002192670536619183,0.0017317641452351405,0.0019510311988970588,1.6954442407270296,0.8727900737765735,0.0853259469951574,0.7874641267814162
34,0.018791194590671897,0.00024052413567732445,0.0022740837820034434,0.002514607917680768,1.7142354353177014,0.8753046816942542,0.08556647113083472,0.7897382105634196
35,0.01482886760812585,0.00025775677767892017,0.002593576695436077,0.002851333473114997,1.7290643029258272,0.8781560151673692,0.08582422790851364,0.7923317872588557
