,Name,Duration,Participant,Music_Imp,Dance_Imp,Baile_Level,Guitarra_Level,Step,Artist,Imp_subj,Imp_avg,Flow_subj,Flow_avg,CTW,LZ,Assigned_Cat,Rounds,Q1a,Q1b,Q2a,Q2b,Q2c,Q2d,Q2e,Q2f,Q2g,Q2h,Q2i,Q2j,Q3a,Q3b,Q4a,Q4b,Q4c,Q5a,Q5b,Q6a,Q6b,Abs_Av,Perf_Av,SFS,Dance_mode,Music_mode,Palo,MIR_entropy,MIR_entropy_avg,MIR_rms,MIR_rms_avg,MIR_novelty,MIR_novelty_avg,var_entropy,var_entropy_avg,MIR_entropy,MIR_entropy_avg,MIR_rms,MIR_rms_avg,MIR_novelty,MIR_novelty_avg,var_entropy,var_entropy_avg,LZ,CTW,LZ_avg,CTW_avg,p_LZ,p_CTW,p_LZ_avg,p_CTW_avg,p_MIR_entropy,p_MIR_entropy_avg,p_MIR_rms,p_MIR_rms_avg,p_MIR_novelty,p_MIR_novelty_avg,p_var_entropy,p_var_entropy_avg,g_LZ,g_CTW,g_LZ_avg,g_CTW_avg,g_MIR_entropy,g_MIR_entropy_avg,g_MIR_rms,g_MIR_rms_avg,g_MIR_novelty,g_MIR_novelty_avg,g_var_entropy,g_var_entropy_avg,annot_frac,number,Condition,Pair
10,P3_D5_G1_M5_R1_T1,10.6,P3,MI,DI,Z3,A2,2.27,P,3.825072854566274,4.805555555555555,3.3482184040237573,5.131578947368421,0.09658932426347117,0.0829743815255892,IMP1,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.7248130362582281,0.7246247009487782,0.006800982061782187,0.008552928712222801,0.19045374759652936,0.3155787177192854,51.9341486985689,51.727404319257666,0.7248130362582281,0.7246247009487782,0.006800982061782187,0.008552928712222801,0.19045374759652936,0.3155787177192854,51.9341486985689,51.727404319257666,0.0829743815255892,0.09658932426347117,0.16838918603722516,0.21780164004117014,0.1066813476757575,0.13522736701080199,0.14099406184047486,0.18267551642255497,0.7644299747854052,0.8014427468260309,0.004269833773634153,0.005508020122987453,0.22116148314625408,0.3975775687881136,19.220712405177064,15.44887722180936,0.3088878236624875,0.36234926422024616,0.1607009361789275,0.2797503466033338,0.6209411201663542,0.6673190320001422,0.0031391146742560743,0.0016497109971077431,0.5772275472088433,0.5272054292445313,16.937845174225988,15.052602436922825,,10,D5_M5,P3_G1
11,P3_D5_G1_M5_R1_T1,10.8,P3,MI,DI,Z3,A2,2.28,P,3.949403686043067,4.805555555555555,2.4223291434134966,5.131578947368421,0.24393203875136785,0.19244478404254306,IMP1,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.7474240834574309,0.7246247009487782,0.010225266893459463,0.008552928712222801,0.29886352756373563,0.3155787177192854,52.41220417239084,51.727404319257666,0.7474240834574309,0.7246247009487782,0.010225266893459463,0.008552928712222801,0.29886352756373563,0.3155787177192854,52.41220417239084,51.727404319257666,0.19244478404254306,0.24393203875136785,0.16838918603722516,0.21780164004117014,0.05857015166512177,0.06396602402929824,0.14099406184047486,0.18267551642255497,0.7879170482311587,0.8014427468260309,0.0055061030976490885,0.005508020122987453,0.5021496115548576,0.3975775687881136,18.27738862451648,15.44887722180936,0.12271841301263613,0.24236243300027424,0.1607009361789275,0.2797503466033338,0.7214877696774377,0.6673190320001422,0.0023588540294255823,0.0016497109971077431,0.5189055142232636,0.5272054292445313,13.808899121674791,15.052602436922825,,11,D5_M5,P3_G1
12,P3_D5_G1_M5_R1_T1,11.4,P3,MI,DI,Z3,A2,2.29,P,2.307560826103032,4.805555555555555,2.987688739343834,5.131578947368421,0.1378851815394957,0.1234156767229352,IMP0,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.7445930305143998,0.7246247009487782,0.007506461310022325,0.008552928712222801,0.27748579790428834,0.3155787177192854,51.555802090625434,51.727404319257666,0.7445930305143998,0.7246247009487782,0.007506461310022325,0.008552928712222801,0.27748579790428834,0.3155787177192854,51.555802090625434,51.727404319257666,0.1234156767229352,0.1378851815394957,0.16838918603722516,0.21780164004117014,0.15618707110699145,0.17372813800729273,0.14099406184047486,0.18267551642255497,0.7816169551240341,0.8014427468260309,0.00525219481724479,0.005508020122987453,0.31509257371506083,0.3975775687881136,18.876382243783038,15.44887722180936,0.0041835822617944,0.0004299302129161,0.1607009361789275,0.2797503466033338,0.7417364041184229,0.6673190320001422,0.00036322802986007947,0.0016497109971077431,0.4245738715287367,0.5272054292445313,11.229711169145562,15.052602436922825,,12,D5_M5,P3_G1
13,P3_D5_G1_M5_R1_T1,10.5,P3,MI,DI,Z2,A2,2.3,P,2.4474322244928786,4.805555555555555,4.3052500649842775,5.131578947368421,0.3530921049869274,0.31097961479338476,IMP0,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.7710858326380043,0.7246247009487782,0.014125943197765809,0.008552928712222801,0.19250797355637445,0.3155787177192854,54.30439067657485,51.727404319257666,0.7710858326380043,0.7246247009487782,0.014125943197765809,0.008552928712222801,0.19250797355637445,0.3155787177192854,54.30439067657485,51.727404319257666,0.31097961479338476,0.3530921049869274,0.16838918603722516,0.21780164004117014,0.30330971398009504,0.41813826030828416,0.14099406184047486,0.18267551642255497,0.800690966638101,0.8014427468260309,0.011322263204498655,0.005508020122987453,0.19017330571630295,0.3975775687881136,22.034100623397666,15.44887722180936,0.03207413067375717,0.05181209219354604,0.1607009361789275,0.2797503466033338,0.7609165593445562,0.6673190320001422,0.0002738271646216316,0.0016497109971077431,0.6153577588857626,0.5272054292445313,12.254108467552333,15.052602436922825,,13,D5_M5,P3_G1
14,P3_D5_G1_M5_R1_T1,8.8,P3,MI,DI,Z2,A1,2.31,P,2.7707651106950024,4.805555555555555,4.6721996087493345,5.131578947368421,0.5494251743814372,0.3671093434724598,IMP0,3.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.7954028010023654,0.7246247009487782,0.016114981228067825,0.008552928712222801,0.22930283739205062,0.3155787177192854,54.30465652021061,51.727404319257666,0.7954028010023654,0.7246247009487782,0.016114981228067825,0.008552928712222801,0.22930283739205062,0.3155787177192854,54.30465652021061,51.727404319257666,0.3671093434724598,0.5494251743814372,0.16838918603722516,0.21780164004117014,0.2782082204093285,0.3919281894476092,0.14099406184047486,0.18267551642255497,0.8275040255469752,0.8014427468260309,0.010895485171063053,0.005508020122987453,0.31763387040385344,0.3975775687881136,21.51857501738442,15.44887722180936,0.15897612594818775,0.24483655227967113,0.1607009361789275,0.2797503466033338,0.7319246022345826,0.6673190320001422,0.002014225548082093,0.0016497109971077431,0.59274187386257,0.5272054292445313,16.0008545668565,15.052602436922825,,14,D5_M5,P3_G1
15,P3_D5_G1_M5_R1_T1,15.9,P3,MI,DI,Z3,A1,2.32,P,4.914616256476347,4.805555555555555,6.080674424579712,5.131578947368421,0.7362045707143033,0.6944746554578728,IMP1,6.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.8057250048993853,0.7246247009487782,0.023479618905078437,0.008552928712222801,0.28539659609106494,0.3155787177192854,54.29136717529154,51.727404319257666,0.8057250048993853,0.7246247009487782,0.023479618905078437,0.008552928712222801,0.28539659609106494,0.3155787177192854,54.29136717529154,51.727404319257666,0.6944746554578728,0.7362045707143033,0.16838918603722516,0.21780164004117014,0.3739076646478758,0.45342239091087,0.14099406184047486,0.18267551642255497,0.8383989157938502,0.8014427468260309,0.01623373118297382,0.005508020122987453,0.3315964659323489,0.3975775687881136,20.83386179530329,15.44887722180936,0.1793710894744355,0.30253794960567004,0.1607009361789275,0.2797503466033338,0.748733325528527,0.6673190320001422,0.0021850214220390154,0.0016497109971077431,0.5060232262592259,0.5272054292445313,15.487285296486787,15.052602436922825,,15,D5_M5,P3_G1
16,P3_D5_G1_M5_R1_T1,5.4,P3,MI,DI,Z3,A1,2.33,P,6.330207244256108,4.805555555555555,6.673556937674528,5.131578947368421,0.9401694403019208,0.4915709157608437,IMP2,2.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.7808025836912245,0.7246247009487782,0.02513171795942695,0.008552928712222801,1.037400345002471,0.3155787177192854,55.56485193661037,51.727404319257666,0.7808025836912245,0.7246247009487782,0.02513171795942695,0.008552928712222801,1.037400345002471,0.3155787177192854,55.56485193661037,51.727404319257666,0.4915709157608437,0.9401694403019208,0.16838918603722516,0.21780164004117014,0.4999380802844325,1.0633446172183616,0.14099406184047486,0.18267551642255497,0.8178196630074305,0.8014427468260309,0.02080263962087505,0.005508020122987453,0.955896097734392,0.3975775687881136,23.272710814712447,15.44887722180936,0.010458955654486,0.0050842308176446,0.1607009361789275,0.2797503466033338,0.7903998719435459,0.6673190320001422,0.0004660051567743744,0.0016497109971077431,0.9129958844040508,0.5272054292445313,14.240644450004783,15.052602436922825,,16,D5_M5,P3_G1
17,P11_D6_G6_M6_R1_T2,6.8,G6,MC,DC,Z2,A1,16.1,G,4.0,4.0,4.908118128138897,4.2,0.0133315910033326,0.0167343290471776,IMP1,1.0,3,4,6,5,2,2,5,5,6.0,6,6,2,5,5,6.0,5.0,5.0,6.0,5.0,5.0,6.0,3.75,5.0,4.375,D6,M6,R1,0.7553073366387395,0.7087230024437903,0.007379423391476922,0.026072448969247354,0.2805759852811117,0.5216700296992173,51.386415885106615,53.60739208317223,0.7553073366387395,0.7087230024437903,0.007379423391476922,0.026072448969247354,0.2805759852811117,0.5216700296992173,51.386415885106615,53.60739208317223,0.0167343290471776,0.0133315910033326,0.16530014564624904,0.2081998864520062,0.0240555980053178,0.0191582811920797,0.1373609509289166,0.17500136753192888,0.7627977343415048,0.752117800892984,0.007261937307658975,0.017925961471474027,0.26165385993390994,0.4167631952975418,19.28023269948151,21.87643973874555,0.0041835822617944,0.0004299302129161,0.18407761951895424,0.2361839082320469,,0.6299541652709129,6.128388236521933e-05,0.008228339991929831,0.6936487390904352,0.4442595262415202,44.05687178606009,48.13726927021716,,0,D6_M6,P11_G6
18,P11_D6_G6_M6_R1_T2,7.0,G6,MC,DC,Z2,A1,16.2,G,4.0,4.0,5.0,4.2,0.04831518797644165,0.0397440314870469,IMP1,1.0,3,4,6,5,2,2,5,5,6.0,6,6,2,5,5,6.0,5.0,5.0,6.0,5.0,5.0,6.0,3.75,5.0,4.375,D6,M6,R1,0.7577709125499678,0.7087230024437903,0.008040720870919444,0.026072448969247354,0.9207579373133525,0.5216700296992173,52.14152690048956,53.60739208317223,0.7577709125499678,0.7087230024437903,0.008040720870919444,0.026072448969247354,0.9207579373133525,0.5216700296992173,52.14152690048956,53.60739208317223,0.0397440314870469,0.04831518797644165,0.16530014564624904,0.2081998864520062,0.03660634479070105,0.038226190755694146,0.1373609509289166,0.17500136753192888,0.765524570841178,0.752117800892984,0.007889695238752594,0.017925961471474027,0.789028286919094,0.4167631952975418,20.033466790159927,21.87643973874555,0.0041835822617944,0.0004299302129161,0.18407761951895424,0.2361839082320469,,0.6299541652709129,6.123197018038234e-05,0.008228339991929831,1.1874863792076469,0.4442595262415202,44.131857845844095,48.13726927021716,,1,D6_M6,P11_G6
19,P11_D6_G6_M6_R1_T2,6.5,G6,MC,DC,Z3,A1,16.3,G,4.0,4.0,5.0,4.2,0.07952579942355495,0.06275373392691619,IMP1,1.0,3,4,6,5,2,2,5,5,6.0,6,6,2,5,5,6.0,5.0,5.0,6.0,5.0,5.0,6.0,3.75,5.0,4.375,D6,M6,R1,0.7490956538557398,0.7087230024437903,0.02450525720502207,0.026072448969247354,0.2562198846739582,0.5216700296992173,52.9277052099389,53.60739208317223,0.7490956538557398,0.7087230024437903,0.02450525720502207,0.026072448969247354,0.2562198846739582,0.5216700296992173,52.9277052099389,53.60739208317223,0.06275373392691619,0.07952579942355495,0.16530014564624904,0.2081998864520062,0.21440859091696374,0.24870600817787425,0.1373609509289166,0.17500136753192888,0.758181047873968,0.752117800892984,0.02429689296006195,0.017925961471474027,0.24674485714172273,0.4167631952975418,22.63501023565411,21.87643973874555,0.0041835822617944,0.0004299302129161,0.18407761951895424,0.2361839082320469,,0.6299541652709129,6.305281228948395e-05,0.008228339991929831,0.33559992761706464,0.4442595262415202,44.2828746520831,48.13726927021716,,2,D6_M6,P11_G6
20,P11_D6_G6_M6_R1_T2,6.8,G6,MC,DC,Z3,A1,16.4,G,4.0,4.0,5.0,4.2,0.15443378660646467,0.12132388559203795,IMP1,1.0,3,4,6,5,2,2,5,5,6.0,6,6,2,5,5,6.0,5.0,5.0,6.0,5.0,5.0,6.0,3.75,5.0,4.375,D6,M6,R1,0.7476461551124215,0.7087230024437903,0.027761677253596996,0.026072448969247354,0.25168369168343496,0.5216700296992173,53.50892889344582,53.60739208317223,0.7476461551124215,0.7087230024437903,0.027761677253596996,0.026072448969247354,0.25168369168343496,0.5216700296992173,53.50892889344582,53.60739208317223,0.12132388559203795,0.15443378660646467,0.16530014564624904,0.2081998864520062,0.2991261317183006,0.3467319460432163,0.1373609509289166,0.17500136753192888,0.756149454207193,0.752117800892984,0.027584181009727548,0.017925961471474027,0.24185424609057013,0.4167631952975418,22.811285685820444,21.87643973874555,0.0041835822617944,0.0004299302129161,0.18407761951895424,0.2361839082320469,,0.6299541652709129,6.345390694173499e-05,0.008228339991929831,0.22797532502935294,0.4442595262415202,44.23394536208322,48.13726927021716,,3,D6_M6,P11_G6
21,P11_D6_G6_M6_R1_T2,7.5,G6,MC,DC,Z3,A1,16.5,G,4.0,4.0,5.0,4.2,0.26750809612343107,0.2238216510060011,IMP1,1.0,3,4,6,5,2,2,5,5,6.0,6,6,2,5,5,6.0,5.0,5.0,6.0,5.0,5.0,6.0,3.75,5.0,4.375,D6,M6,R1,0.7481850202181669,0.7087230024437903,0.03468027304494506,0.026072448969247354,0.29838744750914764,0.5216700296992173,54.859227864045664,53.60739208317223,0.7481850202181669,0.7087230024437903,0.03468027304494506,0.026072448969247354,0.29838744750914764,0.5216700296992173,54.859227864045664,53.60739208317223,0.2238216510060011,0.26750809612343107,0.16530014564624904,0.2081998864520062,0.34305374546714196,0.3857756367471602,0.1373609509289166,0.17500136753192888,0.7568342259656465,0.752117800892984,0.034420723290267255,0.017925961471474027,0.2829783865837719,0.4167631952975418,23.883916364234825,21.87643973874555,0.0041835822617944,0.0004299302129161,0.18407761951895424,0.2361839082320469,,0.6299541652709129,6.476689354422542e-05,0.008228339991929831,0.23772258366349963,0.4442595262415202,44.44541528657446,48.13726927021716,,4,D6_M6,P11_G6
