,t0,LZ,dt_LZ,IOI
0.0,0.0,0.023931568569324175,0.0,1.0
4.0,4.0,0.008974338213496566,-0.0037393075889569022,2.0
8.0,8.0,0.029914460711655218,0.005235030624539663,0.5
12.0,12.0,0.011965784284662087,-0.004487169106748283,4.0
16.0,16.0,0.014957230355827609,0.0007478615177913804,2.0
20.0,20.0,0.017948676426993132,0.0007478615177913808,0.5714285714285714
24.0,24.0,0.023931568569324175,0.0014957230355827607,0.5
28.0,28.0,0.023931568569324175,0.0,0.5
32.0,32.0,0.053846029280979396,0.007478615177913805,0.1111111111111111
36.0,36.0,0.06282036749447596,0.0022435845533741415,0.14285714285714285
40.0,40.0,0.04786313713864835,-0.003739307588956903,0.2
44.0,44.0,0.04786313713864835,0.0,0.21052631578947367
48.0,48.0,0.053846029280979396,0.0014957230355827616,0.12121212121212122
52.0,52.0,0.059828921423310436,0.0014957230355827598,0.12121212121212122
56.0,56.0,0.056837475352144916,-0.0007478615177913799,0.13333333333333333
60.0,60.0,0.05085458320981387,-0.0014957230355827616,0.19047619047619047
64.0,64.0,0.005982892142331044,-0.011217922766870706,0.0
68.0,68.0,0.023931568569324175,0.004487169106748283,0.5714285714285714
72.0,72.0,0.014957230355827609,-0.0022435845533741415,1.3333333333333333
76.0,76.0,0.02094012249815865,0.0014957230355827607,0.5714285714285714
80.0,80.0,0.023931568569324175,0.0007478615177913808,0.5
84.0,84.0,0.0418802449963173,0.004487169106748282,0.16
88.0,88.0,0.04487169106748283,0.0007478615177913817,0.14285714285714285
92.0,92.0,0.04487169106748283,0.0,0.12903225806451613
96.0,96.0,0.056837475352144916,0.0029914460711655214,0.13333333333333333
100.0,100.0,0.05085458320981387,-0.0014957230355827616,0.125
104.0,104.0,0.053846029280979396,0.0007478615177913817,0.10810810810810811
108.0,108.0,0.04487169106748283,-0.0022435845533741415,0.15384615384615385
112.0,112.0,0.04786313713864835,0.0007478615177913799,0.19047619047619047
116.0,116.0,0.06282036749447596,0.003739307588956903,0.13333333333333333
120.0,120.0,0.04487169106748283,-0.004487169106748283,0.3076923076923077
124.0,124.0,0.026923014640489698,-0.004487169106748283,0.5
128.0,128.0,0.017948676426993132,-0.0022435845533741415,0.6666666666666666
132.0,132.0,0.035897352853986264,0.004487169106748283,0.2222222222222222
136.0,136.0,0.03290590678282074,-0.0007478615177913817,0.26666666666666666
140.0,140.0,0.053846029280979396,0.005235030624539665,0.14814814814814814
144.0,144.0,0.05085458320981387,-0.0007478615177913817,0.18181818181818182
148.0,148.0,0.0418802449963173,-0.0022435845533741415,0.13793103448275862
152.0,152.0,0.04786313713864835,0.0014957230355827616,0.13333333333333333
156.0,156.0,0.056837475352144916,0.0022435845533741415,0.13793103448275862
160.0,160.0,0.04487169106748283,-0.0029914460711655214,0.21052631578947367
164.0,164.0,0.03290590678282074,-0.002991446071165523,0.36363636363636365
