"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
2.3,9.1,6.8,"Salida Palmas","1","16.1","MC","DC","Z2","A1","16.1"
9.1,16.1,7.0,"Palmas","1","16.2","MC","DC","Z2","A1","16.2"
16.1,22.6,6.5,"Escobilla","1","16.3","MC","DC","Z3","A1","16.3"
22.6,29.4,6.8,"Escobilla","1","16.4","MC","DC","Z3","A1","16.4"
29.5,37.0,7.5,"Escobilla","1","16.5","MC","DC","Z3","A1","16.5"
37.0,43.5,6.5,"Escobilla","1","16.6","MC","DC","Z3","A1","16.6"
43.5,49.9,6.4,"Escobilla","1","16.7","MC","DC","Z3","A1","16.7"
50.0,56.3,6.3,"Escobilla","1","16.8","MC","DC","Z3","A1","16.8"
56.3,62.8,6.5,"Letra","1","16.10","MC","DC","Z1","A2","16.10"
62.8,69.7,6.9,"Letra","1","16.11","MC","DC","Z2","A2","16.11"
69.7,72.8,3.1,"Cierre","1","16.12","MC","DC","Z2","A2","16.12"
72.8,79.6,6.8,"Llamada","1","16.15","MC","DC","Z3","A1","16.32"
79.6,86.3,6.7,"Falseta","1","16.16","MC","DC","Z3","A3","16.33"
86.3,92.9,6.6,"Falseta","1","16.17","MC","DC","Z2","A3","16.34"
92.9,96.2,3.3,"Cierre","1","16.18","MC","DC","Z3","A2","16.18"
96.2,102.8,6.6,"Falseta","1","16.19","MC","DC","Z3","A3","16.35"
102.8,107.3,4.5,"Falseta","0.75","16.20","MC","DC","Z2","A3","16.36"
107.3,114.2,6.9,"Llamada","1","16.21","MC","DC","Z3","A1","16.21"
114.2,120.6,6.4,"Pies","1","16.22","MC","DC","Z2","A1","16.37"
120.6,127.5,6.9,"Remate","1","16.23","MC","DC","Z3","A1","16.38"
127.5,132.1,4.6,"Interludio","1","16.34","MI","DI","Z2","A1","16.39"
132.1,138.6,6.5,"Falseta","1","16.28","MC","DC","Z1","A3","16.28"
138.6,144.9,6.3,"Falseta","1","16.29","MC","DC","Z1","A3","16.29"
144.9,151.5,6.6,"Falseta","1","16.30","MC","DC","Z1","A1","16.30"
151.5,157.5,6.0,"Escobilla","1","16.32","MC","DC","Z1","A3","16.40"
157.5,164.0,6.5,"Marcajes","1","16.33","MC","DC","Z2","A3","16.41"
164.0,172.0,8.0,"Final","1","16.31","MC","DC","Z1","A3","16.42"

