"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
5.3,16.4,11.1,"Salida","1","11.1","MC","DI","Z3","A3","11.20"
16.5,28.0,11.5,"Salida","1","11.1","MC","DI","Z3","A3","11.21"
28.1,39.4,11.3,"Escobilla","1","11.2","MC","DI","Z3","A3","11.22"
39.4,50.1,10.7,"Marcaje","1","11.2","MC","DI","Z2","A3","11.23"
50.2,61.6,11.4,"Marcaje","1","11.20","MI","DC","Z3","A2","11.4"
61.7,73.6,11.9,"Escobilla","1","11.5","MC","DI","Z3","A1","11.24"
73.7,84.0,10.3,"Escobilla","1","11.6","MC","DI","Z3","A1","11.25"
84.0,96.2,12.2,"Respiro","1","11.10","MC","DI","Z2","A2","11.26"
96.2,107.5,11.3,"Marcaje Pies","1","11.21","MI","DI","Z3","A1","11.27"
107.6,119.2,11.6,"Movimientos","1","11.14","MC","DI","Z1","A1","11.28"
119.3,130.8,11.5,"Marcaje","1","11.22","MI","DI","Z2","A2","11.29"
130.9,141.7,10.8,"Escobilla","1","11.23","MI","DI","Z3","A1","11.30"
141.7,153.9,12.2,"Respiro","1","11.24","MI","DI","Z1","A2","11.31"
153.9,165.6,11.7,"Respiro","1","11.25","MI","DI","Z2","A2","11.32"
165.7,176.5,10.8,"Marcaje","1","11.26","MI","DI","Z2","A1","11.33"
176.6,188.0,11.4,"Marcaje","1","11.27","MI","DI","Z2","A2","11.34"
188.0,197.8,9.8,"Escobilla","1","11.18","MC","DI","Z3","A1","11.35"
197.9,207.9,10.0,"Llamada Cierre","1","11.19","MC","DI","Z3","A1","11.36"

