"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
7.4,12.5,5.1,"Salida","1","21.21","MC","DI","Z1","A1","21.35"
12.5,22.0,9.5,"Salida Palmas","2","21.1","MC","DI","Z2","A3","21.36"
22.0,31.7,9.7,"Salida","2","21.2","MC","DI","Z2","A3","21.37"
31.7,41.3,9.6,"Escobilla","2","21.3","MC","DI","Z3","A1","21.38"
41.3,50.0,8.7,"Escobilla","2","21.4","MC","DI","Z3","A1","21.39"
50.0,59.1,9.1,"Escobilla","2","21.26","MI","DI","Z3","A1","21.40"
59.1,64.5,5.4,"Cierre","2","21.5","MC","DI","Z3","A1","21.41"
64.5,73.4,8.9,"Falseta","2","21.6","MC","DI","Z1","A3","21.42"
73.4,83.6,10.2,"Falseta","2","21.7","MC","DI","Z1","A3","21.43"
83.6,90.9,7.3,"Escobilla","2","21.8","MC","DC","Z3","A2","21.8"
90.9,97.5,6.6,"Escobilla","2","21.9","MC","DC","Z3","A2","21.9"
97.5,103.1,5.6,"Escobilla","2","21.10","MC","DI","Z3","A1","21.44"
103.1,109.4,6.3,"Escobilla","2","21.11","MC","DI","Z3","A1","21.45"
109.4,116.1,6.7,"Escobilla","2","21.12","MC","DI","Z3","A1","21.46"
116.1,122.7,6.6,"Cierre","2","21.27","MI","DI","Z3","A1","21.47"
122.7,135.2,12.5,"Falseta","4","21.14","MC","DI","Z2","A3","21.48"
135.2,147.9,12.7,"Falseta","4","21.15","MC","DI","Z3","A3","21.49"
147.9,160.4,12.5,"Falseta","4","21.16","MC","DI","Z3","A3","21.50"
160.4,167.1,6.7,"Llamada Cierre","2","21.28","MI","DI","Z3","A1","21.51"

