"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
2.3,31.9,29.6,"Salida","2","18.32","MI","DI","Z1","A3","18.54"
31.9,41.9,10.0,"Salida","1.25","18.33","MI","DI","Z3","A1","18.55"
41.9,54.1,12.2,"Marcajes Palma","2","18.34","MI","DI","Z2","A3","18.56"
54.1,66.1,12.0,"Marcaje","2","18.35","MI","DI","Z1","A2","18.57"
66.1,77.9,11.8,"Marcaje","2","18.36","MI","DI","Z2","A2","18.58"
77.9,91.7,13.8,"Llamada cierre","2.5","18.12","MC","DC","Z3","A1","18.12"
91.7,97.4,5.7,"Respiro","1","18.13","MC","DC","Z1","A2","18.13"
97.4,108.3,10.9,"Falseta","2","18.37","MI","DI","Z2","A3","18.59"
108.3,125.4,17.1,"Marcajes","3","18.38","MI","DI","Z2","A3","18.60"
125.4,131.2,5.8,"Baile","1","18.39","MI","DI","Z1","A2","18.61"
131.2,148.4,17.2,"Baile Marcajes","3","18.40","MI","DI","Z2","A3","18.62"
148.4,158.4,10.0,"Falseta","2","18.14","MC","DI","Z2","A2","18.63"
158.4,169.5,11.1,"Llamada Cierre","2","18.15","MC","DC","Z3","A1","18.64"
169.5,185.7,16.2,"Bajada Falseta","2","18.41","MC","DI","Z1","A3","18.65"
185.7,204.9,19.2,"Final","2","18.43","MC","DI","Z1","A3","18.66"

