"Begin Time - ss.msec";"End Time - ss.msec";"Duration - ss.msec";"Sequence";"Bloques";"Step";"Music_Mode";"Category";"Baile";"Guitarra"
3.2;9.7;6.5;"Introduction";"1";"5.1";"MC";"DC";"Z1";"A1"
9.8;22.5;12.7;"Salida";"2";"5.2";"MC";"DI";"Z1";"A3"
22.5;29.1;6.6;"Marcaje";"1";"5.3";"MC";"DI";"Z2";"A3"
29.2;35.4;6.2;"Marcaje Baile";"1";"5.3";"MC";"DI";"Z1";"A3"
35.5;39.0;3.5;"Cierre";"0.5";"5.4";"MC";"DI";"Z2";"A1"
39.1;45.7;6.6;"Marcaje Pitos";"1";"5.5";"MC";"DI";"Z2";"A1"
45.8;59.4;13.6;"Marcaje";"2";"5.6";"MC";"DC";"Z2";"A1"
59.5;67.6;8.1;"Cierre";"1";"5.7";"MC";"DC";"Z3";"A1"
67.7;74.3;6.6;"Marcaje";"1";"5.8";"MC";"DI";"Z1";"A1"
74.4;81.2;6.8;"Marcaje";"1";"5.9";"MC";"DI";"Z1";"A1"
81.3;89.4;8.1;"Marcaje";"1";"5.10";"MC";"DI";"Z2";"A1"
89.5;96.3;6.8;"Marcaje";"1";"5.11";"MC";"DI";"Z2";"A1"
96.4;102.9;6.5;"Marcaje Cierre";"1";"5.12";"MC";"DI";"Z2";"A1"
103.0;109.7;6.7;"Respiro Pitos";"1";"5.13";"MC";"DI";"Z2";"A1"
109.8;119.5;9.7;"Llamada Cierre";"1";"5.14";"MC";"DI";"Z3";"A1"

