"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
5.4,11.8,6.4,"Salida","1","12.1","MC","DC","Z2","A1","12.1"
11.8,17.5,5.7,"Pies","1","12.2","MC","DI","Z3","A1","12.23"
17.6,23.6,6.0,"Pies","1","12.3","MC","DI","Z3","A1","12.24"
23.7,29.1,5.4,"Pies","1","12.4","MC","DI","Z3","A1","12.25"
29.1,35.0,5.9,"Pies","1","12.5","MC","DI","Z3","A1","12.26"
35.1,40.2,5.1,"Subida","1","12.6","MC","DI","Z3","A1","12.27"
40.3,47.4,7.1,"Subida","2","12.7","MC","DI","Z3","A1","12.28"
47.4,51.1,3.7,"Subida","1","12.8","MC","DI","Z3","A1","12.29"
51.2,55.0,3.8,"Cierre","1","12.6","MC","DC","Z3","A1","12.6"
55.1,57.3,2.2,"Cierre","0.5","12.7","MC","DC","Z1","A1","12.7"
57.4,64.0,6.6,"Respiro","1","12.8","MC","DC","Z1","A2","12.8"
64.0,70.3,6.3,"Marcaje","1","12.9","MC","DC","Z1","A3","12.9"
70.4,77.0,6.6,"Pies","1","12.10","MC","DI","Z3","A2","12.30"
77.1,82.8,5.7,"Llamada Cierre","1","12.11","MC","DI","Z3","A1","12.31"
82.9,89.1,6.2,"Paseo","1","12.12","MC","DC","Z1","A3","12.12"
89.1,100.0,10.9,"Paseo Marcaje","1","12.13","MC","DC","Z1","A3","12.13"
100.0,106.3,6.3,"Marcaje","1","12.14","MC","DI","Z2","A3","12.32"
106.4,112.1,5.7,"Escobilla","1","12.15","MC","DC","Z3","A1","12.15"
112.2,117.2,5.0,"Escobilla","1","12.16","MC","DC","Z3","A1","12.16"
117.3,121.8,4.5,"Subida","1","12.17","MC","DC","Z3","A1","12.17"
121.9,126.0,4.1,"Subida","1","12.18","MC","DC","Z3","A1","12.18"
126.0,130.7,4.7,"Llamada","1","12.19","MC","DC","Z3","A1","12.19"
130.8,133.8,3.0,"Cierre","0.5","12.20","MC","DC","Z2","A1","12.20"

