"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
5.0,12.3,7.3,"Salida Palmas","1","12.1","MC","DC","Z2","A1","12.1"
12.3,18.6,6.3,"Escobilla","1","12.2","MC","DC","Z3","A1","12.2"
18.7,24.6,5.9,"Escobilla","1","12.3","MC","DC","Z3","A1","12.3"
24.7,30.6,5.9,"Escobilla","1","12.4","MC","DC","Z3","A1","12.4"
30.6,36.5,5.9,"Escobilla","1","12.5","MC","DC","Z3","A1","12.5"
36.6,42.7,6.1,"Llamada","1","12.6","MC","DC","Z3","A1","12.6"
42.7,45.8,3.1,"Cierre","0.5","12.7","MC","DC","Z3","A1","12.7"
45.8,52.6,6.8,"Respiro","1","12.8","MC","DC","Z1","A2","12.8"
52.7,60.4,7.7,"Marcaje Paseo","1","12.9","MC","DC","Z2","A3","12.9"
60.5,66.9,6.4,"Letra Pies","1","12.10","MC","DC","Z3","A1","12.10"
66.9,72.9,6.0,"Cierre","1","12.11","MC","DC","Z3","A1","12.11"
73.0,79.9,6.9,"Paseo","1","12.12","MC","DC","Z1","A3","12.12"
79.9,79.9,0.0,"Respiro Paseo Paseo",,,,,,,
80.0,90.9,10.9,"Paseo","2","12.13","MC","DC","Z1","A3","12.13"
91.0,97.0,6.0,"Escobilla","1","12.14","MC","DI","Z3","A2","12.21"
97.0,101.9,4.9,"Subida","1","12.15","MC","DI","Z3","A1","12.22"
102.0,106.2,4.2,"Subida","1","12.16","MC","DC","Z3","A1","12.16"
106.3,110.4,4.1,"Subida","1","2.17","MC","DC","Z3","A1","12.17"
110.5,114.4,3.9,"Subida","1","2.18","MC","DC","Z3","A1","12.18"
114.4,118.8,4.4,"Llamada","1","2.19","MC","DC","Z3","A1","12.19"
118.9,121.9,3.0,"Cierre","1","2.20","MC","DC","Z2","A1","2.20"

