"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
5.6,13.2,7.6,"Salida","1","14.1","MC","DC","Z1","A1","14.1"
13.3,20.4,7.1,"Letra","1","14.2","MC","DC","Z1","A3","14.2"
20.4,26.8,6.4,"Letra","1","14.3","MC","DC","Z1","A3","14.3"
26.9,35.8,8.9,"Letra","1.25","14.4","MC","DC","Z1","A3","14.4"
35.9,42.2,6.3,"Letra","1","14.5","MC","DC","Z1","A2","14.5"
42.2,49.0,6.8,"Letra","1","14.6","MC","DC","Z1","A2","14.6"
49.1,55.5,6.4,"Llamada Cierre","1","14.7","MC","DC","Z3","A1","14.7"
55.5,62.3,6.8,"Respiro Pies","1","14.8","MC","DC","Z3","A2","14.8"
62.4,68.8,6.4,"Marcajes","1","14.9","MC","DC","Z1","A2","14.9"
68.8,72.1,3.3,"Cierre","0.25","14.10","MC","DC","Z3","A1","14.10"
72.2,78.8,6.6,"Marcaje","1","14.11","MC","DC","Z2","A2","14.11"
78.8,85.5,6.7,"Marcaje","1","14.12","MC","DC","Z2","A2","14.12"
85.5,92.1,6.6,"Escobilla","1","14.13","MC","DC","Z3","A1","14.13"
92.2,98.6,6.4,"Escobilla","1","14.14","MC","DC","Z3","A1","14.14"
98.7,105.1,6.4,"Escobilla","1","14.15","MC","DC","Z3","A1","14.15"
105.2,111.6,6.4,"Escobilla","1","14.16","MC","DC","Z3","A1","14.16"
111.6,115.1,3.5,"Cierre","0.25","14.17","MC","DC","Z3","A1","14.17"

