"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
2.9,8.7,5.8,"Tapeo","1","20.1","MC","DC","Z1","A1","20.1"
8.7,20.4,11.7,"Escobilla","2","20.2","MC","DC","Z3","A1","20.2"
20.4,31.9,11.5,"Escobilla","2","20.3","MC","DC","Z3","A2","20.3"
31.9,37.5,5.6,"Escobilla","1","20.4","MC","DC","Z3","A1","20.4"
37.5,43.0,5.5,"Cierre","1","20.5","MC","DC","Z3","A1","20.5"
43.0,48.7,5.7,"Marcaje","1","20.6","MC","DC","Z2","A1","20.6"
48.7,60.3,11.6,"Falseta","2","20.7","MC","DC","Z1","A3","20.7"
60.3,66.2,5.9,"Falseta","1","20.8","MC","DC","Z1","A3","20.8"
66.2,70.7,4.5,"Marcaje","0.75","20.9","MC","DC","Z2","A3","20.9"
70.7,78.9,8.2,"Marcaje","1.5","20.10","MC","DC","Z2","A2","20.10"
79.0,87.5,8.5,"Escobilla","2","20.11","MC","DC","Z3","A2","20.11"
87.5,96.1,8.6,"Escobilla","2","20.12","MC","DC","Z3","A1","20.12"
96.1,104.7,8.6,"Escobilla Cierre","2","20.13","MC","DC","Z3","A1","20.13"

