"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
6.6,17.3,10.7,"Salida","1","13.1","MC","DC","Z2","A3","13.1"
17.4,28.2,10.8,"Letra","1","13.2","MC","DC","Z1","A3","13.2"
28.2,39.3,11.1,"Letra","1","13.3","MC","DC","Z1","A3","13.3"
39.4,51.9,12.5,"Letra","1","13.4","MC","DC","Z1","A3","13.4"
52.0,63.4,11.4,"Escobilla","1","13.5","MC","DC","Z3","A2","13.5"
63.5,73.7,10.2,"Escobilla","1","13.6","MC","DC","Z3","A1","13.6"
73.8,83.3,9.5,"Respiro Pitos","1","13.7","MC","DC","Z2","A2","13.7"
83.3,94.8,11.5,"Marcaje Pitos","1","13.8","MC","DC","Z2","A2","13.8"
94.9,106.4,11.5,"Marcaje","1","13.9","MC","DC","Z1","A2","13.9"
106.5,118.1,11.6,"Marcaje Pitos","1","13.10","MC","DC","Z2","A2","13.10"
118.1,129.5,11.4,"Marcaje Pies","1","13.11","MC","DC","Z2","A2","13.11"
129.5,141.0,11.5,"Paseo Marcaje","1","13.12","MC","DC","Z2","A2","13.12"
141.15,151.2,10.05,"Pies","1","13.13","MC","DC","Z3","A1","13.13"
151.2,161.4,10.2,"Respiro","1","13.14","MC","DC","Z2","A2","13.14"
161.4,173.2,11.8,"Respiro","1","13.20","MC","DC","Z1","A2","3.21"
173.2,180.9,7.7,"Escobilla","1","3.15","MC","DC","Z3","A1","3.15"
181.0,187.9,6.9,"Escobilla","1","3.16","MC","DC","Z3","A1","3.16"
188.0,194.7,6.7,"Escobilla","1","3.17","MC","DC","Z3","A1","3.17"
194.8,197.8,3.0,"SubIDA","0.5","3.18","MC","DC","Z3","A1","3.18"
197.9,204.4,6.5,"Llamada Cierre","1","3.19","MC","DC","Z3","A1","13.19"

