"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
4.8,12.2,7.4,"Salida","1","22.1","MC","DI","Z2","A1","22.36"
12.2,19.9,7.7,"Letra","1","22.23","MI","DI","Z2","A3","22.37"
19.9,26.9,7.0,"Letra","1","22.24","MI","DI","Z3","A3","22.38"
26.9,40.9,14.0,"Escobilla","2","22.4","MC","DC","Z3","A2","22.39"
40.9,47.8,6.9,"Llamada","2","22.5","MC","DI","Z3","A1","22.40"
47.8,51.3,3.5,"Respiro","2","22.6","MC","DC","Z2","A2","22.6"
51.3,61.4,10.1,"Letra","1.5","22.7","MC","DC","Z2","A3","22.41"
61.4,65.6,4.2,"Cierre","0.5","22.25","MC","DI","Z3","A3","22.42"
65.6,72.1,6.5,"Letra","1","22.8","MC","DI","Z3","A3","22.43"
72.1,85.6,13.5,"Escobilla","2","22.9","MC","DI","Z3","A2","22.44"
85.6,99.2,13.6,"Escobilla","2","22.26","MI","DI","Z3","A2","22.45"
99.2,108.9,9.7,"Escobilla","2","22.10","MC","DC","Z3","A1","22.10"
108.9,116.7,7.8,"Escobilla","2","22.11","MC","DI","Z3","A1","22.46"
116.8,120.9,4.1,"Cierre","2","22.12","MC","DC","Z3","A1","22.12"

