"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
3.4,13.7,10.3,"Salida","1","15.1","MC","DI","Z1","A3","15.31"
13.7,24.1,10.4,"Salida","1","15.2","MC","DI","Z1","A3","15.32"
24.1,34.5,10.4,"Salida","1","15.3","MC","DI","Z1","A3","15.33"
34.5,44.5,10.0,"Llamada","1","15.4","MC","DC","Z3","A3","15.4"
44.6,55.3,10.7,"Letra","1","15.5","MC","DI","Z1","A2","15.34"
55.3,65.6,10.3,"Letra","1","15.5","MC","DI","Z1","A2","15.35"
65.6,76.4,10.8,"Marcajes","1","15.6","MC","DI","Z2","A2","15.36"
76.4,87.2,10.8,"Marcaje, Pies","1","15.7","MC","DI","Z3","A2","15.37"
87.2,92.8,5.6,"Cierre","0.5","15.26","MI","DI","Z2","A2","15.38"
92.9,102.6,9.7,"Balie","1","15.9","MC","DI","Z2","A3","15.39"
102.6,112.8,10.2,"Baile","1","15.10","MC","DI","Z1","A3","15.40"
112.9,124.3,11.4,"Cierre, Respiro","1","15.11","MC","DI","Z3","A1","15.41"
124.4,130.8,6.4,"Escobilla","1","15.12","MC","DC","Z3","A1","15.12"
130.8,137.9,7.1,"Escobilla","1","15.13","MC","DC","Z3","A1","15.13"
137.9,144.9,7.0,"Escobilla","1","15.14","MC","DC","Z3","A1","15.14"
144.9,151.0,6.1,"Escobilla","1","15.15","MC","DC","Z3","A1","15.15"
151.1,156.7,5.6,"Escobilla","1","15.16","MC","DC","Z3","A1","15.16"
156.8,162.8,6.0,"Escobilla","1","15.17","MC","DI","Z3","A1","15.42"
162.9,168.7,5.8,"Escobilla","1","15.18","MC","DI","Z3","A1","15.43"
168.8,179.15,10.35,"Llamada, Cierre","1.5","15.19","MC","DI","Z3","A1","15.44"
179.2,185.8,6.6,"Letra","1","15.20","MC","DI","Z1","A3","15.45"
185.8,192.4,6.6,"Letra","1","15.21","MC","DI","Z1","A3","15.46"
192.4,197.1,4.7,"llamda","0.5","15.22","MC","DI","Z2","A3","15.47"
197.1,201.5,4.4,"Cierre","0.5","15.23","MC","DI","Z2","A1","14.48"

