"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra"
6.5,26.3,19.8,"Salida","2","11.1","MC","DC","Z1","A3"
26.4,47.8,21.4,"Letra","2","11.2","MC","DC","Z1","A3"
47.9,60.0,12.1,"Letra","1","11.3","MC","DC","Z1","A2"
60.1,72.7,12.6,"Escobilla","1","11.4","MC","DC","Z3","A1"
72.8,84.2,11.4,"Escobilla","1","11.5","MC","DC","Z3","A1"
84.2,94.6,10.4,"Escobilla","1","11.6","MC","DC","Z3","A1"
94.6,103.7,9.1,"Subida","1","11.7","MC","DC","Z3","A1"
103.8,110.0,6.2,"Subida","0.5","11.8","MC","DC","Z3","A1"
110.1,114.4,4.3,"Cierre","0.5","11.9","MC","DC","Z3","A1"
114.5,126.6,12.1,"Respiro","1","11.10","MC","DC","Z1","A2"
126.7,138.8,12.1,"Marcaje Movimientos","1","11.11","MC","DC","Z1","A2"
138.9,150.3,11.4,"Marcaje","1","11.12","MC","DC","Z2","A2"
150.4,160.5,10.1,"Escobilla","1","11.13","MC","DC","Z3","A1"
160.6,170.6,10.0,"Marcaje","1","11.14","MC","DC","Z2","A1"
170.7,182.5,11.8,"Marcaje","1","11.15","MC","DC","Z2","A2"
182.6,193.8,11.2,"Marcaje","1","11.16","MC","DC","Z2","A2"
193.9,205.4,11.5,"Moviemientos","1","11.17","MC","DC","Z2","A1"
205.5,215.4,9.9,"Escobilla","1","11.18","MC","DC","Z3","A1"
215.5,225.8,10.3,"Llamada Cierre","1","11.19","MC","DC","Z3","A1"

