"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Step","Category","Bloques","Music_Mode","Baile","Guitarra"
2.4,17.8,15.4,"Salida","10.1","DI","10","MC","Z2","A2"
17.9,29.9,12.0,"Escobilla","10.2","DI","8","MI","Z3","A2"
29.9,42.3,12.4,"Escobilla","10.3","DI","8","MI","Z3","A2"
42.4,48.7,6.3,"Cierre","10.4","DI","4","MI","Z3","A1"
48.8,63.6,14.8,"Respiro, Marcaje. ","10.5","DI","9","MI","Z2","A3"
63.7,75.5,11.8,"Pies, Falseta","10.6","DI","8","MI","Z3","A3"
75.6,87.0,11.4,"Escobilla","10.7","DI","8","MI","Z3","A1"
87.1,98.5,11.4,"Escobilla, Cierre","10.8","DI","8","MI","Z3","A1"

