"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
4.7,10.5,5.8,"Entrada","1","18.1","MC","DC","Z3","A1","18.1"
10.5,21.6,11.1,"Palmas","2","18.2","MC","DC","Z2","A2","18.2"
21.6,34.0,12.4,"Marcaje","2","18.3","MC","DC","Z2","A2","18.3"
34.0,45.5,11.5,"Escobilla","2","18.4","MC","DC","Z3","A2","18.4"
45.5,57.7,12.2,"Escobilla","2","18.6","MC","DC","Z3","A1","18.6"
57.7,69.4,11.7,"Escobilla","2","18.7","MC","DC","Z3","A1","18.7"
69.5,80.7,11.2,"Escobilla","2","18.8","MC","DC","Z3","A1","18.8"
80.7,92.6,11.9,"Falseta Marcaje","2","18.9","MC","DC","Z1","A3","18.9"
92.6,103.9,11.3,"Marcaje","2","18.10","MC","DC","Z1","A3","18.10"
103.9,109.8,5.9,"Marcaje","2","18.11","MC","DC","Z2","A1","18.11"
109.8,123.9,14.1,"Llamada Cierre","3","18.12","MC","DC","Z3","A1","18.12"
123.9,133.6,9.7,"Falseta","2","18.14","MC","DC","Z2","A3","18.14"
133.6,143.5,9.9,"Marcaje","2","18.15","MC","DC","Z2","A3","18.15"
143.5,154.5,11.0,"Marcaje","2","18.17","MC","DC","Z2","A2","18.16"
154.5,165.8,11.3,"Llamada Cierre","2","18.17","MC","DC","Z3","A1","18.17"

