"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
2.8,8.2,5.4,"Salida","1","21.21","MC","DC","Z1","A1","21.21"
8.2,17.8,9.6,"Salida","2","21.1","MC","DI","Z3","A3","21.25"
17.8,27.8,10.0,"Salida","2","21.2","MC","DI","Z2","A3","21.2"
27.8,37.5,9.7,"Escobilla","2","21.3","MC","DC","Z3","A1","21.3"
37.5,46.8,9.3,"Escobilla","2","21.4","MC","DC","Z3","A1","21.4"
46.8,52.1,5.3,"Cierre","1","21.5","MC","DC","Z3","A1","21.5"
52.1,61.8,9.7,"Falseta","2","21.6","MC","DC","Z1","A3","21.6"
61.8,72.0,10.2,"Falseta","2","21.7","MC","DI","Z3","A3","21.26"
72.0,79.7,7.7,"Escobilla","2","21.8","MC","DC","Z3","A2","21.8"
79.7,86.6,6.9,"Escobilla","2","21.9","MC","DC","Z3","A2","21.9"
86.6,93.2,6.6,"Escobilla","2","21.10","MC","DI","Z3","A2","21.27"
93.2,99.1,5.9,"Escobilla","2","21.11","MC","DI","Z3","A1","21.28"
99.1,105.1,6.0,"Cierre","2","21.12","MC","DI","Z3","A1","21.29"
105.1,108.1,3.0,"Cierre","1","21.13","MC","DI","Z1","A1","21.30"
108.1,120.3,12.2,"Falseta","4","21.14","MC","DI","Z3","A3","21.31"
120.4,133.2,12.8,"Falseta","4","21.15","MC","DI","Z3","A3","21.32"
133.3,145.7,12.4,"Falseta","4","21.16","MC","DI","Z3","A3","21.33"
145.7,149.6,3.9,"Llamada","1","21.25","MI","DI","Z3","A1","21.34"
149.7,158.2,8.5,"Escobilla","3","21.17","MC","DC","Z3","A1","21.17"
158.2,166.5,8.3,"Escobilla","3","21.18","MC","DC","Z3","A1","21.18"
166.5,175.4,8.9,"Escobilla","3","21.19","MC","DC","Z3","A1","21.19"
175.4,181.8,6.4,"Llamada","2","21.20","MC","DI","Z3","A1","21.20"

