"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
8.2,19.7,11.5,"Salida","1","11.1","MC","DI","Z3","A3","11.37"
19.7,31.5,11.8,"Salida","1","11.1","MC","DI","Z3","A3","11.38"
31.6,41.9,10.3,"Letra","1","11.2","MC","DI","Z3","A3","11.39"
42.0,52.8,10.8,"Letra","1","11.2","MC","DI","Z3","A3","11.40"
52.9,64.5,11.6,"Marcaje","1","11.10","MI","DI","Z2","A2","11.41"
64.6,76.0,11.4,"Movimiento Giros","1","11.29","MI","DI","Z1","A2","11.42"
76.1,87.0,10.9,"Marcaje","1","11.30","MI","DI","Z2","A2","11.43"
87.1,97.8,10.7,"Marcaje","1","11.14","MC","DI","Z2","A2","11.44"
97.9,109.5,11.6,"Respiro","1","11.31","MC","DI","Z1","A1","11.45"
109.6,121.2,11.6,"Respiro ","1","11.32","MI","DI","Z1","A2","11.46"
121.3,132.3,11.0,"Movimientos","1","11.33","MC","DI","Z1","A2","11.47"
132.3,143.9,11.6,"Marcajes","1","11.34","MC","DI","Z2","A2","11.48"
143.9,155.7,11.8,"Baile","1","11.35","MI","DI","Z3","A1","11.49"
155.8,165.7,9.9,"Escobilla","1","11.36","MI","DI","Z3","A1","11.50"
165.8,177.7,11.9,"Cierre","1","11.37","MI","DI","DI","A1","11.51"

