"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
2.9,13.2,10.3,"Salida","1","15.1","MC","DC","Z1","A3","15.1"
13.2,23.4,10.2,"Salida","1","15.2","MC","DC","Z1","A3","15.2"
23.4,33.1,9.7,"Salida","1","15.3","MC","DC","Z1","A3","15.3"
33.2,42.7,9.5,"Escobilla","1","15.88","MI","DI","Z3","A1","15.118"
42.7,48.0,5.3,"llamada Cierre","0.5","15.4","MC","DC","Z3","A1","15.4"
48.0,58.3,10.3,"Letra","1","15.5","MC","DC","Z1","A2","15.5"
58.3,68.3,10.0,"Letra","1","15.6","MC","DC","Z1","A2","15.6"
68.3,78.5,10.2,"Letra","1","15.7","MC","DC","Z2","A2","15.7"
78.6,89.1,10.5,"Marcajes","1","15.8","MC","DC","Z2","A2","15.8"
89.2,99.7,10.5,"Marcajes","1","15.9","MC","DC","Z2","A3","15.9"
99.7,109.7,10.0,"Marcaje","1","15.10","MC","DC","Z2","A3","15.10"
109.8,124.4,14.6,"Marcaje Cierre","1","15.11","MC","DC","Z1","A2","15.11"
124.5,131.2,6.7,"Escobilla","1","15.12","MC","DC","Z3","A1","15.12"
131.3,138.8,7.5,"Escobilla","1","15.13","MC","DC","Z3","A1","15.13"
138.8,145.9,7.1,"Escobilla","1","15.14","MC","DC","Z3","A1","15.14"
145.9,152.7,6.8,"Escobilla","1","15.15","MC","DC","Z3","A1","15.15"
152.8,160.1,7.3,"Escobilla","1","15.16","MC","DC","Z3","A1","15.16"
160.1,167.3,7.2,"Escobilla","1","15.17","MC","DC","Z3","A1","15.17"
167.3,173.7,6.4,"Escobilla","1","15.18","MC","DC","Z3","A1","15.18"
173.7,186.25,12.55,"Llamada Cierre","2","15.19","MC","DC","Z3","A1","15.19"
186.3,194.6,8.3,"Letra","1","15.20","MC","DC","Z1","A3","15.20"
194.6,201.4,6.8,"Letra","1","15.21","MC","DC","Z1","A3","15.21"
201.4,205.6,4.2,"Llamada","0.5","15.22","MC","DC","Z1","A3","15.22"
205.7,210.7,5.0,"Cierre","0.5","15.23","MC","DC","Z1","A1","15.23"

