"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
2.9,9.6,6.7,"Salida","1","16.1","MC","DC","Z2","A1","16.1"
9.6,16.6,7.0,"Salida","1","16.2","MC","DI","Z2","A1","16.72"
16.6,23.5,6.9,"Escobilla","1","16.3","MC","DI","Z3","A1","16.73"
23.5,30.4,6.9,"Escobilla","1","16.4","MC","DI","Z3","A1","16.74"
30.4,37.7,7.3,"Escobilla","1","16.5","MC","DI","Z3","A1","16.75"
37.7,44.3,6.6,"Escobilla","1","16.6","MC","DI","Z3","A1","16.76"
44.3,51.3,7.0,"Escobilla","1","16.37","MI","DI","Z3","A1","16.77"
51.3,58.1,6.8,"Escobilla","1","16.38","MI","DI","Z3","A1","16.78"
58.1,65.0,6.9,"Escobilla","1","16.38","MI","DI","Z3","A1","16.79"
65.1,71.4,6.3,"Escobilla","1","16.39","MI","DI","Z3","A1","16.80"
71.4,78.4,7.0,"Llamada Cierre","1","16.40","MI","DC","Z3","A1","16.9"
78.4,85.0,6.6,"Letra","1","16.41","MI","DI","Z1","A3","16.81"
85.0,91.5,6.5,"Letra","1","16.42","MI","DI","Z3","A3","16.82"
91.5,97.5,6.0,"Marcaje","1","16.43","MI","DI","Z2","A2","16.83"
97.5,104.1,6.6,"llamada","1","16.44","MI","DI","Z3","A1","16.84"
104.1,110.3,6.2,"Pies","1","16.45","MI","DI","Z3","A1","16.85"
110.4,117.4,7.0,"Cierre","1","16.46","MI","DI","Z3","A1","16.86"
117.5,120.2,2.7,"Respiro","0.25","16.47","MI","DI","Z1","A1","16.87"
120.3,126.8,6.5,"Falseta","1","16.48","MI","DI","Z1","A3","16.88"
126.8,133.2,6.4,"Falseta","1","16.49","MI","DI","Z1","A3","16.89"
133.2,140.0,6.8,"Falseta","1","16.50","MI","DI","Z1","A3","16.90"
140.0,146.5,6.5,"Escobilla","1","16.51","MI","DI","Z3","A3","16.91"
146.5,153.3,6.8,"Llamada Cierre","1","16.52","MI","DI","Z3","A1","16.92"
153.3,156.4,3.1,"Respiro","0.5","16.53","MI","DI","Z1","A2","16.93"
156.4,162.5,6.1,"Falseta","1","16.16","MC","DI","Z2","A3","16.94"
162.5,169.3,6.8,"Falseta","1","16.17","MC","DI","Z3","A3","16.95"
169.3,175.7,6.4,"Falseta","1","16.18","MC","DI","Z3","A3","16.96"
175.7,182.1,6.4,"Cierre","1","16.54","MI","DI","Z3","A1","16.97"
182.1,189.2,7.1,"Cierre Respiro","1","16.55","MI","DI","Z3","A2","16.98"
189.2,195.7,6.5,"Bajada","1","16.56","MI","DI","Z1","A2","16.99"
195.7,202.9,7.2,"Bajada","1","16.57","MI","DI","Z1","A2","16.100"
202.9,210.2,7.3,"Final","1","16.58","MI","DI","Z1","A2","16.101"

