"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
3.4,25.1,21.7,"Salida","1","17.1","MC","DI","Z1","A3","17.28"
25.2,47.9,22.7,"Salida","1","17.2","MC","DI","Z1","A3","17.29"
47.9,65.1,17.2,"Letra","1","17.3","MC","DI","Z1","A3","17.30"
65.2,79.6,14.4,"Marcaje","1","17.4","MC","DI","Z2","A3","17.31"
79.6,92.1,12.5,"Marcaje","1","17.5","MC","DI","Z1","A3","17.32"
92.1,103.1,11.0,"Marcaje","1","17.28","MI","DI","Z1","A2","17.33"
103.1,113.4,10.3,"Pies","1","17.6","MC","DI","Z3","A3","17.34"
113.4,123.8,10.4,"Escobilla","1","17.7","MC","DC","Z3","A3","17.6"
123.8,133.0,9.2,"Escobilla","1","17.8","MC","DC","Z3","A3","17.8"
133.0,139.7,6.7,"Escobilla","1","17.9","MC","DC","Z3","A1","17.9"
139.7,144.4,4.7,"Subida","1","17.10","MC","DC","Z3","A1","17.10"
144.5,148.6,4.1,"Escobilla","1","17.11","MC","DC","Z3","A1","17.11"
148.6,152.7,4.1,"Escobilla","1","17.12","MC","DC","Z3","A1","17.12"
152.7,156.4,3.7,"Cierre","1","17.13","MC","DC","Z3","A1","17.13"
156.4,170.7,14.3,"Respiro","1","17.29","MI","DI","Z1","A2","17.35"
170.7,179.6,8.9,"Escobilla","1","17.15","MC","DC","Z3","A1","17.15"
179.6,187.9,8.3,"Escobilla","1","17.16","MC","DC","Z3","A1","17.16"
188.0,194.1,6.1,"Escobilla","1","17.17","MC","DC","Z3","A1","17.17"
194.2,202.7,8.5,"Escobilla","1","17.18","MC","DC","Z3","A1","17.18"
202.7,210.3,7.6,"Escobilla","1","17.19","MC","DC","Z3","A1","17.19"
210.3,217.3,7.0,"Escobilla","1","17.20","MC","DC","Z3","A1","17.20"
217.3,223.1,5.8,"Escobilla","1","17.21","MC","DC","Z3","A1","17.21"
223.2,225.0,1.8,"Respiro","0.25","17.22","MC","DC","Z1","A1","17.22"
225.0,232.1,7.1,"Falseta","1","17.23","MC","DI","Z1","A3","17.36"
232.1,239.2,7.1,"Falseta","1","17.24","MC","DI","Z1","A3","17.37"
239.2,246.9,7.7,"Falseta","1","17.25","MC","DI","Z2","A3","17.38"
246.9,254.6,7.7,"Falseta","1","17.26","MC","DI","Z1","A3","17.39"
254.6,262.2,7.6,"Falseta","1","17.30","MI","DI","Z1","A3","17.40"
262.2,270.0,7.8,"Falseta","1","17.31","MI","DI","Z1","A3","17.41"
270.0,278.1,8.1,"Falseta","1","17.32","MI","DI","Z1","A3","17.42"
278.1,288.8,10.7,"Final","1","17.33","MI","DI","Z1","A2","17.43"

