"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
5.1,30.7,25.6,"Intro","1","17.51","MI","DI","Z1","A2","17.87"
30.7,45.2,14.5,"Entrada","1","17.52","MI","DI","Z1","A3","17.88"
45.2,58.1,12.9,"Letra","1","17.53","MI","DI","Z1","A3","17.89"
58.1,65.1,7.0,"Letra","0.5","17.54","MI","DI","Z1","A3","17.90"
65.1,79.9,14.8,"Letra","1","17.55","MI","DI","Z1","A3","17.91"
79.9,94.7,14.8,"Letra","1","17.56","MI","DI","Z1","A3","17.92"
94.8,104.7,9.9,"Falseta","1","17.57","MI","DI","Z1","A3","17.93"
104.7,114.6,9.9,"Falseta","1","17.58","MI","DI","Z3","A3","17.94"
114.6,124.1,9.5,"Escobilla","1","17.59","MI","DI","Z3","A2","17.95"
124.1,131.8,7.7,"Escobilla","1","17.9","MC","DC","Z3","A1","17.9"
132.0,136.6,4.6,"Subida","1","17.10","MC","DC","Z3","A1","17.10"
136.6,140.8,4.2,"Subida","1","17.11","MC","DC","Z3","A1","17.11"
140.8,144.1,3.3,"Subida","1","17.12","MC","DC","Z3","A1","17.12"
144.2,148.8,4.6,"Cierre","1","17.13","MC","DC","Z3","A1","17.13"
148.8,158.1,9.3,"Respiro Falseta","2","17.60","MI","DI","Z1","A2","17.14"
158.1,169.5,11.4,"Letra ","2","17.61","MI","DI","Z1","A3","17.96"
169.5,174.0,4.5,"Cierre","1","17.62","MI","DI","Z1","A1","17.97"
174.0,187.2,13.2,"Falseta","3","17.63","MI","DI","Z1","A3","17.98"
187.2,191.8,4.6,"Cierre","1","17.64","MI","DI","Z2","A1","17.99"
191.8,209.1,17.3,"Marcaje","4","17.65","MI","DI","Z2","A2","17.100"
209.1,220.4,11.3,"Marcaje","4","17.66","MI","DI","Z2","A2","17.101"
220.4,240.7,20.3,"Buleria","6","17.67","MI","DI","Z3","A1","17.102"
240.7,255.5,14.8,"Falseta","4","17.68","MI","DI","Z2","A3","17.103"
255.5,268.4,12.9,"Falseta","4","17.69","MI","DI","Z2","A3","17.104"
268.4,281.6,13.2,"Falseta","4","17.70","MI","DI","Z2","A3","17.105"
281.6,294.9,13.3,"Falseta","2","17.71","MI","DI","Z1","A3","17.106"
294.9,307.0,12.1,"Falseta","2","17.72","MI","DI","Z1","A3","17.107"
307.0,323.2,16.2,"Falseta","2","17.73","MI","DI","Z1","A3","17.108"
323.2,347.8,24.6,"FInal","2","17.74","MI","DI","Z1","A2","17.109"

