"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
6.7,12.6,5.9,"Guitarra solo","1","16.1","MC","DC","Z1","A1","16.1"
12.6,19.4,6.8,"Guitarra Palmas","1","16.2","MC","DC","Z2","A1","16.2"
19.4,26.3,6.9,"Escobilla Palmas Guitarra","1","16.3","MC","DC","Z3","A1","16.3"
26.3,33.6,7.3,"Escobilla Palmas Guitarra","1","16.4","MC","DC","Z3","A1","16.4"
33.6,40.1,6.5,"Escobilla","1","16.5","MC","DC","Z3","A1","16.5"
40.1,46.9,6.8,"Escobilla","1","16.6","MC","DC","Z3","A1","16.6"
46.9,53.5,6.6,"Escobilla","1","16.7","MC","DC","Z3","A1","16.7"
53.5,60.1,6.6,"Escobilla","1","16.8","MC","DC","Z3","A1","16.8"
60.1,67.0,6.9,"Cierre","1","16.9","MC","DC","Z3","A1","16.9"
67.1,73.7,6.6,"Letra","1","16.10","MC","DC","Z1","A2","16.10"
73.7,80.6,6.9,"Letra","1","16.11","MC","DC","Z1","A2","16.11"
80.6,83.9,3.3,"Cierre","0.5","16.12","MC","DC","Z1","A2","16.12"
83.9,90.5,6.6,"Marcaje","1","16.13","MC","DC","Z2","A2","16.13"
90.5,96.9,6.4,"Marcaje Pies","1","16.14","MC","DC","Z3","A2","16.14"
97.0,103.7,6.7,"Llamada Cierre","1","16.15","MC","DC","Z3","A1","16.15"
103.8,110.5,6.7,"Falseta","1","16.16","MC","DC","Z1","A3","16.16"
110.5,117.3,6.8,"Falseta","1","16.17","MC","DC","Z2","A3","16.17"
117.3,121.0,3.7,"Marcaje","0.5","16.18","MC","DC","Z2","A3","16.18"
121.0,126.8,5.8,"Marcaje","1","16.19","MC","DC","Z2","A3","16.19"
126.8,132.3,5.5,"Marcaje","1","16.20","MC","DC","Z2","A3","16.20"
132.3,138.7,6.4,"Llamada Cierre","1","16.21","MC","DC","Z3","A1","16.21"
138.7,145.3,6.6,"Escobilla","1","16.22","MC","DC","Z3","A1","16.22"
145.4,148.9,3.5,"Cierre","0.5","16.23","MC","DC","Z3","A1","16.23"
149.0,155.3,6.3,"Interludio Marcaje","1","16.24","MC","DC","Z2","A2","16.24"
155.3,162.0,6.7,"Marcaje","1","16.25","MC","DC","Z2","A2","16.25"
162.1,168.5,6.4,"Marcaje","1","16.26","MC","DC","Z2","A2","16.26"
168.5,175.5,7.0,"Llamada Cierre","1","16.27","MC","DC","Z3","A1","16.27"
175.6,183.6,8.0,"Falseta","1.25","16.28","MC","DC","Z1","A3","16.28"
183.7,189.9,6.2,"Falseta","1","16.29","MC","DC","Z1","A3","16.29"
189.95,196.6,6.65,"Falseta","1","16.30","MC","DC","Z1","A3","16.30"
196.6,203.9,7.3,"Final","1","16.31","MC","DC","Z1","A3","16.31"

