"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
2.5,14.1,11.6,"Salida","2","20.24","MI","DI","Z1","A3","20.43"
14.1,24.6,10.5,"Salida","2","20.25","MI","DI","Z1","A3","20.44"
24.6,30.6,6.0,"Interludio","1","20.26","MI","DI","Z1","A2","20.45"
30.6,41.8,11.2,"Marcajes","2","20.27","MI","DI","Z2","A2","20.46"
41.8,48.0,6.2,"Cierre","1","20.28","MI","DI","Z3","A1","20.47"
48.0,53.6,5.6,"Respiro","1","20.29","MI","DI","Z1","A2","20.48"
53.6,65.2,11.6,"Falseta","2","20.30","MI","DI","Z2","A3","20.49"
65.2,76.3,11.1,"Marcajes","2","20.31","MI","DI","Z3","A3","20.50"
76.3,82.1,5.8,"Marcajes","1","20.32","MI","DI","Z2","A2","20.51"
82.1,88.1,6.0,"Marcaje","1","20.33","MI","DI","Z3","A1","20.52"
88.1,93.9,5.8,"Interludio","1","20.34","MI","DI","Z1","A2","20.53"
93.9,105.5,11.6,"Falseta","2","20.35","MI","DI","Z1","A3","20.54"
105.5,116.9,11.4,"Pies","2","20.36","MI","DI","Z3","A2","20.55"
116.9,123.0,6.1,"Cierre","1","20.37","MI","DI","Z2","A1","20.56"
123.0,128.8,5.8,"Interludio","1","20.38","MI","DI","Z2","A2","20.57"
128.8,139.6,10.8,"Escobilla","2","20.39","MI","DI","Z3","A2","20.58"
139.6,152.7,13.1,"Subida","3","20.41","MI","DI","Z3","A2","20.60"
152.7,161.8,9.1,"Remate Cierre","2","20.42","MI","DI","Z3","A1","20.61"

