"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
4.5,25.0,20.5,"Salida","1","17.1","MC","DC","Z1","A3","17.1"
25.0,45.6,20.6,"Entrada","1","17.2","MC","DC","Z1","A3","17.2"
45.6,61.2,15.6,"Letra","1","17.3","MC","DC","Z1","A3","17.3"
61.2,76.0,14.8,"Marcaje","1","17.4","MC","DC","Z1","A3","17.4"
76.0,89.5,13.5,"Marcaje","1","17.5","MC","DC","Z1","A3","17.5"
89.5,100.7,11.2,"Cierre","1","17.75","MI","DI","Z1","A3","17.110"
100.7,110.9,10.2,"Falseta","1","17.6","MC","DC","Z3","A3","17.6"
110.9,120.5,9.6,"Escobilla","1","17.7","MC","DC","Z3","A3","17.7"
120.5,129.5,9.0,"Escobilla","1","17.8","MC","DC","Z3","A3","17.8"
129.5,136.5,7.0,"Escobilla","1","17.9","MC","DC","Z3","A1","17.9"
136.5,141.7,5.2,"Subida","1","17.10","MC","DC","Z3","A1","17.10"
141.7,146.1,4.4,"Subida","1","17.11","MC","DC","Z3","A1","17.11"
146.2,148.8,2.6,"Subida","1","17.12","MC","DC","Z3","A1","17.12"
148.85,153.4,4.55,"Cierre","1","17.13","MC","DC","Z3","A1","17.13"
153.4,169.9,16.5,"Respiro","1","17.14","MC","DC","Z2","A2","17.14"
170.0,179.8,9.8,"Escobilla","1","17.15","MC","DC","Z3","A1","17.15"
179.8,188.0,8.2,"Escobilla","1","17.16","MC","DC","Z3","A1","17.16"
188.05,195.5,7.45,"Escobilla",,,,,,,
188.05,195.55,7.5,,"1","17.17","MC","DC","Z3","A1","17.17"
195.5,195.6,0.1,"Escobilla",,,,,,,
195.6,202.7,7.1,"Escobilla","1","17.18","MC","DC","Z3","A1","17.18"
202.7,209.7,7.0,"Escobilla","1","17.19","MC","DC","Z3","A1","17.19"
209.7,217.3,7.6,"Escobilla","1","17.20","MC","DC","Z3","A1","17.20"
217.3,225.8,8.5,"Escobilla","1","17.21","MC","DC","Z3","A1","17.21"
225.8,232.7,6.9,"Falseta","1","17.23","MC","DC","Z2","A3","17.23"
232.7,241.2,8.5,"Falseta","1","17.24","MC","DC","Z2","A3","17.24"
241.2,248.3,7.1,"Falseta","1","17.25","MC","DC","Z1","A3","17.25"
248.4,256.4,8.0,"Falseta","1","17.26","MC","DC","Z1","A3","17.26"
256.4,263.95,7.55,"Falseta","1","17.27","MC","DC","Z1","A3","17.27"
263.95,298.48,34.53,"Bajada","2","17.28","MC","DC","Z1","A3","17.28"

