"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","Sequence","Bloques","Step","Music_Mode","Category","Baile","Guitarra","Dance_Step"
6.6,18.4,11.8,"Salida","1","13.1","MC","DI","Z2","A3","13.25"
18.4,30.2,11.8,"Movientos Letra","1","13.2","MC","DI","Z1","A3","13.26"
30.2,42.4,12.2,"Movimientos Letra","1","13.3","MC","DI","Z1","A3","13.27"
42.5,55.1,12.6,"Paseo","1","13.4","MC","DI","Z1","A3","13.28"
55.1,65.9,10.8,"Escobilla","1","13.5","MC","DI","Z3","A2","13.29"
66.0,76.0,10.0,"Escobilla Cierre","1","13.6","MC","DI","Z3","A1","13.30"
76.1,86.9,10.8,"Respiro","1","13.7","MC","DI","Z1","A2","13.31"
87.0,99.0,12.0,"Maracaje","1","13.8","MC","DI","Z2","A2","13.32"
99.1,110.0,10.9,"Movimientos Pitos","1","13.9","MC","DI","Z2","A2","13.33"
110.1,122.9,12.8,"Movimientos Pitos","1","13.10","MC","DI","Z2","A2","13.34"
122.9,134.4,11.5,"Movimientos Pitos","1","13.11","MC","DI","Z2","A2","13.35"
134.5,145.7,11.2,"Paseo Pitos","1","13.12","MC","DI","Z2","A2","13.36"
145.7,156.6,10.9,"Marcajes Cuerpo","1","13.13","MC","DI","Z2","A2","13.37"
156.6,168.3,11.7,"Marcaje Respiro","1","13.14","MC","DI","Z2","A2","13.38"
168.3,179.0,10.7,"Marcaje","1","13.21","MI","DI","Z2","A2","13.39"
179.1,188.4,9.3,"Escobilla","1","13.15","MC","DI","Z3","A1","13.40"
188.4,195.6,7.2,"Escobilla","1","13.22","MC","DI","Z3","A1","13.41"
195.7,202.4,6.7,"Escobilla","1","13.17","MC","DI","Z3","A1","13.42"
202.4,209.5,7.1,"Escobilla","1","13.18","MC","DI","Z3","A1","13.43"
209.5,217.1,7.6,"Llamada Cierre","1","13.23","MI","DI","Z3","A1","13.44"

