,Counts X,Counts Y,Counts Z
0,0.2639266194673844,0.4324091971382626,0.10180646620615948
1,0.2503922820829076,0.4736314119659674,0.12386180727854067
2,0.2502209528423235,0.3683484388063975,0.14789594565915606
3,0.40993125211334996,0.5885385182285016,0.17767953416533763
4,0.2525722187758481,0.4994370037964763,0.12918823995033668
5,0.26468862961800244,0.32526315796081273,0.17066037867861558
6,0.38866232471473067,0.5768368419917839,0.1628898659221754
7,0.6042606629769145,0.6519948252289858,0.15254284475889898
8,0.2272516832623543,0.3073267344732483,0.14720155633730472
9,0.3458914066448975,0.5622891131940593,0.17670507299117924
10,0.34695676218862975,0.41757130047796637,0.20049935879873915
11,0.35115654491208587,0.4740119467306839,0.1319004062811314
12,0.32596967931942766,0.5894361203428219,0.17828771063992502
13,0.3900523175630268,0.2954888817279484,0.16589730589681032
14,0.4239675680777067,0.5561617133691183,0.1793938639450462
15,0.3775676443842468,0.52151575597879,0.1864011300891344
