,Counts X,Counts Y,Counts Z
0,0.6123612814368853,0.5510489602304957,0.28180275634623664
1,0.3152031707648972,0.34129913583694116,0.12362179261351726
2,0.30418812526573563,0.34771785490316787,0.1394589291048144
3,0.8738114576241279,0.6577021739161273,0.3710187361684027
4,0.2864800239531552,0.3551385912536741,0.15342612881250808
5,0.5688704110842642,0.4717012630023256,0.25753762361674754
6,0.7157621760331605,0.6767566201035092,0.26319277363932614
7,0.1504214661668015,0.1705543229615557,0.10897849388797949
8,0.6138976972092833,0.5016475590750076,0.23709964652445503
9,0.5887828557567344,0.566770256918645,0.27140965495179326
10,0.3160208286059827,0.3656675088950016,0.13396577960468098
11,0.7400611352948502,0.5850909815164205,0.44934888624116
12,0.2880458751550076,0.3719822795137088,0.1535593276874697
13,0.4751619508765171,0.4779163038471036,0.21581068119401112
14,0.8573308772164037,0.7383676922071482,0.4867826720592268
15,0.18813089490027662,0.2565380642242183,0.11281461145276504
16,0.6147794596280092,0.5279570701287981,0.31475269287298824
17,0.6815608538173105,0.6457241942748045,0.3279441848101288
18,0.20734856648636038,0.2534109907711122,0.10475533181470956
19,0.6987621820782123,0.6207424714365221,0.3271979478296574
20,0.5207652118880728,0.5086499319325711,0.2931247954167142
21,0.34762378542672956,0.394292111709138,0.15058979897483185
22,0.7625882450226608,0.6156274784888613,0.4610587719464332
23,0.3796200956405284,0.5352553405682089,0.17085187418699235
24,0.4758973222745979,0.416672770997066,0.21924023751066507
25,0.6771368587472087,0.6313535641873672,0.3464201584011276
26,0.15649551053736158,0.2865304998355104,0.09371334351537626
27,0.6497774338538326,0.6280320133775349,0.36408890583215214
28,0.6102692381129373,0.6672233667515174,0.2772702773030844
29,0.24532299906139862,0.31197304459683073,0.09552674874105277
