,Counts X,Counts Y,Counts Z
0,0.12556418338848271,0.2156400823208339,0.06244795575453733
1,0.21662886176789845,0.3181872218441911,0.12229976725730808
2,0.2712604743360009,0.3592022479849561,0.17001356051466046
3,0.03085579110558772,0.02929411812966702,0.043371310521753
4,0.42756610013980456,0.27503854424284707,0.10137650824527501
5,0.5146692777799339,0.32366195404155323,0.12417499255012991
6,0.7002118461665647,0.29014352406503446,0.1380228294480527
7,0.29061861994836113,0.07054878278316158,0.0586722771583278
8,0.22698366910302953,0.30403019733040554,0.1187905341017005
9,0.19704698132761267,0.2388758383588064,0.12453622723769363
10,0.03281586070640405,0.01976421422508838,0.04319462525857792
11,0.40349771404935386,0.28049219834679645,0.12843214881016743
12,0.608850444247426,0.3578967455397751,0.12983871227094398
13,0.5633557235018134,0.1717856671542224,0.14143821649306523
14,0.23420943384850054,0.09017225157480123,0.10334795008588785
15,0.24033587928277403,0.3507769835686964,0.11464871624369201
16,0.16518152062335376,0.2127735002517364,0.09480621035031106
17,0.14303174849665953,0.0954291879517287,0.054313983122947676
18,0.529579417168343,0.38446269293467566,0.16038343819152534
19,0.6954777979960662,0.4109545832238296,0.14903445811907734
20,0.5544966751804015,0.21658946666451614,0.13425922221044093
21,0.19796432745499007,0.213609807137557,0.12399593143165831
22,0.1960246756214312,0.2708156252936478,0.1342820763925937
23,0.10485907017659511,0.11259163494573776,0.06823934239504847
24,0.42171790449710195,0.19510349635219632,0.16550113454083243
25,0.45543996331603415,0.4429715161726508,0.24549836963034455
26,0.7503943031703353,0.4813304546935535,0.18860259292639234
27,0.5560167633817953,0.1263916593625672,0.10822618950405039
28,0.1391229667489073,0.15750417334686237,0.1998190569021181
29,0.2600948687278659,0.34067930179613026,0.18770796989640087
30,0.1253286044439405,0.1151453796973452,0.13948994756951233
31,0.35894200793050324,0.30321300290151615,0.22357651203700257
32,0.6679452255987599,0.5001464889333526,0.3817641331336694
33,0.7213978330958983,0.4785969788358308,0.21370340263199467
34,0.4883822564021271,0.12638751990198782,0.09849661610905772
35,0.13752574205137563,0.22439435968808366,0.22496370464839116
36,0.20583751632041503,0.2690733543363087,0.17533214257200688
37,0.10478145527359332,0.09291424598020688,0.09061889395610566
38,0.5250945696254693,0.4121018719780059,0.24847395122126167
39,0.6373785955452396,0.4863409201560327,0.3333351677672963
40,0.9129486741490639,0.42792621424240473,0.21073368886031205
41,0.32312719333660017,0.09919503243287299,0.089281597486506
42,0.24238265607204068,0.36082568718915237,0.15775846993476317
43,0.305170690233263,0.4109877185629432,0.2166176579306564
44,0.022442424809120332,0.02594529791944719,0.04842691991917724
45,0.6332966937350168,0.450901567552481,0.3055647681788342
46,0.6158085366022437,0.5734939454897052,0.22582092970327033
47,0.946984150729048,0.34006310024366126,0.2542511184697407
48,0.3202905578522652,0.10029181983695933,0.059122868824603055
49,0.2883837317124814,0.41217881048438737,0.18701313317766824
50,0.23734082013710397,0.30746244391549943,0.22210152476148254
51,0.07257814974253328,0.03244925660139135,0.06143744392728466
52,0.6639989359312513,0.49716290116094003,0.2336257760475174
53,0.9086049952918631,0.5652084663519132,0.352150204546136
54,0.6563263730264715,0.2753617831651343,0.13838927196355433
55,0.2606696094260183,0.20937474477208254,0.12026878247856641
56,0.2339577426750628,0.36188998872779027,0.13142763193996218
57,0.18102914097146897,0.2147204684385621,0.15439854671624423
58,0.07207940215290505,0.05262648126017221,0.03300390244481645
