Time,Time,Sum Acc X,Sum Acc Y,Sum Acc Z
191.869,191.869,0.001791141745532314,0.0007404379772205411,0.00010392160429451091
191.876,191.876,0.01583582564819156,0.0064373958187511245,0.0009478324484286386
191.882,191.882,0.0681978034359812,0.029220892135740435,0.005946849647171636
191.889,191.889,0.19000039140571545,0.09282458838986915,0.03084546776124541
191.896,191.896,0.36935181589432325,0.22561747811846056,0.1253157473357457
191.903,191.903,0.47382057942621736,0.42670596886634626,0.39023096519413986
191.909,191.909,0.7095651085372463,0.6248888008967834,0.9530020921263551
191.916,191.916,1.5363237902787152,0.6965180301173433,1.8989370149199178
191.923,191.923,3.006561281014655,0.8460764802573149,3.2154307569788614
191.93,191.93,4.963633236369463,1.2285500441573256,4.789409448639427
191.936,191.936,7.163292604332497,1.791579943773999,6.441409190560148
191.943,191.943,9.355958824372749,2.4617733836478033,7.96932159243449
191.95,191.95,11.310000200433038,3.170974736065896,9.189852771905187
191.957,191.957,12.839062035851654,3.8663360379117266,9.97046414764782
191.963,191.963,13.836782294779836,4.51172039839054,10.24783251772501
191.97,191.97,14.290242305429798,5.084293806430966,10.463069429202715
191.977,191.977,14.3149514224305,5.569890057979915,11.094680924246973
191.984,191.984,14.70125425675558,5.959445682627012,12.01998029877854
191.99,191.99,15.31069146118326,6.247329429975835,13.094462373514435
191.997,191.997,16.007344184135,6.431697808539382,14.176165089901524
192.004,192.004,16.678712764276668,6.516494429211561,15.145764342416976
192.011,192.011,17.25079507761807,6.518633678545957,15.92014944813727
192.017,192.017,17.693060655676135,6.58270289828742,16.458676269145844
192.024,192.024,18.01460384978884,6.665010859296116,16.762305800258172
192.031,192.031,18.258820939997985,6.693951708390551,16.865261904920203
192.038,192.038,18.497615870909495,6.819569723316768,16.91001352660972
192.044,192.044,18.818430659835368,7.2074543547097605,17.044199620982702
192.051,192.051,19.30147630667569,7.928130574124548,17.210499336318012
192.058,192.058,19.992423350040813,8.98326677708171,17.354952936522505
192.065,192.065,20.884009463904178,10.306693650231196,17.430785329403214
192.071,192.071,21.919747445790637,11.784863919387838,17.457679701029004
192.078,192.078,23.01659141665329,13.278757671128929,17.603819500090076
192.085,192.085,24.09041514535648,14.645581306174261,17.866140782873618
192.092,192.092,25.072177759809144,15.763073416527902,18.22379791967875
192.098,192.098,25.913841206082214,16.55175921557126,18.642833700212204
192.105,192.105,26.589811621296437,16.987039254429465,19.08273386020462
192.112,192.112,27.098298649449998,17.097485661180894,19.50409241267326
192.119,192.119,27.461524947125476,17.242727799209533,19.876043161687463
192.125,192.125,27.721382938771487,17.551668794429766,20.181630079177417
192.132,192.132,27.929733205246546,17.927977381820693,20.419583190434203
192.139,192.139,28.136181562506653,18.2873891350393,20.602319993115483
192.146,192.146,28.37735814335733,18.569462917616185,20.751527302941124
192.152,192.152,28.67036326656031,18.743102287663874,20.892982971907372
192.159,192.159,29.011228217336527,18.80591844641045,21.051658147458276
192.166,192.166,29.37752523166134,18.832915173510248,21.247543856531347
192.173,192.173,29.733155192085533,18.91363696598815,21.492334269691714
192.179,192.179,30.034762980564757,19.006695427770495,21.78740840411866
192.186,192.186,30.240871755562093,19.074024637516043,22.123887673926802
192.193,192.193,30.322439444890687,19.085933728830206,22.484829823027024
192.2,192.2,30.37450189345312,19.14886439114992,22.848888046795153
192.206,192.206,30.547016091040764,19.295255908435948,23.1948839278797
192.213,192.213,30.805313945511553,19.523770192604726,23.506237361469108
192.22,192.22,31.096305599392082,19.825973681784273,23.7733981652978
192.227,192.227,31.356038200868,20.190091334445064,23.99340463513262
192.233,192.233,31.5215884357087,20.60383707779422,24.16752234596986
192.24,192.24,31.54320462318408,21.05623142772837,24.298658259789214
192.247,192.247,31.69412270585835,21.53965260974515,24.389981526771734
