,Counts X,Counts Y,Counts Z
0,0.7022582686388088,0.5772364668465363,0.29801442049211585
1,1.2506014465226054,0.7147066790967466,0.32697044415367643
2,0.13517815215733336,0.122799857789701,0.05279241976687976
3,0.732736144895393,0.494575073596421,0.3254637470342909
4,0.7569217771358145,0.6431205020871413,0.25750785969343226
5,0.9823983060785586,0.555482364113148,0.3518197763454877
6,0.5692014224934551,0.17524037219086738,0.17132215489972236
7,0.2058413895526465,0.1354782151450091,0.07681897302457026
8,0.3679490147211973,0.44959710031743993,0.1940878738223777
9,0.24972452989436092,0.27204008829834025,0.1499245927182189
10,0.034233089317168876,0.011875969564053523,0.0428395960311131
11,0.4328380941081184,0.30431902613169204,0.13252252365710965
12,0.7323669708008846,0.5818545545317393,0.22863068542936515
13,0.970166041455035,0.7397581624632972,0.3015360620768527
14,0.7247657610170251,0.21168862503290384,0.16227796672737424
15,0.43311320367576583,0.12770561087113713,0.08624593895015009
