,Counts X,Counts Y,Counts Z
0,0.1503526753514022,0.3444240052229517,0.05461728055584245
1,0.26084238340823507,0.44957172354214814,0.11854994961814468
2,0.11272532366352807,0.16868536157787245,0.07681421228074652
3,0.4756867511537591,0.31972902117122287,0.11375693903033363
4,0.7408952616941746,0.49214321682463374,0.17017624214327956
5,0.7329473075350433,0.5142627844427871,0.13210210584417628
6,0.48420824164973775,0.10292877331676804,0.09366706967721772
7,0.18281564508500223,0.2992093879760564,0.07999063191785476
8,0.2668928392724862,0.3923821608505525,0.18724908231483392
9,0.07806447149148923,0.08279702890945236,0.09648493856185823
10,0.4267898618822814,0.35848226338393957,0.259142886176225
11,0.7128877854746295,0.5170413107843352,0.3159596403888106
12,0.802075571099142,0.3948150248145139,0.16222903756161444
13,0.2588303187240834,0.09745500964658006,0.0484418323519409
14,0.13567353809517996,0.24699091672156706,0.22644772335204205
15,0.26288331026923883,0.36176951915317,0.2569212778183011
16,0.023190260103217956,0.01510860472122393,0.03909386472009813
17,0.6228948468877941,0.4004140215022325,0.2724131005723211
18,0.5105984007657982,0.47814040977978406,0.24664330927514785
19,0.7974453434081848,0.2993679879268331,0.17358893912369383
20,0.2845987303812952,0.09741543903544843,0.1025681663213393
21,0.17366631611616118,0.3663083957252902,0.2550796503878425
22,0.16578689243680905,0.23301723667175,0.28616542002914735
23,0.07201316837822896,0.04280598540794997,0.09953637390435949
24,0.6526320783716791,0.4794617040670236,0.28956163478053143
25,0.8435522936118358,0.5456168855569176,0.330145986263044
26,0.6426381293388144,0.2609892464639275,0.10737876715929878
27,0.25364953230973963,0.24541237221922643,0.09249539498812608
28,0.22608846936962648,0.3702555029129247,0.2610803175440175
29,0.2122412616330393,0.30130993217533303,0.19531393278171622
30,0.17711845904891024,0.11966006205029443,0.10604438551632125
31,0.5572718690953362,0.4187680324971418,0.2890554700727197
32,0.6887827130934302,0.38780840968222735,0.24398209501375023
33,0.6314191024260655,0.22234554218593022,0.12808795894758332
34,0.3105952397743554,0.15542327843163678,0.15334795641076293
35,0.2765292700809762,0.43552359274975777,0.22040657752063775
36,0.10052657814256039,0.1685714209886869,0.10751605510384021
37,0.3976878276098083,0.18713829880848953,0.14120366415279031
38,0.5424794725664119,0.4721276913036768,0.24980372696078545
39,0.836722789234336,0.4539208241110935,0.17115561603717405
