,Name,Duration,Participant,Music_Imp,Dance_Imp,Baile_Level,Guitarra_Level,Step,Artist,Rounds,Q1a,Q1b,Q2a,Q2b,Q2c,Q2d,Q2e,Q2f,Q2g,Q2h,Q2i,Q2j,Q3a,Q3b,Q4a,Q4b,Q4c,Q5a,Q5b,Q6a,Q6b,Abs_Av,Perf_Av,SFS,Dance_mode,Music_mode,Palo,p_LZ,p_dt_LZ,p_LZ_avg,p_dt_LZ_avg,p_IOI,p_IOI_avg,p_ncounts,p_ncounts_avg,norm_p_LZ,norm_p_dt_LZ,norm_p_LZ_avg,norm_p_dt_LZ_avg,norm_p_IOI,norm_p_IOI_avg,norm_p_ncounts,norm_p_ncounts_avg,g_LZ,g_dt_LZ,g_LZ_avg,g_dt_LZ_avg,g_IOI,g_IOI_avg,g_ncounts,g_ncounts_avg,norm_g_LZ,norm_g_dt_LZ,norm_g_LZ_avg,norm_g_dt_LZ_avg,norm_g_IOI,norm_g_IOI_avg,norm_g_ncounts,norm_g_ncounts_avg,annot_frac,number,Condition,Pair
10,P6_D1_G1_M6_R1_T1,3.2,P6,MI,DC,Z1,A1,7.12,P,0.5,7,5,7,6,2,1,6,7,6.0,2,6,1,6,6,7.0,7.0,,,,,,4.25,4.5,4.375,D1,M6,R1,0.02491446071165515,-0.00747433821349655,0.03796881450602658,-0.00016472370718450017,500.0,371.4974419519874,2,192,0.09523809523809539,0.0,0.25855962219598616,-0.004132231404958739,0.6666666666666666,0.3714974419519874,0.08333333333333333,0.19834710743801653,0.03238879892515172,-0.007474338213496549,0.05551188932117557,-0.00016472370718449347,583.3333333333334,322.8846910665092,5,,0.19047619047619072,-0.18518518518518548,0.5100354191263289,-0.1147842056932967,0.4444444444444444,0.3228846910665093,0.19047619047619047,0.5029515938606848,,10,D1_M6,P6_G1
11,P3_D5_G1_M5_R1_T1,40.6,P3,MI,DI,Z1,A3,2.17,P,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.022168785449554366,-0.00020338335274820607,0.04753839842240016,-4.018461405105768e-05,132.6530612244898,261.57688637527343,8,753,0.020408163265306145,-0.006802721088435351,0.3077956989247314,-0.000672043010752701,0.11224489795918367,0.26157688637527343,0.012987012987012986,0.27602639296187687,0.045557871015598064,0.0008135334109928286,0.05698178272439853,-4.018461405105844e-05,379.42176870748295,305.7427675371223,110,,0.36443148688046684,-0.004081632653061171,0.5311059907834106,-0.0008064516129033519,0.36921768707483,0.3057427675371224,0.25170068027210885,0.4184587813620072,,0,D5_M5,P3_G1
12,P3_D5_G1_M5_R1_T1,26.9,P3,MI,DI,Z1,A3,2.18,P,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.025367450906412518,0.001207973852686306,0.04753839842240016,-4.018461405105768e-05,161.6161616161616,261.57688637527343,17,753,0.07407407407407417,0.020202020202020082,0.3077956989247314,-0.000672043010752701,0.16919191919191917,0.26157688637527343,0.05785123966942149,0.27602639296187687,0.053150849518197756,-0.00030199346317156704,0.05698178272439853,-4.018461405105844e-05,345.49062049062053,305.7427675371223,108,,0.5021645021645027,0.03636363636363644,0.5311059907834106,-0.0008064516129033519,0.3505411255411255,0.3057427675371224,0.3838383838383838,0.4184587813620072,,1,D5_M5,P3_G1
13,P3_D5_G1_M5_R1_T1,18.8,P3,MI,DI,Z2,A2,2.19,P,6.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.048962331485513697,0.0025997698133901,0.04753839842240016,-4.018461405105768e-05,292.0289855072464,261.57688637527343,72,753,0.3478260869565221,0.03623188405797094,0.3077956989247314,-0.000672043010752701,0.30289855072463767,0.26157688637527343,0.30039525691699603,0.27602639296187687,0.05546175601898896,0.0008665899377966912,0.05698178272439853,-4.018461405105844e-05,347.1014492753623,305.7427675371223,80,,0.5217391304347833,0.017391304347825754,0.5311059907834106,-0.0008064516129033519,0.31449275362318846,0.3057427675371224,0.4009661835748792,0.4184587813620072,,2,D5_M5,P3_G1
14,P3_D5_G1_M5_R1_T1,12.1,P3,MI,DI,Z3,A2,2.2,P,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.0704723317272533,0.002847366938474899,0.04753839842240016,-4.018461405105768e-05,172.61904761904762,261.57688637527343,80,753,0.6111111111111115,0.07142857142857169,0.3077956989247314,-0.000672043010752701,0.18282312925170066,0.26157688637527343,0.564935064935065,0.27602639296187687,0.05837102223873507,-0.0028473669384748716,0.05698178272439853,-4.018461405105844e-05,313.0952380952381,305.7427675371223,50,,0.5000000000000006,-0.0714285714285714,0.5311059907834106,-0.0008064516129033519,0.330952380952381,0.3057427675371224,0.38095238095238093,0.4184587813620072,,3,D5_M5,P3_G1
15,P3_D5_G1_M5_R1_T1,11.8,P3,MI,DI,Z3,A2,2.21,P,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.06762496478877843,-0.005694733876949742,0.04753839842240016,-4.018461405105768e-05,228.2312925170068,261.57688637527343,81,753,0.5079365079365082,-0.03571428571428554,0.3077956989247314,-0.000672043010752701,0.23715986394557825,0.26157688637527343,0.5000000000000001,0.27602639296187687,0.06264207264644737,-0.002847366938474871,0.05698178272439853,-4.018461405105844e-05,302.4659863945578,305.7427675371223,62,,0.6122448979591841,-1.1102230246251565e-16,0.5311059907834106,-0.0008064516129033519,0.30246598639455785,0.3057427675371224,0.492063492063492,0.4184587813620072,,4,D5_M5,P3_G1
16,P3_D5_G1_M5_R1_T1,11.3,P3,MI,DI,Z3,A1,2.22,P,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.053388130096403995,-0.002847366938474871,0.04753839842240016,-4.018461405105768e-05,357.312925170068,261.57688637527343,56,753,0.3571428571428574,-0.02380952380952372,0.3077956989247314,-0.000672043010752701,0.4144557823129252,0.26157688637527343,0.3376623376623376,0.27602639296187687,0.056947338769497625,-0.0007118417346187357,0.05698178272439853,-4.018461405105844e-05,320.2380952380953,305.7427675371223,45,,0.5000000000000006,-0.0428571428571432,0.5311059907834106,-0.0008064516129033519,0.3238095238095238,0.3057427675371224,0.34920634920634924,0.4184587813620072,,5,D5_M5,P3_G1
17,P3_D5_G1_M5_R1_T1,12.2,P3,MI,DI,Z2,A2,2.23,P,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.038534365900693354,-0.001993156856932426,0.04753839842240016,-4.018461405105768e-05,533.3333333333333,261.57688637527343,22,753,0.18518518518518537,-0.0333333333333335,0.3077956989247314,-0.000672043010752701,0.5111111111111111,0.26157688637527343,0.11515151515151514,0.27602639296187687,0.054479620756152716,0.0013287712379549334,0.05698178272439853,-4.018461405105844e-05,264.44444444444446,305.7427675371223,55,,0.5238095238095243,0.039999999999999696,0.5311059907834106,-0.0008064516129033519,0.2588888888888889,0.3057427675371224,0.4222222222222222,0.4184587813620072,,6,D5_M5,P3_G1
18,P3_D5_G1_M5_R1_T1,10.8,P3,MI,DI,Z1,A3,2.24,P,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.029897352853986203,0.0015331975822557077,0.04753839842240016,-4.018461405105768e-05,333.33333333333337,261.57688637527343,10,753,0.12820512820512836,0.025641025641025682,0.3077956989247314,-0.000672043010752701,0.41025641025641024,0.26157688637527343,0.07692307692307694,0.27602639296187687,0.05596171175233322,-2.2951725989846985e-17,0.05698178272439853,-4.018461405105844e-05,310.2564102564103,305.7427675371223,47,,0.527472527472528,0.015384615384614699,0.5311059907834106,-0.0008064516129033519,0.29423076923076924,0.3057427675371224,0.44444444444444436,0.4184587813620072,,7,D5_M5,P3_G1
19,P3_D5_G1_M5_R1_T1,11.6,P3,MI,DI,Z1,A3,2.25,P,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.03373034680962547,-0.0015331975822556998,0.04753839842240016,-4.018461405105768e-05,692.3076923076923,261.57688637527343,12,753,0.19658119658119672,0.06410256410256408,0.3077956989247314,-0.000672043010752701,0.6666666666666666,0.26157688637527343,0.11188811188811189,0.27602639296187687,0.06209450208135607,0.0030663951645113997,0.05698178272439853,-4.018461405105844e-05,275.7326007326007,305.7427675371223,57,,0.604395604395605,-1.1102230246251565e-16,0.5311059907834106,-0.0008064516129033519,0.2565018315018315,0.3057427675371224,0.5042735042735043,0.4184587813620072,,8,D5_M5,P3_G1
20,P3_D5_G1_M5_R1_T1,11.4,P3,MI,DI,Z3,A3,2.26,P,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.05196444662716656,0.0014236834692374425,0.04753839842240016,-4.018461405105768e-05,502.3809523809523,261.57688637527343,40,753,0.38095238095238126,0.035714285714285775,0.3077956989247314,-0.000672043010752701,0.4488095238095237,0.26157688637527343,0.2792207792207792,0.27602639296187687,0.0562354970348789,0.001423683469237443,0.05698178272439853,-4.018461405105844e-05,384.01360544217687,305.7427675371223,47,,0.5204081632653067,4.3615904538845435e-17,0.5311059907834106,-0.0008064516129033519,0.36615646258503404,0.3057427675371224,0.38888888888888884,0.4184587813620072,,9,D5_M5,P3_G1
21,P3_D5_G1_M5_R1_T1,10.6,P3,MI,DI,Z3,A2,2.27,P,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.06362769966361177,0.0,0.04753839842240016,-4.018461405105768e-05,214.28571428571425,261.57688637527343,64,753,0.49572649572649613,0.01282051282051284,0.3077956989247314,-0.000672043010752701,0.21043956043956047,0.26157688637527343,0.45454545454545464,0.27602639296187687,0.055195112961205384,7.472654973438553e-18,0.05698178272439853,-4.018461405105844e-05,329.48717948717956,305.7427675371223,43,,0.5164835164835171,0.0153846153846153,0.5311059907834106,-0.0008064516129033519,0.32307692307692304,0.3057427675371224,0.3760683760683761,0.4184587813620072,,10,D5_M5,P3_G1
22,P3_D5_G1_M5_R1_T1,10.8,P3,MI,DI,Z3,A2,2.28,P,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.07059097201635643,-0.0008304820237218334,0.04753839842240016,-4.018461405105768e-05,160.81349206349208,261.57688637527343,76,753,0.5833333333333337,0.027777777777777967,0.3077956989247314,-0.000672043010752701,0.15734126984126987,0.26157688637527343,0.5909090909090909,0.27602639296187687,0.06976048999263458,0.0008304820237218253,0.05698178272439853,-4.018461405105844e-05,200.99206349206347,305.7427675371223,64,,0.7380952380952387,0.03333333333333297,0.5311059907834106,-0.0008064516129033519,0.18363095238095237,0.3057427675371224,0.6388888888888888,0.4184587813620072,,11,D5_M5,P3_G1
23,P3_D5_G1_M5_R1_T1,11.4,P3,MI,DI,Z3,A2,2.29,P,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.07759074907344048,-0.002847366938474871,0.04753839842240016,-4.018461405105768e-05,158.81776953205528,261.57688637527343,96,753,0.650793650793651,0.01190476190476193,0.3077956989247314,-0.000672043010752701,0.17072253143681718,0.26157688637527343,0.603896103896104,0.27602639296187687,0.06976048999263461,-0.0007118417346187282,0.05698178272439853,-4.018461405105844e-05,173.66780045351476,305.7427675371223,88,,0.704081632653062,-0.01428571428571456,0.5311059907834106,-0.0008064516129033519,0.1712868480725624,0.3057427675371224,0.7063492063492064,0.4184587813620072,,12,D5_M5,P3_G1
24,P3_D5_G1_M5_R1_T1,10.5,P3,MI,DI,Z2,A2,2.3,P,4.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.05672831054346107,-0.004599592746767115,0.04753839842240016,-4.018461405105768e-05,307.69230769230774,261.57688637527343,45,753,0.35042735042735085,-0.08974358974358977,0.3077956989247314,-0.000672043010752701,0.37179487179487186,0.26157688637527343,0.2797202797202797,0.27602639296187687,0.058261508125716795,-0.0015331975822557228,0.05698178272439853,-4.018461405105844e-05,253.29670329670327,305.7427675371223,58,,0.5714285714285721,0.03076923076923011,0.5311059907834106,-0.0008064516129033519,0.24688644688644687,0.3057427675371224,0.5042735042735044,0.4184587813620072,,13,D5_M5,P3_G1
25,P3_D5_G1_M5_R1_T1,8.8,P3,MI,DI,Z2,A1,2.31,P,3.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.05182207828024282,-3.4694469519536144e-19,0.04753839842240016,-4.018461405105768e-05,420.0,261.57688637527343,32,753,0.3777777777777781,0.03333333333333305,0.3077956989247314,-0.000672043010752701,0.4074999999999999,0.26157688637527343,0.3272727272727273,0.27602639296187687,0.06677075470723595,-0.00199315685693243,0.05698178272439853,-4.018461405105844e-05,200.83333333333331,305.7427675371223,52,,0.714285714285715,0.05999999999999961,0.5311059907834106,-0.0008064516129033519,0.1925,0.3057427675371224,0.6000000000000001,0.4184587813620072,,14,D5_M5,P3_G1
26,P3_D5_G1_M5_R1_T1,15.9,P3,MI,DI,Z3,A1,2.32,P,6.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.07500563961614093,0.0010490299247012526,0.04753839842240016,-4.018461405105768e-05,150.6265664160401,261.57688637527343,140,753,0.6198830409356727,0.008771929824561075,0.3077956989247314,-0.000672043010752701,0.143609022556391,0.26157688637527343,0.6794258373205743,0.27602639296187687,0.06503985533147885,-0.0005245149623506366,0.05698178272439853,-4.018461405105844e-05,218.0451127819549,305.7427675371223,96,,0.6616541353383466,0.0210526315789472,0.5311059907834106,-0.0008064516129033519,0.22067669172932333,0.3057427675371224,0.5555555555555556,0.4184587813620072,,15,D5_M5,P3_G1
27,P3_D5_G1_M5_R1_T1,5.4,P3,MI,DI,Z3,A1,2.33,P,2.0,6,5,6,4,7,7,6,7,6.0,3,3,7,5,6,,,,,,,,6.75,4.833333333333333,5.791666666666666,D5,M5,R1,0.05813374166052882,-0.006643856189774733,0.04753839842240016,-4.018461405105768e-05,261.1111111111111,261.57688637527343,25,753,0.35185185185185225,-0.11111111111111131,0.3077956989247314,-0.000672043010752701,0.22777777777777775,0.26157688637527343,0.30303030303030304,0.27602639296187687,0.06311663380285987,-0.0016609640474436669,0.05698178272439853,-4.018461405105844e-05,283.3333333333333,305.7427675371223,24,,0.5714285714285721,-0.06666666666666658,0.5311059907834106,-0.0008064516129033519,0.19999999999999998,0.3057427675371224,0.4074074074074074,0.4184587813620072,,16,D5_M5,P3_G1
28,P7_D5_G1_M5_R2_T1,12.7,P7,MI,DC,Z2,A1,9.23,P,2.0,7,7,1,7,1,1,7,7,7.0,7,6,1,6,6,7.0,7.0,,,,,,2.5,5.833333333333333,4.166666666666666,D5,M5,R2,0.04384945085251314,0.0019931568569324064,0.05097004176124881,0.0003042987567835712,666.6666666666666,282.69720101781166,28,428,0.32500000000000046,0.127272727272727,0.38931297709923707,0.09646079111727951,0.6133333333333333,0.2826972010178117,0.26666666666666666,0.4083969465648855,0.042520679614558195,0.001993156856932393,0.05956648164038481,0.00038037344597946493,421.11111111111114,295.10178117048343,34,,0.28888888888888925,-0.13333333333333422,0.44189991518235827,-0.19236641221374093,0.4433333333333333,0.29510178117048347,0.30833333333333335,0.5019083969465649,,0,D5_M5,P7_G1
29,P7_D5_G1_M5_R2_T1,12.5,P7,MC,DC,Z3,A1,9.24,P,2.0,7,7,1,7,1,1,7,7,7.0,7,6,1,6,6,7.0,7.0,,,,,,2.5,5.833333333333333,4.166666666666666,D5,M5,R2,0.05580839199410767,-1.3183898417423733e-17,0.05097004176124881,0.0003042987567835712,328.88888888888886,282.69720101781166,56,428,0.46666666666666734,0.11515151515151487,0.38931297709923707,0.09646079111727951,0.28444444444444444,0.2826972010178117,0.48333333333333334,0.4083969465648855,0.05647277761308514,0.0013287712379549332,0.05956648164038481,0.00038037344597946493,298.88888888888886,295.10178117048343,55,,0.4074074074074078,-0.20000000000000034,0.44189991518235827,-0.19236641221374093,0.2988888888888889,0.29510178117048347,0.4583333333333333,0.5019083969465649,,1,D5_M5,P7_G1
30,P7_D5_G1_M5_R2_T1,10.3,P7,MC,DC,Z3,A1,9.25,P,2.0,7,7,1,7,1,1,7,7,7.0,7,6,1,6,6,7.0,7.0,,,,,,2.5,5.833333333333333,4.166666666666666,D5,M5,R2,0.06592749603699531,-7.739535508204217e-18,0.05097004176124881,0.0003042987567835712,228.38827838827837,282.69720101781166,60,428,0.5961538461538467,0.11888111888111857,0.38931297709923707,0.09646079111727951,0.21877289377289377,0.2826972010178117,0.6153846153846154,0.4083969465648855,0.05672831054346109,1.4945309946877107e-17,0.05956648164038481,0.00038037344597946493,276.9230769230769,295.10178117048343,51,,0.44444444444444486,-0.13846153846153872,0.44189991518235827,-0.19236641221374093,0.26666666666666666,0.29510178117048347,0.5096153846153846,0.5019083969465649,,2,D5_M5,P7_G1
31,P7_D5_G1_M5_R2_T1,9.3,P7,MC,DC,Z3,A1,9.26,P,2.0,7,7,1,7,1,1,7,7,7.0,7,6,1,6,6,7.0,7.0,,,,,,2.5,5.833333333333333,4.166666666666666,D5,M5,R2,0.05707676453942829,-0.0036239215580589445,0.05097004176124881,0.0003042987567835712,212.87878787878788,282.69720101781166,47,428,0.4204545454545459,0.024793388429751862,0.38931297709923707,0.09646079111727951,0.1946969696969697,0.2826972010178117,0.4772727272727273,0.4083969465648855,0.06341862726603144,-0.0009059803895147368,0.05956648164038481,0.00038037344597946493,304.5454545454545,295.10178117048343,46,,0.5050505050505054,-0.16363636363636436,0.44189991518235827,-0.19236641221374093,0.2924242424242424,0.29510178117048347,0.5454545454545454,0.5019083969465649,,3,D5_M5,P7_G1
