,Name,Participant,Music_Imp,Dance_Imp,Baile_Level,Guitarra_Level,Step,Imp_subj,Imp_avg,Flow_subj,Flow_avg,CTW,LZ,Assigned_Cat,Rounds,Q1a,Q1b,Q2a,Q2b,Q2c,Q2d,Q2e,Q2f,Q2g,Q2h,Q2i,Q2j,Q3a,Q3b,Q4a,Q4b,Abs_Av,Perf_Av,SFS,Dance_mode,Music_mode,Palo,LZ_Av,CTW_Av,MIR_entropy,MIR_entropy_avg,MIR_rms,MIR_rms_avg,MIR_novelty,MIR_novelty_avg,var_entropy,var_entropy_avg
2006,P5_D5_G3_M5_R2_T1,G3,MI,DI,Z3,A1,6.2,5.0,3.875,4.7906759857546435,4.666666666666667,0.3504825916706741,0.30692236690158253,IMP2,2.0,6,3,3,4,7,3,3,6,2,2,2,1,5,6,7.0,2.0,4.25,2.6666666666666665,3.458333333333333,D5,M5,R2,0.2669680635100933,0.3020643025832084,0.6998494162755853,0.6963742175706752,0.009347025921701642,0.004155176580479883,1.0946439011768803,0.44754850956638137,52.35824415699898,47.941588230811966
2007,P5_D5_G3_M5_R2_T1,G3,MI,DI,Z1,A2,6.3,5.0,3.875,5.0,4.666666666666667,0.028385927884754913,0.02273499014085792,IMP2,2.0,6,3,3,4,7,3,3,6,2,2,2,1,5,6,7.0,2.0,4.25,2.6666666666666665,3.458333333333333,D5,M5,R2,0.2669680635100933,0.3020643025832084,0.6394610615091816,0.6963742175706752,0.001085236341920727,0.004155176580479883,0.9164508412988157,0.44754850956638137,44.09766773900728,47.941588230811966
2008,P5_D5_G3_M5_R2_T1,G3,MI,DI,Z1,A3,6.4,5.827200705869013,3.875,5.830419736085961,4.666666666666667,0.0006453183779761999,0.0059828921423309995,IMP2,2.0,6,3,3,4,7,3,3,6,2,2,2,1,5,6,7.0,2.0,4.25,2.6666666666666665,3.458333333333333,D5,M5,R2,0.2669680635100933,0.3020643025832084,0.6739672219554558,0.6963742175706752,0.0003046509160108936,0.004155176580479883,0.38115906760242113,0.44754850956638137,41.37057307025724,47.941588230811966
2009,P5_D5_G3_M5_R2_T1,G3,MI,DI,Z1,A3,6.5,6.0,3.875,6.0,4.666666666666667,0.02162395501310266,0.020396223212492154,IMP2,2.0,6,3,3,4,7,3,3,6,2,2,2,1,5,6,7.0,2.0,4.25,2.6666666666666665,3.458333333333333,D5,M5,R2,0.2669680635100933,0.3020643025832084,0.6800132110862579,0.6963742175706752,0.0007214647353416236,0.004155176580479883,0.44937480996715123,0.44754850956638137,43.32964942304286,47.941588230811966
2010,P5_D5_G3_M5_R2_T1,G3,MI,DI,Z3,A1,6.6,6.0,3.875,6.0,4.666666666666667,0.20334616949018375,0.1441877006301781,IMP2,2.0,6,3,3,4,7,3,3,6,2,2,2,1,5,6,7.0,2.0,4.25,2.6666666666666665,3.458333333333333,D5,M5,R2,0.2669680635100933,0.3020643025832084,0.6667698949042157,0.6963742175706752,0.003375181021008227,0.004155176580479883,0.1871452475388178,0.44754850956638137,50.28863148222265,47.941588230811966
2011,P5_D5_G3_M5_R2_T1,G3,MI,DI,Z3,A1,6.7,6.0,3.875,4.610548332516743,4.666666666666667,0.2795867517058055,0.2233613066470256,IMP2,2.0,6,3,3,4,7,3,3,6,2,2,2,1,5,6,7.0,2.0,4.25,2.6666666666666665,3.458333333333333,D5,M5,R2,0.2669680635100933,0.3020643025832084,0.7109741401986941,0.6963742175706752,0.00619399967697835,0.004155176580479883,0.1808501604630164,0.44754850956638137,51.09441754525295,47.941588230811966
2012,P5_D5_G3_M5_R2_T1,G3,MI,DC,Z3,A1,6.8,3.633780614901501,3.875,3.2053968006790075,4.666666666666667,0.258407411681869,0.21737841450469456,IMP1,2.0,6,3,3,4,7,3,3,6,2,2,2,1,5,6,7.0,2.0,4.25,2.6666666666666665,3.458333333333333,D5,M5,R2,0.2669680635100933,0.3020643025832084,0.7177262456308491,0.6963742175706752,0.0060274464634874556,0.004155176580479883,0.1487521202805339,0.44754850956638137,50.837089292625166,47.941588230811966
2013,P5_D5_G3_M5_R2_T1,G3,MI,DC,Z3,A1,6.9,3.0,3.875,4.883969266056236,4.666666666666667,0.3872392582179616,0.33155193955417867,IMP1,2.0,6,3,3,4,7,3,3,6,2,2,2,1,5,6,7.0,2.0,4.25,2.6666666666666665,3.458333333333333,D5,M5,R2,0.2669680635100933,0.3020643025832084,0.737319397390205,0.6963742175706752,0.008024937676671458,0.004155176580479883,0.5815302464611232,0.44754850956638137,51.69363871510654,47.941588230811966
2014,P5_D5_G3_M5_R2_T1,G3,MC,DC,Z3,A1,6.1,4.141552511415524,3.875,5.0,4.666666666666667,0.2446473546518074,0.22435845533741414,IMP1,2.0,6,3,3,4,7,3,3,6,2,2,2,1,5,6,7.0,2.0,4.25,2.6666666666666665,3.458333333333333,D5,M5,R2,0.2669680635100933,0.3020643025832084,0.7516177224569468,0.6963742175706752,0.008356545886489286,0.004155176580479883,,0.44754850956638137,49.34090453561961,47.941588230811966
2015,P7_D1_G1_M1_R2_T1,P7,MI,DI,Z2,A3,9.1,6.0,5.25,3.0,5.142857142857143,0.027608131203185383,0.02632472542625654,IMP2,2.0,7,7,1,7,7,2,7,7,7,7,7,1,7,7,7.0,7.0,4.0,6.166666666666667,5.083333333333334,D1,M1,R2,0.4716307707869518,0.5045960384967937,0.7179120770279217,0.7646695303405108,0.007472997435563606,0.01743685302229928,0.733942636531766,0.5366153889740843,52.119306914169385,53.73301910911536
