,sample,time,LZ,CTW
0,5,0.00010416666666666667,,
1,20,0.0004166666666666667,,
2,45,0.0009375,0.36612353975531164,0.36612353975531164
3,80,0.0016666666666666668,0.2370723035582761,0.2370723035582761
4,125,0.0026041666666666665,0.1671788228318901,0.1671788228318901
5,180,0.00375,0.16648562436288167,0.16648562436288167
6,245,0.005104166666666667,0.16197220283678718,0.16197220283678718
7,320,0.006666666666666667,0.15603615177913804,0.15603615177913804
8,405,0.0084375,0.14970974489976277,0.14970974489976277
9,500,0.010416666666666666,0.14345254855459338,0.14345254855459338
10,605,0.012604166666666666,0.16801438785749012,0.16801438785749012
11,720,0.015,0.13183129300457883,0.13183129300457883
12,845,0.017604166666666667,0.11506281101975796,0.11506281101975796
13,980,0.020416666666666666,0.11153369115206967,0.11153369115206967
14,1125,0.0234375,0.10811423238511358,0.10811423238511358
15,1280,0.02666666666666667,0.10483208221369977,0.10483208221369977
16,1445,0.030104166666666668,0.1162281387115631,0.1162281387115631
17,1620,0.03375,0.1118828565815579,0.1118828565815579
18,1805,0.03760416666666667,0.10787816963542472,0.10787816963542472
19,2000,0.041666666666666664,0.10417495070428982,0.10417495070428982
20,2205,0.0459375,0.10073979991333228,0.10073979991333228
21,2420,0.050416666666666665,0.10218901211056323,0.10218901211056323
22,2645,0.05510416666666667,0.10315964013914303,0.10315964013914303
23,2880,0.06,0.1077361227780907,0.1077361227780907
24,3125,0.06510416666666667,0.10402237865095383,0.10402237865095383
25,3380,0.07041666666666667,0.1075168738065846,0.1075168738065846
26,3645,0.0759375,0.10062628150223411,0.10062628150223411
27,3920,0.08166666666666667,0.1065771244553801,0.1065771244553801
28,4205,0.08760416666666666,0.10592198172420281,0.10592198172420281
29,4500,0.09375,0.10787297143203911,0.10787297143203911
30,4805,0.10010416666666666,0.10435861588805528,0.10435861588805528
31,5120,0.10666666666666667,0.10107831640337288,0.10107831640337288
32,5445,0.1134375,0.09800933009090607,0.09800933009090607
33,5780,0.12041666666666667,0.0951317588590093,0.0951317588590093
34,6125,0.12760416666666666,0.09448207835489887,0.09448207835489887
35,6480,0.135,0.09183697077087706,0.09183697077087706
36,6845,0.14260416666666667,0.08934405721767313,0.08934405721767313
37,7220,0.15041666666666667,0.08876581109262144,0.08876581109262144
38,7605,0.1584375,0.0864601392719533,0.0864601392719533
39,8000,0.16666666666666666,0.08751904392146909,0.08751904392146909
40,8405,0.17510416666666667,0.08686184388232215,0.08686184388232215
41,8820,0.18375,0.08470227750627646,0.08470227750627646
42,9245,0.19260416666666666,0.08407712262338582,0.08407712262338582
43,9680,0.20166666666666666,0.08343887099812802,0.08343887099812802
44,10125,0.2109375,0.08410475006449279,0.08410475006449279
45,10580,0.22041666666666668,0.08466223860766474,0.08466223860766474
46,11045,0.23010416666666667,0.08025830535844401,0.08025830535844401
47,11520,0.24,0.08198174624505879,0.08198174624505879
48,12005,0.2501041666666667,0.08691826566431228,0.08691826566431228
49,12500,0.2604166666666667,0.09036801275026043,0.09036801275026043
50,13005,0.2709375,0.08827446500743942,0.08827446500743942
51,13520,0.2816666666666667,0.09033504957648593,0.09033504957648593
52,14045,0.29260416666666667,0.08632564416897195,0.08632564416897195
53,14580,0.30375,0.08632955980991093,0.08632955980991093
