,sample,time,LZ,CTW
0,5,0.00010416666666666667,,
1,20,0.0004166666666666667,,
2,45,0.0009375,0.7322470795106233,0.7322470795106233
3,80,0.0016666666666666668,0.4741446071165522,0.4741446071165522
4,125,0.0026041666666666665,0.4458101942183736,0.4458101942183736
5,180,0.00375,0.33297124872576334,0.33297124872576334
6,245,0.005104166666666667,0.45352216794300404,0.45352216794300404
7,320,0.006666666666666667,0.36408435415132206,0.36408435415132206
8,405,0.0084375,0.21387106414251822,0.21387106414251822
9,500,0.010416666666666666,0.32276823424783513,0.32276823424783513
10,605,0.012604166666666666,0.3054807051954366,0.3054807051954366
11,720,0.015,0.3032119739105313,0.3032119739105313
12,845,0.017604166666666667,0.1956067787335885,0.1956067787335885
13,980,0.020416666666666666,0.24334623524087928,0.24334623524087928
14,1125,0.0234375,0.21622846477022717,0.21622846477022717
15,1280,0.02666666666666667,0.19353615177913802,0.19353615177913802
16,1445,0.030104166666666668,0.16707794939787193,0.16707794939787193
17,1620,0.03375,0.19085899063912817,0.19085899063912817
18,1805,0.03760416666666667,0.185790181038787,0.185790181038787
19,2000,0.041666666666666664,0.18093544069692444,0.18093544069692444
20,2205,0.0459375,0.17125765985266486,0.17125765985266486
21,2420,0.050416666666666665,0.181153248741453,0.181153248741453
22,2645,0.05510416666666667,0.18482768858263127,0.18482768858263127
23,2880,0.06,0.17956020463015115,0.17956020463015115
24,3125,0.06510416666666667,0.185754247590989,0.185754247590989
25,3380,0.07041666666666667,0.18035088509491612,0.18035088509491612
26,3645,0.0759375,0.17528449035873037,0.17528449035873037
27,3920,0.08166666666666667,0.1796585812247836,0.1796585812247836
28,4205,0.08760416666666666,0.1803536445574264,0.1803536445574264
29,4500,0.09375,0.18338405143446648,0.18338405143446648
30,4805,0.10010416666666666,0.18326391082780438,0.18326391082780438
31,5120,0.10666666666666667,0.18290362015848427,0.18290362015848427
32,5445,0.1134375,0.1823429397040113,0.1823429397040113
33,5780,0.12041666666666667,0.1794530905749494,0.1794530905749494
34,6125,0.12760416666666666,0.18280228203447824,0.18280228203447824
35,6480,0.135,0.18562791964326217,0.18562791964326217
36,6845,0.14260416666666667,0.1879947870621872,0.1879947870621872
37,7220,0.15041666666666667,0.18995883573820985,0.18995883573820985
38,7605,0.1584375,0.18648265333166397,0.18648265333166397
39,8000,0.16666666666666666,0.19124531819876578,0.19124531819876578
40,8405,0.17510416666666667,0.1876836269600175,0.1876836269600175
41,8820,0.18375,0.1872366134349269,0.1872366134349269
42,9245,0.19260416666666666,0.189529784896785,0.189529784896785
43,9680,0.20166666666666666,0.1887633475039618,0.1887633475039618
44,10125,0.2109375,0.18660741420559337,0.18660741420559337
45,10580,0.22041666666666668,0.1870150942378266,0.1870150942378266
46,11045,0.23010416666666667,0.1872693791697027,0.1872693791697027
47,11520,0.24,0.1803598417391293,0.1803598417391293
48,12005,0.2501041666666667,0.17835176590858887,0.17835176590858887
49,12500,0.2604166666666667,0.18073602550052087,0.18073602550052087
50,13005,0.2709375,0.18180336245579787,0.18180336245579787
51,13520,0.2816666666666667,0.17661009692481516,0.17661009692481516
52,14045,0.29260416666666667,0.1775561544839082,0.1775561544839082
53,14580,0.30375,0.18119720795267016,0.18119720795267016
