,sample,time,LZ,CTW
0,5,0.00010416666666666667,,
1,20,0.0004166666666666667,,
2,45,0.0009375,0.48816471967374886,0.48816471967374886
3,80,0.0016666666666666668,0.4741446071165522,0.4741446071165522
4,125,0.0026041666666666665,0.2786313713864835,0.2786313713864835
5,180,0.00375,0.20810703045360207,0.20810703045360207
6,245,0.005104166666666667,0.22676108397150202,0.22676108397150202
7,320,0.006666666666666667,0.15603615177913804,0.15603615177913804
8,405,0.0084375,0.1710968513140146,0.1710968513140146
9,500,0.010416666666666666,0.17931568569324174,0.17931568569324174
10,605,0.012604166666666666,0.1527403525977183,0.1527403525977183
11,720,0.015,0.14501442230503667,0.14501442230503667
12,845,0.017604166666666667,0.16108793542766112,0.16108793542766112
13,980,0.020416666666666666,0.1419519705571796,0.1419519705571796
14,1125,0.0234375,0.135142790481392,0.135142790481392
15,1280,0.02666666666666667,0.13708810751022277,0.13708810751022277
16,1445,0.030104166666666668,0.14528517338945385,0.14528517338945385
17,1620,0.03375,0.13162689009595047,0.13162689009595047
18,1805,0.03760416666666667,0.14383755951389962,0.14383755951389962
19,2000,0.041666666666666664,0.13158941141594505,0.13158941141594505
20,2205,0.0459375,0.13599872988299858,0.13599872988299858
21,2420,0.050416666666666665,0.13470369778210609,0.13470369778210609
22,2645,0.05510416666666667,0.13324786851305973,0.13324786851305973
23,2880,0.06,0.1316774833954442,0.1316774833954442
24,3125,0.06510416666666667,0.13745814321733185,0.13745814321733185
25,3380,0.07041666666666667,0.13526316382118708,0.13526316382118708
26,3645,0.0759375,0.1460704086322753,0.1460704086322753
27,3920,0.08166666666666667,0.1400727921413567,0.1400727921413567
28,4205,0.08760416666666666,0.1431378131408146,0.1431378131408146
29,4500,0.09375,0.1429316871474518,0.1429316871474518
30,4805,0.10010416666666666,0.13999326521568392,0.13999326521568392
31,5120,0.10666666666666667,0.1371777151188632,0.1371777151188632
32,5445,0.1134375,0.13675720477800848,0.13675720477800848
33,5780,0.12041666666666667,0.14053555285990013,0.14053555285990013
34,6125,0.12760416666666666,0.13350728463192232,0.13350728463192232
35,6480,0.135,0.13287051090254556,0.13287051090254556
36,6845,0.14260416666666667,0.13960008940261426,0.13960008940261426
37,7220,0.15041666666666667,0.136699349082637,0.136699349082637
38,7605,0.1584375,0.1407096384229828,0.1407096384229828
39,8000,0.16666666666666666,0.14100290409570018,0.14100290409570018
40,8405,0.17510416666666667,0.1364971832436491,0.1364971832436491
41,8820,0.18375,0.13671244790486725,0.13671244790486725
42,9245,0.19260416666666666,0.13680345376008538,0.13680345376008538
43,9680,0.20166666666666666,0.1367850344231607,0.1367850344231607
44,10125,0.2109375,0.1353560821350431,0.1353560821350431
45,10580,0.22041666666666668,0.13647047417354913,0.13647047417354913
46,11045,0.23010416666666667,0.13862798198276693,0.13862798198276693
47,11520,0.24,0.13702663300959825,0.13702663300959825
48,12005,0.2501041666666667,0.1365858460439193,0.1365858460439193
49,12500,0.2604166666666667,0.13500763350641318,0.13500763350641318
50,13005,0.2709375,0.13556435697571054,0.13556435697571054
51,13520,0.2816666666666667,0.13601007464324846,0.13601007464324846
52,14045,0.29260416666666667,0.13831722531619367,0.13831722531619367
53,14580,0.30375,0.1385067662884285,0.1385067662884285
