,sample,time,LZ,CTW
0,5,0.00010416666666666667,,
1,20,0.0004166666666666667,,
2,45,0.0009375,0.36612353975531164,0.36612353975531164
3,80,0.0016666666666666668,0.39512050593046016,0.39512050593046016
4,125,0.0026041666666666665,0.3900839199410769,0.3900839199410769
5,180,0.00375,0.2497284365443225,0.2497284365443225
6,245,0.005104166666666667,0.2915499651062169,0.2915499651062169
7,320,0.006666666666666667,0.15603615177913804,0.15603615177913804
8,405,0.0084375,0.1710968513140146,0.1710968513140146
9,500,0.010416666666666666,0.08965784284662087,0.08965784284662087
10,605,0.012604166666666666,0.16801438785749012,0.16801438785749012
11,720,0.015,0.09228190510320516,0.09228190510320516
12,845,0.017604166666666667,0.16108793542766112,0.16108793542766112
13,980,0.020416666666666666,0.09125483821532973,0.09125483821532973
14,1125,0.0234375,0.12613327111596584,0.12613327111596584
15,1280,0.02666666666666667,0.12096009486196127,0.12096009486196127
16,1445,0.030104166666666668,0.07990684536419962,0.07990684536419962
17,1620,0.03375,0.11846420108635541,0.11846420108635541
18,1805,0.03760416666666667,0.10787816963542472,0.10787816963542472
19,2000,0.041666666666666664,0.10965784284662086,0.10965784284662086
20,2205,0.0459375,0.11585076990033212,0.11585076990033212
21,2420,0.050416666666666665,0.11147892230243263,0.11147892230243263
22,2645,0.05510416666666667,0.11175627681740495,0.11175627681740495
23,2880,0.06,0.09576544246941394,0.09576544246941394
24,3125,0.06510416666666667,0.10773746360277363,0.10773746360277363
25,3380,0.07041666666666667,0.1040485875547593,0.1040485875547593
26,3645,0.0759375,0.10387229058295133,0.10387229058295133
27,3920,0.08166666666666667,0.10353206375665495,0.10353206375665495
28,4205,0.08760416666666666,0.10878473798701908,0.10878473798701908
29,4500,0.09375,0.10787297143203911,0.10787297143203911
30,4805,0.10010416666666666,0.11199461217254715,0.11199461217254715
31,5120,0.10666666666666667,0.10829819614647096,0.10829819614647096
32,5445,0.1134375,0.10712647707610663,0.10712647707610663
33,5780,0.12041666666666667,0.1081042714306924,0.1081042714306924
34,6125,0.12760416666666666,0.11296770238085733,0.11296770238085733
35,6480,0.135,0.11723868609048137,0.11723868609048137
36,6845,0.14260416666666667,0.12470941319966874,0.12470941319966874
37,7220,0.15041666666666667,0.12604745175152243,0.12604745175152243
38,7605,0.1584375,0.13053785733216478,0.13053785733216478
39,8000,0.16666666666666666,0.13452001195336916,0.13452001195336916
40,8405,0.17510416666666667,0.13804828759869056,0.13804828759869056
41,8820,0.18375,0.1352264430363361,0.1352264430363361
42,9245,0.19260416666666666,0.13965352571342052,0.13965352571342052
43,9680,0.20166666666666666,0.14225643580008715,0.14225643580008715
44,10125,0.2109375,0.1419267657338316,0.1419267657338316
45,10580,0.22041666666666668,0.1427885516815838,0.1427885516815838
46,11045,0.23010416666666667,0.14957229634982747,0.14957229634982747
47,11520,0.24,0.15693648566911253,0.15693648566911253
48,12005,0.2501041666666667,0.16254844487871387,0.16254844487871387
49,12500,0.2604166666666667,0.1600493719793769,0.1600493719793769
50,13005,0.2709375,0.16183651918030562,0.16183651918030562
51,13520,0.2816666666666667,0.163415089683306,0.163415089683306
52,14045,0.29260416666666667,0.1667654489627867,0.1667654489627867
53,14580,0.30375,0.16886441369411148,0.16886441369411148
