,sample,time,LZ,CTW
0,5,0.00010416666666666667,,
1,20,0.0004166666666666667,,
2,45,0.0009375,0.48816471967374886,0.48816471967374886
3,80,0.0016666666666666668,0.2370723035582761,0.2370723035582761
4,125,0.0026041666666666665,0.2229050971091868,0.2229050971091868
5,180,0.00375,0.20810703045360207,0.20810703045360207
6,245,0.005104166666666667,0.16197220283678718,0.16197220283678718
7,320,0.006666666666666667,0.15603615177913804,0.15603615177913804
8,405,0.0084375,0.1710968513140146,0.1710968513140146
9,500,0.010416666666666666,0.16138411712391756,0.16138411712391756
10,605,0.012604166666666666,0.16801438785749012,0.16801438785749012
11,720,0.015,0.14501442230503667,0.14501442230503667
12,845,0.017604166666666667,0.16108793542766112,0.16108793542766112
13,980,0.020416666666666666,0.1419519705571796,0.1419519705571796
14,1125,0.0234375,0.14415230984681812,0.14415230984681812
15,1280,0.02666666666666667,0.16128012648261503,0.16128012648261503
16,1445,0.030104166666666668,0.15254943205892657,0.15254943205892657
17,1620,0.03375,0.15137092361034302,0.15137092361034302
18,1805,0.03760416666666667,0.13784432786748715,0.13784432786748715
19,2000,0.041666666666666664,0.14803808784293818,0.14803808784293818
20,2205,0.0459375,0.1460727098743318,0.1460727098743318
21,2420,0.050416666666666665,0.14399360797397548,0.14399360797397548
22,2645,0.05510416666666667,0.1590377785478455,0.1590377785478455
23,2880,0.06,0.14763839047367983,0.14763839047367983
24,3125,0.06510416666666667,0.15974865292825055,0.15974865292825055
25,3380,0.07041666666666667,0.1387314500730124,0.1387314500730124
26,3645,0.0759375,0.1460704086322753,0.1460704086322753
27,3920,0.08166666666666667,0.14920797423753213,0.14920797423753213
28,4205,0.08760416666666666,0.1460005694036309,0.1460005694036309
29,4500,0.09375,0.14023486286165082,0.14023486286165082
30,4805,0.10010416666666666,0.1349026010260227,0.1349026010260227
31,5120,0.10666666666666667,0.14680422144299396,0.14680422144299396
32,5445,0.1134375,0.1390364915243086,0.1390364915243086
33,5780,0.12041666666666667,0.1340492965740586,0.1340492965740586
34,6125,0.12760416666666666,0.1376152010821353,0.1376152010821353
35,6480,0.135,0.13873244520706962,0.13873244520706962
36,6845,0.14260416666666667,0.1340160858265097,0.1340160858265097
37,7220,0.15041666666666667,0.14557593019189916,0.14557593019189916
38,7605,0.1584375,0.13731904472604348,0.13731904472604348
39,8000,0.16666666666666666,0.13776145802453468,0.13776145802453468
40,8405,0.17510416666666667,0.13804828759869056,0.13804828759869056
41,8820,0.18375,0.13671244790486725,0.13671244790486725
42,9245,0.19260416666666666,0.13537841778341783,0.13537841778341783
43,9680,0.20166666666666666,0.13952073511162394,0.13952073511162394
44,10125,0.2109375,0.14324090245358928,0.14324090245358928
45,10580,0.22041666666666668,0.1352068586719422,0.1352068586719422
46,11045,0.23010416666666667,0.13497987719374674,0.13497987719374674
47,11520,0.24,0.14054013642010077,0.14054013642010077
48,12005,0.2501041666666667,0.13884346333390143,0.13884346333390143
49,12500,0.2604166666666667,0.13936271845823295,0.13936271845823295
50,13005,0.2709375,0.13661524346389434,0.13661524346389434
51,13520,0.2816666666666667,0.13601007464324846,0.13601007464324846
52,14045,0.29260416666666667,0.13635527885780796,0.13635527885780796
53,14580,0.30375,0.13755808980700093,0.13755808980700093
