,sample,time,LZ,CTW
0,5,0.00010416666666666667,,
1,20,0.0004166666666666667,,
2,45,0.0009375,0.48816471967374886,0.48816471967374886
3,80,0.0016666666666666668,0.3160964047443681,0.3160964047443681
4,125,0.0026041666666666665,0.2786313713864835,0.2786313713864835
5,180,0.00375,0.2497284365443225,0.2497284365443225
6,245,0.005104166666666667,0.22676108397150202,0.22676108397150202
7,320,0.006666666666666667,0.20804820237218405,0.20804820237218405
8,405,0.0084375,0.1924839577282664,0.1924839577282664
9,500,0.010416666666666666,0.17931568569324174,0.17931568569324174
10,605,0.012604166666666666,0.18328842311726196,0.18328842311726196
11,720,0.015,0.18456381020641033,0.18456381020641033
12,845,0.017604166666666667,0.18410049763161274,0.18410049763161274
13,980,0.020416666666666666,0.18250967643065946,0.18250967643065946
14,1125,0.0234375,0.18019038730852266,0.18019038730852266
15,1280,0.02666666666666667,0.1693441328067458,0.1693441328067458
16,1445,0.030104166666666668,0.16707794939787193,0.16707794939787193
17,1620,0.03375,0.16453361261993807,0.16453361261993807
18,1805,0.03760416666666667,0.16181725445313705,0.16181725445313705
19,2000,0.041666666666666664,0.16996965641226233,0.16996965641226233
20,2205,0.0459375,0.16622066985699824,0.16622066985699824
21,2420,0.050416666666666665,0.16257342835771424,0.16257342835771424
22,2645,0.05510416666666667,0.16763441522610742,0.16763441522610742
23,2880,0.06,0.1635992975519155,0.1635992975519155
24,3125,0.06510416666666667,0.1671788228318901,0.1671788228318901
25,3380,0.07041666666666667,0.16300945383578958,0.16300945383578958
26,3645,0.0759375,0.16230045403586146,0.16230045403586146
27,3920,0.08166666666666667,0.15834315633370757,0.15834315633370757
28,4205,0.08760416666666666,0.16031435071771236,0.16031435071771236
29,4500,0.09375,0.15911263286225766,0.15911263286225766
30,4805,0.10010416666666666,0.15526525778466763,0.15526525778466763
31,5120,0.10666666666666667,0.15402410118609203,0.15402410118609203
32,5445,0.1134375,0.15727078549470974,0.15727078549470974
33,5780,0.12041666666666667,0.15999432171742475,0.15999432171742475
34,6125,0.12760416666666666,0.15815478333320027,0.15815478333320027
35,6480,0.135,0.15631824812064182,0.15631824812064182
36,6845,0.14260416666666667,0.1656587727577689,0.1656587727577689
37,7220,0.15041666666666667,0.16865504107598073,0.16865504107598073
38,7605,0.1584375,0.1661390911500279,0.1661390911500279
39,8000,0.16666666666666666,0.16531374962944162,0.16531374962944162
40,8405,0.17510416666666667,0.16751927034447842,0.16751927034447842
41,8820,0.18375,0.16940455501255292,0.16940455501255292
42,9245,0.19260416666666666,0.1695792812234392,0.1695792812234392
43,9680,0.20166666666666666,0.1737169937174141,0.1737169937174141
44,10125,0.2109375,0.17215191028825869,0.17215191028825869
45,10580,0.22041666666666668,0.17058809271693642,0.17058809271693642
46,11045,0.23010416666666667,0.17267696001362196,0.17267696001362196
47,11520,0.24,0.17099049931112262,0.17099049931112262
48,12005,0.2501041666666667,0.16706367945867814,0.16706367945867814
49,12500,0.2604166666666667,0.16984831312097143,0.16984831312097143
50,13005,0.2709375,0.17444715703851124,0.17444715703851124
51,13520,0.2816666666666667,0.16849009246850186,0.16849009246850186
52,14045,0.29260416666666667,0.1726512883379439,0.1726512883379439
53,14580,0.30375,0.16886441369411148,0.16886441369411148
