,t0,var
0.0,0.0,55.65328690169566
4.0,4.0,51.949789856114386
8.0,8.0,53.31248252171586
12.0,12.0,53.45230902922561
16.0,16.0,52.584167527991575
20.0,20.0,50.387203358607636
24.0,24.0,50.39088719484346
28.0,28.0,50.56119523849108
32.0,32.0,54.29348003500441
36.0,36.0,54.94848387470985
40.0,40.0,55.30904329962242
44.0,44.0,55.175319639157564
48.0,48.0,55.96184452569839
52.0,52.0,55.93608096888768
56.0,56.0,53.948791566258734
60.0,60.0,54.731119475062734
64.0,64.0,56.05486306044585
68.0,68.0,55.34742767622877
72.0,72.0,54.64446552877074
76.0,76.0,54.590530860304895
80.0,80.0,55.40450484832827
84.0,84.0,55.054294170156496
88.0,88.0,54.55264084209508
92.0,92.0,54.50927340562673
96.0,96.0,55.534464204709124
100.0,100.0,55.564194087725525
104.0,104.0,55.52735166705787
108.0,108.0,55.914336181026655
112.0,112.0,56.29693243433579
