rms_t0,rms_t1,rms,rms_avg,entropy,entropy_t0,entropy_t1
0.0,0.049977324263038546,5.168637010491868e-06,0.0025688084910780017,,0.0,0.049977324263038546
0.024988662131519273,0.07496598639455783,7.5999272606217926e-06,0.0025688084910780017,,0.024988662131519273,0.07496598639455783
0.05,0.09997732426303856,9.305135436187525e-06,0.0025688084910780017,,0.05,0.09997732426303856
0.07498866213151928,0.12496598639455782,9.557049297489642e-06,0.0025688084910780017,,0.07498866213151928,0.12496598639455782
0.1,0.14997732426303856,8.423651847440847e-06,0.0025688084910780017,,0.1,0.14997732426303856
0.12498866213151927,0.17496598639455782,7.737618298906097e-06,0.0025688084910780017,,0.12498866213151927,0.17496598639455782
0.15,0.19997732426303855,7.331193182448288e-06,0.0025688084910780017,,0.15,0.19997732426303855
0.17498866213151928,0.2249659863945578,7.200398264181951e-06,0.0025688084910780017,,0.17498866213151928,0.2249659863945578
0.2,0.24997732426303854,6.862513342353513e-06,0.0025688084910780017,,0.2,0.24997732426303854
0.22498866213151927,0.2749659863945578,6.458242083824223e-06,0.0025688084910780017,,0.22498866213151927,0.2749659863945578
0.25,0.2999773242630385,5.956421343680013e-06,0.0025688084910780017,,0.25,0.2999773242630385
0.2749886621315193,0.3249659863945578,6.139738587669041e-06,0.0025688084910780017,,0.2749886621315193,0.3249659863945578
0.3,0.34997732426303857,6.3676822626623665e-06,0.0025688084910780017,,0.3,0.34997732426303857
0.3249886621315193,0.3749659863945578,5.831008954072173e-06,0.0025688084910780017,,0.3249886621315193,0.3749659863945578
0.35,0.39997732426303856,5.785560022959212e-06,0.0025688084910780017,,0.35,0.39997732426303856
0.37498866213151927,0.42496598639455785,5.09663257904058e-06,0.0025688084910780017,,0.37498866213151927,0.42496598639455785
0.4,0.44997732426303855,4.123145972583911e-06,0.0025688084910780017,,0.4,0.44997732426303855
0.42498866213151926,0.47496598639455784,3.7895289278754237e-06,0.0025688084910780017,,0.42498866213151926,0.47496598639455784
0.45,0.49997732426303854,3.265701301828182e-06,0.0025688084910780017,,0.45,0.49997732426303854
0.4749886621315193,0.5249659863945578,2.4533143566508168e-06,0.0025688084910780017,,0.4749886621315193,0.5249659863945578
0.5,0.5499773242630386,1.7798212998040902e-06,0.0025688084910780017,,0.5,0.5499773242630386
0.5249886621315193,0.5749659863945579,1.6884867406386967e-06,0.0025688084910780017,,0.5249886621315193,0.5749659863945579
0.55,0.5999773242630385,1.5919205656655916e-06,0.0025688084910780017,,0.55,0.5999773242630385
0.5749886621315192,0.6249659863945578,1.6569234576984776e-06,0.0025688084910780017,,0.5749886621315192,0.6249659863945578
0.6,0.6499773242630386,1.6884867406386967e-06,0.0025688084910780017,,0.6,0.6499773242630386
0.6249886621315193,0.6749659863945578,1.5241479029630412e-06,0.0025688084910780017,,0.6249886621315193,0.6749659863945578
0.65,0.6999773242630386,1.4891053359200032e-06,0.0025688084910780017,,0.65,0.6999773242630386
0.6749886621315193,0.7249659863945578,1.749906206227954e-06,0.0025688084910780017,,0.6749886621315193,0.7249659863945578
0.7,0.7499773242630385,1.749906206227954e-06,0.0025688084910780017,,0.7,0.7499773242630385
0.7249886621315192,0.7749659863945578,1.6247471237181088e-06,0.0025688084910780017,,0.7249886621315192,0.7749659863945578
0.75,0.7999773242630386,1.4891053359200032e-06,0.0025688084910780017,,0.75,0.7999773242630386
0.7749886621315193,0.8249659863945579,1.4532180059523809e-06,0.0025688084910780017,,0.7749886621315193,0.8249659863945579
0.8,0.8499773242630385,1.5584026946677957e-06,0.0025688084910780017,,0.8,0.8499773242630385
0.8249886621315192,0.8749659863945578,1.5584026946677957e-06,0.0025688084910780017,,0.8249886621315192,0.8749659863945578
0.85,0.8999773242630386,1.8381915342310613e-06,0.0025688084910780017,,0.85,0.8999773242630386
0.8749886621315193,0.9249659863945578,1.922426722255591e-06,0.0025688084910780017,,0.8749886621315193,0.9249659863945578
0.9,0.9499773242630386,1.6247471237181088e-06,0.0025688084910780017,,0.9,0.9499773242630386
0.9249886621315193,0.9749659863945578,3.6619940384213845e-06,0.0025688084910780017,,0.9249886621315193,0.9749659863945578
0.95,0.9999773242630385,7.352766136924245e-06,0.0025688084910780017,,0.95,0.9999773242630385
0.9749886621315192,1.0249659863945577,1.5651636925497884e-05,0.0025688084910780017,,0.9749886621315192,1.0249659863945577
1.0,1.0499773242630386,0.022987329759656804,0.0025688084910780017,0.8074938167432429,1.0,1.0499773242630386
1.0249886621315192,1.0749659863945578,0.029885128884896257,0.0025688084910780017,0.8211966243662233,1.0249886621315192,1.0749659863945578
1.05,1.0999773242630386,0.01909725732546759,0.0025688084910780017,0.7626555060854984,1.05,1.0999773242630386
1.0749886621315192,1.1249659863945578,3.96198508879102e-05,0.0025688084910780017,,1.0749886621315192,1.1249659863945578
1.1,1.1499773242630384,1.598209495601527e-05,0.0025688084910780017,,1.1,1.1499773242630384
1.1249886621315193,1.1749659863945578,1.5227616835739554e-05,0.0025688084910780017,,1.1249886621315193,1.1749659863945578
1.15,1.1999773242630385,1.4773588930973493e-05,0.0025688084910780017,,1.15,1.1999773242630385
1.1749886621315193,1.224965986394558,1.4179118905378613e-05,0.0025688084910780017,,1.1749886621315193,1.224965986394558
1.2,1.2499773242630385,1.3601375275294818e-05,0.0025688084910780017,,1.2,1.2499773242630385
1.2249886621315194,1.2749659863945577,1.3018270486863576e-05,0.0025688084910780017,,1.2249886621315194,1.2749659863945577
1.25,1.2999773242630386,1.1979136146793112e-05,0.0025688084910780017,,1.25,1.2999773242630386
1.2749886621315192,1.3249659863945578,1.1133964209785362e-05,0.0025688084910780017,,1.2749886621315192,1.3249659863945578
1.3,1.3499773242630386,1.10959642210874e-05,0.0025688084910780017,,1.3,1.3499773242630386
1.3249886621315192,1.3749659863945578,1.0985982115264154e-05,0.0025688084910780017,,1.3249886621315192,1.3749659863945578
1.35,1.3999773242630384,1.006818968313382e-05,0.0025688084910780017,,1.35,1.3999773242630384
1.3749886621315193,1.4249659863945578,8.94053921088636e-06,0.0025688084910780017,,1.3749886621315193,1.4249659863945578
1.4,1.4499773242630385,8.175562208795576e-06,0.0025688084910780017,,1.4,1.4499773242630385
1.4249886621315193,1.474965986394558,8.032234471165526e-06,0.0025688084910780017,,1.4249886621315193,1.474965986394558
1.45,1.4999773242630385,7.509074290111034e-06,0.0025688084910780017,,1.45,1.4999773242630385
1.4749886621315194,1.5249659863945577,5.8490896453851925e-06,0.0025688084910780017,,1.4749886621315194,1.5249659863945577
