,Name,Participant,Music_Imp,Dance_Imp,Baile_Level,Guitarra_Level,Step,Imp_subj,Imp_avg,Flow_subj,Flow_avg,CTW,LZ,Assigned_Cat,Rounds,Q1a,Q1b,Q2a,Q2b,Q2c,Q2d,Q2e,Q2f,Q2g,Q2h,Q2i,Q2j,Q3a,Q3b,Q4a,Q4b,Abs_Av,Perf_Av,SFS,Dance_mode,Music_mode,Palo,LZ_Av,CTW_Av,MIR_entropy,MIR_entropy_avg,MIR_rms,MIR_rms_avg,MIR_novelty,MIR_novelty_avg,var_entropy,var_entropy_avg,Condition,Condition_order
33,P3_D1_G1_M1_R1_T1,P3,MI,DI,Z3,A2,2.44,1.7433657373444642,4.325,2.7044893725207744,4.040816326530612,0.1576223893547476,0.1176632511129678,IMP0,4.0,7,6,7,5,7,6,6,7,7,3,3,7,5,7,,,7.0,5.0,6.0,D1,M1,R1,0.4047180553310276,0.4299707238710351,0.7529169384727415,0.7552472589148073,0.0123963886988047,0.0127237898652493,0.2016398087537024,0.2864732539068569,53.12350914212453,52.96057679527599,D1_M1,4.0
34,P3_D1_G1_M1_R1_T1,P3,MI,DI,Z3,A2,2.45,1.6353356212976062,4.325,1.808503384453429,4.040816326530612,0.0671345829348337,0.0512488827069815,IMP0,4.0,7,6,7,5,7,6,6,7,7,3,3,7,5,7,,,7.0,5.0,6.0,D1,M1,R1,0.4047180553310276,0.4299707238710351,0.762349877528321,0.7552472589148073,0.0062731471560044,0.0127237898652493,0.1984267040268597,0.2864732539068569,51.42022144072264,52.96057679527599,D1_M1,4.0
35,P3_D1_G1_M1_R1_T1,P3,MI,DI,Z3,A1,2.46,2.6978750624639267,4.325,3.456884704050008,4.040816326530612,0.4323859589360505,0.3341636331608288,IMP0,4.0,7,6,7,5,7,6,6,7,7,3,3,7,5,7,,,7.0,5.0,6.0,D1,M1,R1,0.4047180553310276,0.4299707238710351,0.7867235461833908,0.7552472589148073,0.0177052120172802,0.0127237898652493,0.1980339312366665,0.2864732539068569,53.73749704889771,52.96057679527599,D1_M1,4.0
36,P3_D1_G1_M1_R1_T1,P3,MI,DI,Z3,A1,2.47,3.850789715778619,4.325,4.231535111979438,4.040816326530612,0.5110233987873153,0.4570563621010397,IMP1,4.0,7,6,7,5,7,6,6,7,7,3,3,7,5,7,,,7.0,5.0,6.0,D1,M1,R1,0.4047180553310276,0.4299707238710351,0.8072187737434567,0.7552472589148073,0.0220705896786963,0.0127237898652493,0.1938191468734865,0.2864732539068569,54.138851460209054,52.96057679527599,D1_M1,4.0
37,P3_D1_G1_M1_R1_T1,P3,MI,DI,Z3,A1,2.48,4.072958209517338,4.325,4.741445244226002,4.040816326530612,0.649418808564721,0.6076653235256386,IMP1,4.0,7,6,7,5,7,6,6,7,7,3,3,7,5,7,,,7.0,5.0,6.0,D1,M1,R1,0.4047180553310276,0.4299707238710351,0.812977896359469,0.7552472589148073,0.027479180796409,0.0127237898652493,0.2747066242868783,0.2864732539068569,55.55168497931281,52.96057679527599,D1_M1,4.0
38,P3_D1_G1_M1_R1_T1,P3,MI,DI,Z3,A1,2.5,5.16989666076296,4.325,6.056229044440132,4.040816326530612,0.670971939976675,0.5647836053422459,IMP2,4.0,7,6,7,5,7,6,6,7,7,3,3,7,5,7,,,7.0,5.0,6.0,D1,M1,R1,0.4047180553310276,0.4299707238710351,0.8034659361879728,0.7552472589148073,0.0278611903930561,0.0127237898652493,0.8343044358517548,0.2864732539068569,55.973961145647976,52.96057679527599,D1_M1,4.0
39,P6_D5_G1_M6_R1_T1,P6,MC,DI,Z2,A3,7.1,6.0,5.444444444444445,5.0,5.333333333333333,0.0191018187846003,0.0203949635262477,IMP2,2.0,5,6,4,6,7,6,6,6,5,4,6,1,6,6,7.0,7.0,4.5,5.5,5.0,D5,M6,R1,0.4087686412661387,0.4365298301816184,0.6934964980160843,0.7366188900131234,0.011977775386079,0.0248651075039746,0.6653956997419568,0.4951522805703631,53.56576543722814,55.06615830846545,D5_M6,1.0
40,P6_D5_G1_M6_R1_T1,P6,MC,DI,Z1,A3,7.2,6.0,5.444444444444445,5.0,5.333333333333333,0.0004299302129161,0.0041835822617944,IMP2,2.0,5,6,4,6,7,6,6,6,5,4,6,1,6,6,7.0,7.0,4.5,5.5,5.0,D5,M6,R1,0.4087686412661387,0.4365298301816184,0.7105024805020822,0.7366188900131234,0.0102720232266051,0.0248651075039746,0.6996414980237102,0.4951522805703631,52.21304594454718,55.06615830846545,D5_M6,1.0
41,P6_D5_G1_M6_R1_T1,P6,MC,DC,Z3,A3,7.3,4.541885079371514,5.444444444444445,5.0,5.333333333333333,0.1938895634584927,0.1589761259481877,IMP1,1.0,5,6,4,6,7,6,6,6,5,4,6,1,6,6,7.0,7.0,4.5,5.5,5.0,D5,M6,R1,0.4087686412661387,0.4365298301816184,0.7401117418483503,0.7366188900131234,0.0159102841436349,0.0248651075039746,0.4222039159804094,0.4951522805703631,55.11326291860978,55.06615830846545,D5_M6,1.0
42,P6_D5_G1_M6_R1_T1,P6,MC,DI,Z3,A3,7.3,4.0,5.444444444444445,5.0,5.333333333333333,0.6303682350246174,0.5585082319495543,IMP1,1.0,5,6,4,6,7,6,6,6,5,4,6,1,6,6,7.0,7.0,4.5,5.5,5.0,D5,M6,R1,0.4087686412661387,0.4365298301816184,0.7650449559191747,0.7366188900131234,0.0440571354322267,0.0248651075039746,0.2045154819935771,0.4951522805703631,57.26434247178002,55.06615830846545,D5_M6,1.0
