Time, Value
6.3147859008178715,1
11.36341690272522,2
18.548877133514406,3
25.280295839782713,4
29.570654965667725,5
34.687809015258786,4
40.57563303433228,5
42.82729682643127,3
44.2704628626709,5
48.65116811062622,6
51.36162697138977,3
55.877420095367434,4
61.16410794087219,4
63.406232074386594,5
70.78212389509582,3
78.5077859408722,3
81.35776986457824,4
95.47713491035461,5
103.97502793705749,6
116.54580790653992,5
126.86846997138977,4
136.30577995231627,6
138.70482096376037,7
144.42254583406066,6
151.48324409536744,5
158.088925956131,3
161.133534,4
166.60171381880187,3
169.24204100572206,2
171.36337384931946,4
174.33841395994568,5
180.30216302670289,3
184.51880505340577,4
190.70262011825562,3
196.52748101335143,4
201.51175594659423,2
205.0949999103546,1
210.40329002670288,2
217.09340408010866,3
223.5218699370575,4
229.5527480305176,3
232.55057390463256,5
238.4348730591278,4
241.57838898664855,5
243.62834402098085,6
249.09933200572203,7
